chapter_id	entry_id	meaning	Gothic_StandardOrth	comment
20	470	captive, prisoner	frahunþans	
20	510	fisherman	fiskja; nuta	
20	540	fishnet	nati; snorjo	
21	110	law	witoþ	
21	160	judge (vb)	stojan; domjan	
21	170	judgment	staua; doms	
21	180	judge (noun)	staua	
21	230	witness	weitwoþs	
21	240	swear	swaran	
21	250	oath	aiþs	
21	310	accuse	wrohjan	
21	320	condemn	afdomjan; gawargjan	
21	330	convict (vb)	gasakan	
21	340	acquit	fraletan	
21	350	guilty	skula	
21	360	innocent	swikns	
21	370	penalty, punishment	balweins	
21	390	prison, jail	karkara	
21	420	murder	maurþr	
21	430	adultery	kalkinassus; horinassus	
21	470	perjury	galiuga-weitwodiþa	Inferred from galiuga-weitwoþs 'perjurer.'
21	510	steal	hlifan; stilan; biniman	
21	520	thief	hliftus	
22	120	God	guþ	
22	130	temple, church	alhs; gudhus	
22	140	altar	hunslastaþs	
22	150	sacrifice, offering	hunsl; sauþs	
22	160	worship	inweitan; blotan	
22	170	pray	bidjan	
22	180	priest	gutja	
22	190	holy, sacred	weihs; hailags	
22	220	preach	merjan	
22	230	bless	þiuþjan	
22	240	curse	fraqiþan; unþiuþjan	
22	260	fast (vb)	fastan	
22	310	heaven	himins	
22	320	hell	halja; gaiainno	
22	350	demon (evil spirit)	unhulþo; skohsl	
22	420	magic, witchcraft, sorcery	lubjaleisei	
22	430	sorcerer, witch	lubjaleis	
22	470	omen, portent	taikns	
