chapter_id	entry_id	meaning	Hittite_LatinTrans	comment
4	580	bite	wak-	HEG. Also parsul(li)- 'bit, bite, crumb, morsel, fragment': CHD.
4	590	lick	lip-; lipai-	CHD.; CHD.
4	610	sleep	ses-; tesha-; sup-	Respectively: verb; noun; verb (middle voice) HEG, StBoT 5.157. See 'sleep, dream' 04.620; sasta- 'bed' 07.420. Weeks 69-70.; Respectively: verb; noun; verb (middle voice) HEG, StBoT 5.157. See 'sleep, dream' 04.620; sasta- 'bed' 07.420. Weeks 69-70.; Respectively: verb; noun; verb (middle voice) HEG, StBoT 5.157. See 'sleep, dream' 04.620; sasta- 'bed' 07.420. Weeks 69-70.
4	620	dream	tesha-; zashai-; zazhai-	HEG. 'dream, sleep', teshaniya- 'appear in a dream'. Sumerograms Ù, MA.MÚ 'dream' = tesha-, zashai-; see Weeks 70, partially updated in HEG 335-341.; HEG. 'dream, sleep', teshaniya- 'appear in a dream'. Sumerograms Ù, MA.MÚ 'dream' = tesha-, zashai-; see Weeks 70, partially updated in HEG 335-341.; HEG. 'dream, sleep', teshaniya- 'appear in a dream'. Sumerograms Ù, MA.MÚ 'dream' = tesha-, zashai-; see Weeks 70, partially updated in HEG 335-341.
4	630	wake up	arriya-	'Rouse, awaken': Puh. See also 'rise' 10.210, 'raise' 10.220.
4	640	break wind	huntariya-	HEG, Puh. See huwant- 'wind' 01.720; or onomatopoetic; see huntarnu- 'grunt (said of pigs)'.
4	650	urinate	sehuriya-; duur	Denominative from sehur, n. HW. Loan (n.) is Luwian, HEG.; Denominative from sehur, n. HW. Loan (n.) is Luwian, HEG.
4	660	defecate	sakkar; zakkar; sakniya-; karmars-; salpa-	First two examples, respectively: noun (feces, dung); verb HEG. Final example is 'dog's excrement'. See Ünal 1993:126-127 on human feces.; First two examples, respectively: noun (feces, dung); verb HEG. Final example is 'dog's excrement'. See Ünal 1993:126-127 on human feces.; First two examples, respectively: noun (feces, dung); verb HEG. Final example is 'dog's excrement'. See Ünal 1993:126-127 on human feces.; First two examples, respectively: noun (feces, dung); verb HEG. Final example is 'dog's excrement'. See Ünal 1993:126-127 on human feces.; First two examples, respectively: noun (feces, dung); verb HEG. Final example is 'dog's excrement'. See Ünal 1993:126-127 on human feces.
4	670	have sexual intercourse	wen-; armahh-	Second: 'make pregnant' (see arma- 'moon' 01.530.; Second: 'make pregnant' (see arma- 'moon' 01.530.
4	690	bathe	warp-	With sentence enclitic particle -za 'take a bath, bathe, wash oneself'. See also 'wash, wash off' 09.360.
4	710	beget (of father)	has-	A gender-neutral term that means both 'beget' and 'bear, give birth' with derivatives such as 'offspring' 02.430, 'newborn child' 02.280, and 'family' 02.820 Puh. See also 04.720 'be born'. Circumlocution with Sumerogram (plus plural determinative) DUMU/ MESH iya-.
4	720	born (to be)	hassanza; mai-	From the gender-neutral root that means both 'beget' 04.710 and 'bear, give birth' has a participle hassanza 'born' Puh. See also derivatives, 'offspring' 02.430, 'newborn child' 02.280, and 'family' 02.820. Second ex. mai-, miya- 'grow, mature, be born (of a child)' 12.530: CHD.; From the gender-neutral root that means both 'beget' 04.710 and 'bear, give birth' has a participle hassanza 'born' Puh. See also derivatives, 'offspring' 02.430, 'newborn child' 02.280, and 'family' 02.820. Second ex. mai-, miya- 'grow, mature, be born (of a child)' 12.530: CHD.
4	730	pregnant	armawant-	See also armahh- 'make pregnant' 04.670, armai- 'be/become pregnant' 04.732, arma- 'moon' 01.530, 'month' 14.710.
4	732	conceive	armai-	'Be / become pregnant'. See arma- 'moon' 01.530, 'month' 14.710.
4	740	live, living, life	huis-; huisu-	Respectively: verb 'live, be alive, survive'; adj. 'living, alive; fresh'. See also huitar 'living thing' 03.110, huiswatar 'life': Sumerogram TI-tar. See also 'save' 11.250. See also luluwai- 'remain alive, survive; sustain'.; Respectively: verb 'live, be alive, survive'; adj. 'living, alive; fresh'. See also huitar 'living thing' 03.110, huiswatar 'life': Sumerogram TI-tar. See also 'save' 11.250. See also luluwai- 'remain alive, survive; sustain'.
4	750	die, dead	ak-; ek-; hark-; harkiya-	HWW, Puh. Passive of kuen- 'strike, kill'. -hi verb inflection; participle akkant- 'dead'; har(a)k- 'be lost, disappear, expire, perish': Puh, harnink- 'destroy' 11.270; 'disappear' 10.491.; HWW, Puh. Passive of kuen- 'strike, kill'. -hi verb inflection; participle akkant- 'dead'; har(a)k- 'be lost, disappear, expire, perish': Puh, harnink- 'destroy' 11.270; 'disappear' 10.491.; HWW, Puh. Passive of kuen- 'strike, kill'. -hi verb inflection; participle akkant- 'dead'; har(a)k- 'be lost, disappear, expire, perish': Puh, harnink- 'destroy' 11.270; 'disappear' 10.491.; HWW, Puh. Passive of kuen- 'strike, kill'. -hi verb inflection; participle akkant- 'dead'; har(a)k- 'be lost, disappear, expire, perish': Puh, harnink- 'destroy' 11.270; 'disappear' 10.491.
4	760	kill	kuen-	HEG. Ablauting root kuen-, kun- 'strike'; not telic as 'kill', see 09.210; huek-, huk- 'slaughter' (as a sacrificial victim).
4	780	bury (the dead)	hariya-	Puh.
4	810	strong, mighty, powerful	dassu-; tarru-; tarhu-; innara-; kuttar	'Strong, hard, heavy, important', opposite of malisku- 'weak, light. 'Strong, hard, heavy, important', opposite of 'unimportant' 04.820: CHD. See also nakki- '(physically) heavy, powerful, honored' 15.810: CHD, HEG. Tarru- 'strong, mighty, wide', see tarra- 'be able'; tarhu-, tarhuilatar 'strong, successful, overcoming; strength, might', tarh- 'be mighty, win, overcome', see 'victory' 20.410, 'defeat' 20.420; innara-; innarawatar 'strong of purpose, willful, forceful, vigorous; strength, force, vigor' HEG, Puh. Finally, kuttar 'physically strong', see 'nape of neck' 04.281.; 'Strong, hard, heavy, important', opposite of malisku- 'weak, light. 'Strong, hard, heavy, important', opposite of 'unimportant' 04.820: CHD. See also nakki- '(physically) heavy, powerful, honored' 15.810: CHD, HEG. Tarru- 'strong, mighty, wide', see tarra- 'be able'; tarhu-, tarhuilatar 'strong, successful, overcoming; strength, might', tarh- 'be mighty, win, overcome', see 'victory' 20.410, 'defeat' 20.420; innara-; innarawatar 'strong of purpose, willful, forceful, vigorous; strength, force, vigor' HEG, Puh. Finally, kuttar 'physically strong', see 'nape of neck' 04.281.; 'Strong, hard, heavy, important', opposite of malisku- 'weak, light. 'Strong, hard, heavy, important', opposite of 'unimportant' 04.820: CHD. See also nakki- '(physically) heavy, powerful, honored' 15.810: CHD, HEG. Tarru- 'strong, mighty, wide', see tarra- 'be able'; tarhu-, tarhuilatar 'strong, successful, overcoming; strength, might', tarh- 'be mighty, win, overcome', see 'victory' 20.410, 'defeat' 20.420; innara-; innarawatar 'strong of purpose, willful, forceful, vigorous; strength, force, vigor' HEG, Puh. Finally, kuttar 'physically strong', see 'nape of neck' 04.281.; 'Strong, hard, heavy, important', opposite of malisku- 'weak, light. 'Strong, hard, heavy, important', opposite of 'unimportant' 04.820: CHD. See also nakki- '(physically) heavy, powerful, honored' 15.810: CHD, HEG. Tarru- 'strong, mighty, wide', see tarra- 'be able'; tarhu-, tarhuilatar 'strong, successful, overcoming; strength, might', tarh- 'be mighty, win, overcome', see 'victory' 20.410, 'defeat' 20.420; innara-; innarawatar 'strong of purpose, willful, forceful, vigorous; strength, force, vigor' HEG, Puh. Finally, kuttar 'physically strong', see 'nape of neck' 04.281.; 'Strong, hard, heavy, important', opposite of malisku- 'weak, light. 'Strong, hard, heavy, important', opposite of 'unimportant' 04.820: CHD. See also nakki- '(physically) heavy, powerful, honored' 15.810: CHD, HEG. Tarru- 'strong, mighty, wide', see tarra- 'be able'; tarhu-, tarhuilatar 'strong, successful, overcoming; strength, might', tarh- 'be mighty, win, overcome', see 'victory' 20.410, 'defeat' 20.420; innara-; innarawatar 'strong of purpose, willful, forceful, vigorous; strength, force, vigor' HEG, Puh. Finally, kuttar 'physically strong', see 'nape of neck' 04.281.
4	820	weak	ammiyant-; malisku-; ila-	Puh; CHD; Puh. 'Small, weak, young, not grown'; see also 'small, little' 12.560; 'weak, light, unimportant' by contrast with dassu- 'strong, heavy, important' 04.810. First two forms are adj's, last is a noun.; Puh; CHD; Puh. 'Small, weak, young, not grown'; see also 'small, little' 12.560; 'weak, light, unimportant' by contrast with dassu- 'strong, heavy, important' 04.810. First two forms are adj's, last is a noun.; Puh; CHD; Puh. 'Small, weak, young, not grown'; see also 'small, little' 12.560; 'weak, light, unimportant' by contrast with dassu- 'strong, heavy, important' 04.810. First two forms are adj's, last is a noun.
4	830	well, health	assul; lazzaai-; hattul-; lazziya-; iyawa-	Respectively: noun; adj.; verb. HWW, Puh, CHD.'well being', see aassu 'good', assuli 'with health, well being; a greeting', see 16.710. Sumerogram SIG[five] = aassu- 'good, well', SIG[five]-at-ta = laazziatta 'gets well, recovers; is favorable (of omens)', iyawa- 'be healed, recover'. Hurrian keldi 'well being' = HTT assuli 'for well being' (dative-locative).; Respectively: noun; adj.; verb. HWW, Puh, CHD.'well being', see aassu 'good', assuli 'with health, well being; a greeting', see 16.710. Sumerogram SIG[five] = aassu- 'good, well', SIG[five]-at-ta = laazziatta 'gets well, recovers; is favorable (of omens)', iyawa- 'be healed, recover'. Hurrian keldi 'well being' = HTT assuli 'for well being' (dative-locative).; Respectively: noun; adj.; verb. HWW, Puh, CHD.'well being', see aassu 'good', assuli 'with health, well being; a greeting', see 16.710. Sumerogram SIG[five] = aassu- 'good, well', SIG[five]-at-ta = laazziatta 'gets well, recovers; is favorable (of omens)', iyawa- 'be healed, recover'. Hurrian keldi 'well being' = HTT assuli 'for well being' (dative-locative).; Respectively: noun; adj.; verb. HWW, Puh, CHD.'well being', see aassu 'good', assuli 'with health, well being; a greeting', see 16.710. Sumerogram SIG[five] = aassu- 'good, well', SIG[five]-at-ta = laazziatta 'gets well, recovers; is favorable (of omens)', iyawa- 'be healed, recover'. Hurrian keldi 'well being' = HTT assuli 'for well being' (dative-locative).; Respectively: noun; adj.; verb. HWW, Puh, CHD.'well being', see aassu 'good', assuli 'with health, well being; a greeting', see 16.710. Sumerogram SIG[five] = aassu- 'good, well', SIG[five]-at-ta = laazziatta 'gets well, recovers; is favorable (of omens)', iyawa- 'be healed, recover'. Hurrian keldi 'well being' = HTT assuli 'for well being' (dative-locative).
4	840	sick, sickness	irmala-; istark-; istarnink-; irman-	Respectively: adj., impers. verb, caus. verb, noun; see irmalilya-, istark(iya)- 'become sick'. irman-, arman-, inan- 'sickness', istarningai- 'ailment, affliction': Puh. Sumerogram GIG 'sick(ness)'.; Respectively: adj., impers. verb, caus. verb, noun; see irmalilya-, istark(iya)- 'become sick'. irman-, arman-, inan- 'sickness', istarningai- 'ailment, affliction': Puh. Sumerogram GIG 'sick(ness)'.; Respectively: adj., impers. verb, caus. verb, noun; see irmalilya-, istark(iya)- 'become sick'. irman-, arman-, inan- 'sickness', istarningai- 'ailment, affliction': Puh. Sumerogram GIG 'sick(ness)'.; Respectively: adj., impers. verb, caus. verb, noun; see irmalilya-, istark(iya)- 'become sick'. irman-, arman-, inan- 'sickness', istarningai- 'ailment, affliction': Puh. Sumerogram GIG 'sick(ness)'.
4	841	fever	lappiya-; tapassa-; tapissa-	CHD; see lap(nu)- 'glow; kindle a fire' 01.860. Also 'heat, fever': HEG. See 'hot, heat' 15.850.; CHD; see lap(nu)- 'glow; kindle a fire' 01.860. Also 'heat, fever': HEG. See 'hot, heat' 15.850.; CHD; see lap(nu)- 'glow; kindle a fire' 01.860. Also 'heat, fever': HEG. See 'hot, heat' 15.850.
4	853	swelling	putkiya-	Verb: 'swell' (of dough, a tumor, or a boil): CHD. See also 'rise' 10.210.
4	857	pus	manis	CHD. But Puh interprets this as 'bright (arterial) blood' 04.150.
4	860	cure, heal	lazziya-	Middle verb. Sumerogram with phonetic complement: SIG[five]-(ta)ri 'gets well'.
4	870	physician	apisi-	With Sumerographic determinative LÚ 'man'. Akkadogram LÚ/ ASHIPU 'exorcist', a profession imported from Mesopotamian Babylon with the term THeth 7.143-145. A separate profession, Sumerogram A.ZU 'physician', was the person consulted about bodily injury: THeth 7.137-142. This was preceded by a Sumerographic determinative, either LÚ 'man' or MUNUS 'woman' (older reading SAL). See also 'sorcerer' 22.430.
4	880	medicine, drug	wassi-; wassa-	'(Medical) ingredient': sg., neuter pl.: Prins 113-114.; '(Medical) ingredient': sg., neuter pl.: Prins 113-114.
4	890	poison	mantalli-	'Poisonous, venomous, rancorous? (modifying tongues)': CHD.
4	940	lame	ikniyant-	Puh.
4	970	blind	dasuwahh-	HEG. 'make blind'.
4	980	intoxicated	ninkanza	CHD. See 'drink' 05.130.
4	990	naked, bare	nekumant-	CHD. 'Naked, unclothed'; opposite of wassant- 'clothed' 06.110.
5	110	eat	ed-; karap-	HWW, Puh. Ablauting root ed-, ad-; karap- 'eat (of animals)'; see also ispai-, ispiya- 'be full, be filled', hassik- 'be satisfied, have enough (to eat)'.; HWW, Puh. Ablauting root ed-, ad-; karap- 'eat (of animals)'; see also ispai-, ispiya- 'be full, be filled', hassik- 'be satisfied, have enough (to eat)'.
5	120	food	etri-; tarnatt-	HWW, Puh. 'Food, fodder; meal, dish'; see ed-, ad- 'eat'; also 'food allocation, ration' (see tarna- 'a measure (of grain) 12.540'; 'allow, permit' 19.470. Sumerogram HA.LA = Akkadogram ZITTU = tarnatt- 'ration, portion'.; HWW, Puh. 'Food, fodder; meal, dish'; see ed-, ad- 'eat'; also 'food allocation, ration' (see tarna- 'a measure (of grain) 12.540'; 'allow, permit' 19.470. Sumerogram HA.LA = Akkadogram ZITTU = tarnatt- 'ration, portion'.
5	121	cooked	zanan-	HEG. Participle from zeya-, zanu- 'cook' v. (intransitive, transitive) 05.210.
5	122	raw	hues-; huis-	Puh. 'Alive, fresh, raw'; see also 'live' 04.740.; Puh. 'Alive, fresh, raw'; see also 'live' 04.740.
5	123	ripe	mayant-	HEG. 'Grown up, mature; youthful, vigorous', participle from mai-, miya- 'grow, reach ripeness, maturity' 12.530.
5	130	drink	eku-; hazzik-; sakruwai-; nik-	HWW, Puh. Ablauting root eku-, aku-; see Latin aqua 'water'; hazzik- 'drink enough, be satisfied', sakruwai- 'give to drink (horses)', nink-, nik- 'quench one's thirst, get drunk' 05.150, ninganu- 'drench (the ground), make it drink its fill', see 'water' 01.310. GI II 113.; HWW, Puh. Ablauting root eku-, aku-; see Latin aqua 'water'; hazzik- 'drink enough, be satisfied', sakruwai- 'give to drink (horses)', nink-, nik- 'quench one's thirst, get drunk' 05.150, ninganu- 'drench (the ground), make it drink its fill', see 'water' 01.310. GI II 113.; HWW, Puh. Ablauting root eku-, aku-; see Latin aqua 'water'; hazzik- 'drink enough, be satisfied', sakruwai- 'give to drink (horses)', nink-, nik- 'quench one's thirst, get drunk' 05.150, ninganu- 'drench (the ground), make it drink its fill', see 'water' 01.310. GI II 113.; HWW, Puh. Ablauting root eku-, aku-; see Latin aqua 'water'; hazzik- 'drink enough, be satisfied', sakruwai- 'give to drink (horses)', nink-, nik- 'quench one's thirst, get drunk' 05.150, ninganu- 'drench (the ground), make it drink its fill', see 'water' 01.310. GI II 113.
5	140	hunger	kast-; kistant-	HEG. Respectively: 'hunger, famine; hungry'.; HEG. Respectively: 'hunger, famine; hungry'.
5	141	famine	kast-	'Hunger, famine'. See previous entry.
5	160	suck	*titiya-	HEG. See tetant- 'sucking'.
5	181	swallow	pas-	CHD, Puh; see also pappassala/i- 'esophagus' 04.290.
5	210	cook	zanu-	Trans. verb; see also zeya- 'cook' (intransitive: middle voice inflection); also 'cooked' 05.121; 'cook, boil, melt (down), dissolve' 05.220. Ali. HTT 129.
5	220	boil (vb)	marra-; marri-	CHD. 'Cook, boil, melt (down), dissolve'; see also 'cook' 05.210.; CHD. 'Cook, boil, melt (down), dissolve'; see also 'cook' 05.210.
5	240	bake	zanu-	'Cook, bake'; see also 05.210. Ali. HTT 131.
5	250	oven	happena-; isliman-	Puh. Respectively: 'baking kiln, fire-pit, broiler (oven); bake oven' (for bread) = Sumerogram UDUN: Ali. HTT 138.; Puh. Respectively: 'baking kiln, fire-pit, broiler (oven); bake oven' (for bread) = Sumerogram UDUN: Ali. HTT 138.
5	350	cup, drinking vessel	kappi-; palha-; aganni-	With Sumerographic determinative DUG 'jug', DUG/ kappi- refers to a vessel and to a measure: StBoT 29; see 'measure' 12.540, 'count' 13.107. Palha 'cups', neuter from palhi- 'wide' Prins 109-110; Hurrian aganni-.; With Sumerographic determinative DUG 'jug', DUG/ kappi- refers to a vessel and to a measure: StBoT 29; see 'measure' 12.540, 'count' 13.107. Palha 'cups', neuter from palhi- 'wide' Prins 109-110; Hurrian aganni-.; With Sumerographic determinative DUG 'jug', DUG/ kappi- refers to a vessel and to a measure: StBoT 29; see 'measure' 12.540, 'count' 13.107. Palha 'cups', neuter from palhi- 'wide' Prins 109-110; Hurrian aganni-.
5	460	peel	hurpasta-	Means 'leaf, peel, skin' Puh. See also 'leaf' 08.560.
5	470	sieve, strain	pattar	CHD. With Sumerographic determinative GI 'reed'; also '(wicker) basket' 09.760.
5	480	scrape	arrira-	Puh. 'Scrape, scrape off'.
5	490	stir, mix	immiya-	Puh; see also taks- 'join, unite': 12.220.
5	510	bread	harsa	'Thick-bread(s)', neuter from adj. harsi- 'thick' 12.630: Prins 110-111. Sumerogram NINDA 'bread'. Many kinds with Hittite names: Ali. HTT 149-204.
5	530	dough	isna-; sarli-; taluppi-	Sumerographic determinative NINDA 'bread'. CHD: NINDA/purpura- 'ball of dough'; see purpura- 'lump, small ball', see 'sphere, ball' 12.830.; Sumerographic determinative NINDA 'bread'. CHD: NINDA/purpura- 'ball of dough'; see purpura- 'lump, small ball', see 'sphere, ball' 12.830.; Sumerographic determinative NINDA 'bread'. CHD: NINDA/purpura- 'ball of dough'; see purpura- 'lump, small ball', see 'sphere, ball' 12.830.
5	540	knead	istalk-	See also 'mix' 05.490 Ali. HTT 145, 136. Perhaps basic meaning '(make) level, flatten' .
5	550	meal, flour	memal	CHD. 'Coarsely ground meal'.
5	560	crush, grind	puwai-; mallai-; malliyai-; pakkuss-	CHD. 'Pound, grind'; 'mill, grind'; 'pound, crack, crush, grind'. See also 'destroy' 11.270. Also harra-, marra- 'grind fine', walhana- from walh- 'strike' Ali. HTT 143.; CHD. 'Pound, grind'; 'mill, grind'; 'pound, crack, crush, grind'. See also 'destroy' 11.270. Also harra-, marra- 'grind fine', walhana- from walh- 'strike' Ali. HTT 143.; CHD. 'Pound, grind'; 'mill, grind'; 'pound, crack, crush, grind'. See also 'destroy' 11.270. Also harra-, marra- 'grind fine', walhana- from walh- 'strike' Ali. HTT 143.; CHD. 'Pound, grind'; 'mill, grind'; 'pound, crack, crush, grind'. See also 'destroy' 11.270. Also harra-, marra- 'grind fine', walhana- from walh- 'strike' Ali. HTT 143.
5	570	mill	hararazi-	Sumerogram NA4/ARÀ. Ali. HTT 132, 134. See also malla- 'mill' (verb) 05.560.
5	580	mortar (2)	salwina-	HW.
5	610	meat	suppa-	'Meat' as offering dedicated to the gods, a grammatical neuter from the adjective suppi- 'pure': Prins 111-112. See 'holy' 22.190.
5	640	soup, broth	hapazil-; ummaru	Respectively: 'soup, stew': Puh; 'kind of soup', Sumerogram TU[seven] 'stew, porridge, soup': Ali. HTT 102-103.; Respectively: 'soup, stew': Puh; 'kind of soup', Sumerogram TU[seven] 'stew, porridge, soup': Ali. HTT 102-103.
5	750	fig	hassikka-	? - Ali HTT 127; Sumerogram GISH/ MA 'fig'; Puh rejects precise identification of the Hittite word for this tree and its fruit.
5	760	grape	muri-; muriyan-	CHD. 'Cluster of grapes': Sumerogram GESHTIN. GESHTIN. HAD.DU.A 'raisins', literally 'dried cluster of grapes'. See 'grapevine branch': with Sumerographic determinative GISH 'wood': GISH/mahla-, see 'wine' 05.920, 'branch' 08.550.; CHD. 'Cluster of grapes': Sumerogram GESHTIN. GESHTIN. HAD.DU.A 'raisins', literally 'dried cluster of grapes'. See 'grapevine branch': with Sumerographic determinative GISH 'wood': GISH/mahla-, see 'wine' 05.920, 'branch' 08.550.
5	810	salt	puti-	? - CHD. Means 'lump (of salt)' with determinative MUN: MUN/-. Sumerogram MUN 'salt'.
5	840	honey	milit-	CHD. Also means 'sweet' 15.350.
5	920	wine	wiyana-	Sumerogram GISH/GESHTIN 'wine; grape (cluster); grapevine', see 'grape' 05.760, 'vine' 08.670, 'branch' 08.550.
5	930	beer	sessar	Ali HTT. Sumerogram KASH. See also marnuwa(nt)- 'kind of beer': CHD.
6	110	put on (clothes)	was-; wes-	HW. 'Wear clothes; dress, put on clothes' (intransitive middle forms without -ri: Yosida 1990:65); wassant- 'clothed, covered' opposite of nekumant- 'naked' 04.990.; HW. 'Wear clothes; dress, put on clothes' (intransitive middle forms without -ri: Yosida 1990:65); wassant- 'clothed, covered' opposite of nekumant- 'naked' 04.990.
6	120	clothing, clothes	wasapa-	Respectively: 'cloth, clothes': Prins 104-105. Sumerogram TÚG. See also 'wear' 06.110; 'cloth' 06.210, 'cloak' 06.410.
6	210	cloth	wasapa-	Means 'cloth' and 'clothes'; see 06.120.
6	220	wool	hulana-; huliya-	Sumerogram SÍG 'wool' = hulana-, huliya-; see hul(a)- 'wind, twist' 10.170; see also 'spindle, distaff' 06.320.; Sumerogram SÍG 'wool' = hulana-, huliya-; see hul(a)- 'wind, twist' 10.170; see also 'spindle, distaff' 06.320.
6	310	spin	malk-	CHD. See also appa parza malk- 'unravel'. Weeks 102-103 gives forms based on IE etymological comparison, not Hittite textual attestation. See also 'weave' 09.750, 'wool' 06.220.
6	320	spindle	huesa-; panzakitti-	Sumerogram (with determinative for 'wood') GISH/BAL = GISH/huesa-, husa- 'spindle'; see HZL 90 nr. 4; along with a distaff (GISH/ hulali-, see 'wool' 06.220, 'wind, twist' 10.170) and comb (Sumerogram with determinative: GISH/ GA.ZUM), describes feminine attire: Puh 341-343. 'Spindle whorl': CHD.; Sumerogram (with determinative for 'wood') GISH/BAL = GISH/huesa-, husa- 'spindle'; see HZL 90 nr. 4; along with a distaff (GISH/ hulali-, see 'wool' 06.220, 'wind, twist' 10.170) and comb (Sumerogram with determinative: GISH/ GA.ZUM), describes feminine attire: Puh 341-343. 'Spindle whorl': CHD.
6	380	thread	kapina-; maista-; hanzana-	With Sumerographic determinative SÍG 'wool': SÍG/ maista- 'fiber, flock, strand of wool': CHD; 'strand, thread, yarn, web' Puh.; With Sumerographic determinative SÍG 'wool': SÍG/ maista- 'fiber, flock, strand of wool': CHD; 'strand, thread, yarn, web' Puh.; With Sumerographic determinative SÍG 'wool': SÍG/ maista- 'fiber, flock, strand of wool': CHD; 'strand, thread, yarn, web' Puh.
6	410	cloak	sarriwaspa-; seknu-	With Sumerographic determinative TÚG 'cloth': TÚG/ sariyant-: THeth 10; TÚG/ seknu-: StoBT 27.; With Sumerographic determinative TÚG 'cloth': TÚG/ sariyant-: THeth 10; TÚG/ seknu-: StoBT 27.
6	570	belt, girdle	ishuzi-	Puh: 'band, belt, girdle'. Sumerogram TÚG/E.IB. See 'bind' 09.160.
6	710	ornament, adornment	unuwasha-; aniyatt-	HW. See also unuwai- 'adorn, decorate'. Second: 'apparel, regalia'. HWW, Puh; Prins 66-70.; HW. See also unuwai- 'adorn, decorate'. Second: 'apparel, regalia'. HWW, Puh; Prins 66-70.
6	730	ring (for finger)	asusa-	'Ring', but not confined to finger rings: Puh.
6	740	bracelet	issaralladdara-	'Bracelet, armring': THeth 10.
6	750	necklace	huwahhurtalla-; mannini-; pennati-	THeth 10; CHD.; THeth 10; CHD.; THeth 10; CHD.
6	770	earring	istamahura-; tummant-; hazzizzi-	Puh. See istamana- 'ear' 04.220, istamas- 'hear' 15.410; also Luwian 'ear'; Hurrian 'ear, wit(s), wisdom'.; Puh. See istamana- 'ear' 04.220, istamas- 'hear' 15.410; also Luwian 'ear'; Hurrian 'ear, wit(s), wisdom'.; Puh. See istamana- 'ear' 04.220, istamas- 'hear' 15.410; also Luwian 'ear'; Hurrian 'ear, wit(s), wisdom'.
6	780	headband, headdress	ishiyal-	HWW: 'bond, (head) band, belt', see 'bind' 09.160. See also with Sumerographic determinative SÍG 'wool': SÍG/asara- '(wide) band (of wool); band, ribbon'.
6	921	braid	tarup-	HEG: 'twist together, braid'; also 'collect, gather' 12.210.
7	120	house	pir; parn-; purulli-	CHD, HEG. Ablauting root pir, parn- = Sumerogram É. CHD: Hurrian loan is the name for a festival and the word for 'house, temple'.; CHD, HEG. Ablauting root pir, parn- = Sumerogram É. CHD: Hurrian loan is the name for a festival and the word for 'house, temple'.; CHD, HEG. Ablauting root pir, parn- = Sumerogram É. CHD: Hurrian loan is the name for a festival and the word for 'house, temple'.
7	150	yard, court	hila-	Puh. '(Court)yard'; also '(lunar or solar) halo'.
7	210	room	antaka-	Puh. 'Chamber'.
7	220	door, gate	arasa-; lustani-	Sumerogram with Sumerographic determinative GISH 'wood': GISH/ arasa- 'door' Puh; GISH/ lustani- 'side door?, postern?': CHD. See hilammar, aska- 'outside gates' (not 'doors'), see 'yard, court' 07.150.; Sumerogram with Sumerographic determinative GISH 'wood': GISH/ arasa- 'door' Puh; GISH/ lustani- 'side door?, postern?': CHD. See hilammar, aska- 'outside gates' (not 'doors'), see 'yard, court' 07.150.
7	230	lock (noun)	hattalu-	PUh. 'bolt, lock'. With Sumerographic determinative GISH: GISH/ hattalu-. See also hatk- 'shut, close' 12.250.
7	250	window	luttai-	CHD. With Sumerographic determinative GISH: GISH/luttai-.
7	270	wall	kutt-	HEG.
7	310	fireplace	hassa-	Puh. Properly 'hearth'. GI II 116.
7	370	ladder	ila-	Puh. 'stair(case), step(ladder)'.
7	420	bed	sasta-; nathi-	HEG. See also ses- 'sleep'; with Sumerographic determinative GISH 'wood': GISH/ nathi(t)- 'bed, couch': CHD.; HEG. See also ses- 'sleep'; with Sumerographic determinative GISH 'wood': GISH/ nathi(t)- 'bed, couch': CHD.
7	430	chair	halmasuitt-	Means 'throne', 'king's chair' Puh.
7	510	roof	suhha-	HW.
7	550	beam	innassa-	With Sumerographic determinative GISH/ innassa-: a thing hoisted up to the top in constructing a building: Ünal 1988:1482.
7	560	post, pole	sarhuli-	With Sumerographic determinative GISH/ sarhuili- 'pillar, colum' (holding up a building): Ünal 1988:1479-1482.
7	620	brick	salwina-	Means 'adobe brick' THeth 12; 'adobe' 07.640.
7	630	mortar	purut-	See 'mud, plaster' 01.214; also hanes- 'plaster' (verb): Puh; see 'adobe' 07.640.
7	640	adobe	salwina-	Means 'adobe brick', see 'brick' 07.620; also hanissuwar 'stucco' THeth 12:7-16.
8	120	field (for cultivation)	arziya-; alalessar	HWW, Puh. Respectively: 'cultivated land, agricultural resource, grainery (fig.)'; 'agricultural field, meadow'. See also gim(ma)ra- 'field, plain' 01.230, wellu- 'pasture' 03.160. With preceding Sumerogram, A.SHÀ 'field'/ kuer- 'field', indicating an allotment of land from kuer- 'cut' HEG 468, Weeks 10. See also 'dry land' 01.260. A.SHÀ/ terippi- 'plowed land': HEG 329-334; see 08.210. Land measurements: gipessar and IKU.; HWW, Puh. Respectively: 'cultivated land, agricultural resource, grainery (fig.)'; 'agricultural field, meadow'. See also gim(ma)ra- 'field, plain' 01.230, wellu- 'pasture' 03.160. With preceding Sumerogram, A.SHÀ 'field'/ kuer- 'field', indicating an allotment of land from kuer- 'cut' HEG 468, Weeks 10. See also 'dry land' 01.260. A.SHÀ/ terippi- 'plowed land': HEG 329-334; see 08.210. Land measurements: gipessar and IKU.
8	150	cultivate, till	arsai-	Puh. 'plant, cultivate, nurture'.
8	170	ditch	amiyara-	HWW, Puh. 'ditch, canal, channel', Sumerogram PA[five]. See also 'hole' 12.850.
