12-140	lie down	verb	*kˆei-|*legh-						lien	licgan		ligen	liegen	liggen	lejgn zix	liggja	ligga	ligge	iacēre|cubāre	acostarse|echarse	se coucher	sdraiarsi	deitar-se	keimai	ksa'plono	gorwedd	laigim	luí	ležati	leč ́|ložit ́sja	šī-
12-150	stand	verb	*(s)teh₂-|*stembh-|*wredh-						stonden	standan		stān	stehen	staan	šteln zix	standa	stå	stå	stāre	poner de pie	se tenir debout	stare in piedi	estar em pé|ficar em pé	histamai	stekome 'orθios	sefyll	duairsiur	seas	stojati	stojat	sthā-
12-160	remain|stay	verb	*men-						abiden|biden|remainen|waiten	belīfan|wunian		blīben|bīten	bleiben|warten	blijven|wachten	blajbn	dveljask|bīða	för-bliva|stanna|stanna kvar|vänta	blive	manēre	quedar|permanecer	rester|demeurer|attendre	rimanere|restare	ficar	menō	meno|peri'meno	aros	anaim|mairim	fan|fuirigh	prěbyti|ostati	ostat ́sja	sthā-
12-170	remains|left overs	noun	*(h₁eti)loikʷos						leving-e|remenaunt	lāf|ōθer		überschuz	Rest|Reste	overblijfsels|restjes	iberblajbs	lifa|lifna	bli övrig|bli kvar|vara kvar	rester	reliquī|remanēre|restāre	sobras	reste	avanzi	restos	leipsanon|'leimma	i'polipo|pe'risevma|i'polima	gweddillion	do-fuarat|fedligedar	fuílleach	ostati	ostatki	šeṣa-|šiṣṭha-
12-20	beside	adposition							biside-s	be healfe|wiθ		neben	neben	naast	lebn		bred-vid|vid sidan av|in-till	ved siden af	juxtā	al lado de	à côté de	accanto	ao lado de	pa'ra|eŋ'gus	ðipla|'plai	yn ymyl|wrth ochr|ger|wrth|ar bwys		in aice|le hais|taobh le|in aice le		rjadom	pāršve
12-210	collect|gather	verb	*kr(e)u-bh-|*legˆ-		*ger-|*h₂merg-				gaderen|samnen	gaderian|samnian|lesan		samenen|lesen	sammeln	verzamelen	klajbn	samna|lesa	samla	samle	colligere	recoger|reunir	recueillir|rassembler	raccogliere	colecionar|reunir	sul'legō|su'nagō	ma'zevo|sige'drono	casglu|cynnull	tinōlaim|tecmallaim	bailigh|cruinnigh	sŭbĭrati	sobirat	ci-
12-212	pick up	verb							piken up	gaderian		ūfsamenen|ūflesen	aufheben|abholen	oppakken	uflkajbn|ufhejbn		plocka|plocka up	samle op	colligere	recoger	ramasser	raccogliere	captar	sumpʰo'reō|sum'pʰerō	ma'zevo	codi|casglu		tóg		podnjat ́|podobrat	ci-|un-nam-
12-213	pile up	verb	*kʷei-						pilen	hēapian|hladan		hūfen|houfen	aufhäufen|auftürmen	opstapelen	onklajbn		stapla|trava|lägga i hög|samla|lägga på	hobe op	struere	amontonar	entasser	ammucchiare	empilhar	sō'reuō|a'tʰroizō	sti'vazo	pentyrru|cruglwytho		carnadh|cruachadh		nakopit ́i	ci-
12-220	join|unite	verb	*ghedh-|*h₂ep-|*yeu-|*yeug-						joinen|feien|uniten	fēgan|gesamnian|θēodan		vüegen|verbinden|vereinigen	verbinden|fügen|vereinigen	voegen|verenigen|verbinden	farejnikn	samtengja|samlaga	för-binda|för-ena|foga|samman-foga	forbinde|forene	iungere	juntar|unir	unir	giungere|unire	juntar|unir	zeugnūmi|su'naptō	e'nono|sin'ðeo	cysylltu|cydio|uno|cyfuno	adcomla	ceangail|nasc	sŭčetati	soedinit ́|sovokupit	yuj-
12-230	separate	verb	*widh-			*h₁er(h₁)-			sheden|separaten|shillen	scēadan|āsyndrian|tōscylian|twǣman		trennen|scheiden	scheiden|trennen	scheiden	optejln	skilja	skilja	skille|ad-skille	sēparāre|dīvidere|sēiungere	separar|apartar	séparer	separare	separar	kʰō'rizō|'skʰizō	xo'rizo	gwahanu	scaraim	scair	ląčiti	otdelit ́|razlučit	vi-yuj-
12-232	divide	verb	*bhag-|*dehₐ(i)-|*lenk-						dividen	dǣlan		scheiden|teilen	teilen|trennen	verdelen	tejln		dela|dela på	dele	partīre	dividir	diviser	dividere	dividir	diai'reō|dialam'banō	ðie'ro	rhannu|gwahanu		roinn		delit ́|razdelit	vi-bhaj-|bhid-
12-240	open	verb	*reu(hₓ)-						openen	openian|ontȳnan		offenen|entlouchen|entlūchen	öffnen|aufmachen	openen	efenen	opna|lūka up	öppna	åbne|lukke op	aperīre	abrir	ouvrir	aprire	abrir|aberto	a'noigō|a'noignūmi|'oigō|'oignūmi	a'niɣo	agor	asoilci|oslaicim	oscail|foscail	otŭvrěsti|otvoriti	otkryt ́|otvorit	apa-vṛ|vi-vṛ-
12-250	shut|close	verb							shitten|closen	beclȳsan|dyttan|lūcan|tȳnan		sliezen|louchen|lūchen	schließen|zumachen	sluiten|dichtmaken	far'maxn|cumaxn	lūka|lykja	stänga	lukke|til-lukke	claudere|operīre	cerrar	fermer	chiudere	fechar	kleiō	klino	cau	iadaim|dūnaim	dún|druid	zatvoriti|zaklenąti|vrěti|ključiti	zakryt ́|zatvorit	pi-dhā-
12-260	cover	verb	*h₁eu-|*h₁rebh-|*kˆem-|*(s)keu(hₓ)-|*wer-		*(s)teg-|*kˆel-	*dhwenh₂-			coveren	wrēon|behwylfan|betēon|bewegan|θeccan		decken|hüllen	bedecken	bedekken	far'dekn|cudekn	θekja|hylja	täcke|täcka	dække	tegere|operīre	cubrir	couvrir	coprire	cobrir	ka'luptō|ske'pazō|ske'paō|'stegō	ka'lipto|ske'pazo	gorchuddio	tuigiur|fortugim	clúdaigh	pokryti	kryt	vṛ-|chad-|sthag-
12-270	hide|conceal	verb	*gheigˆh-|*gheugˆh-|*kˆeudh-						hiden|helen	hȳdan|helian|dīeglian|diernan		bergen|verheln	verbergen|verstecken	verstoppen|verbergen|versteken	ba'haltn	leyna|fela|hylja	gömma|dölja	skjule|gemme	abdere|abscondere	esconder	cacher|dissimuler	nascondere	esconder	kruptō	krivo	cuddio|celu	celim|fullugaimm	folaigh|cur i bhfolach	sŭkryti	skryt ́|prjatat	guh-|gūhati
12-30	down|below	adposition	*kathₐe						doun|bilooghe	dūne|niθer|neoθan		under	unter	beneden|onder	a'rop|untn		nedan-för|under	nede	infrā	abajo|bajo|debajo	en bas|sous	giù|di sotto	debaixo|abaixo	katō|hu'po	kato|e'ki 'kato|e'ki 'pera	i lawr|islaw		síos|thíos		vniz|vnizu|pod	adhas|adhastāt|avareṇa
12-310	high	adjective	*bhergˆh-|*bhr̥gˆhu ́s  *bhr̥gˆhe ́nt-|*h₂erdus|*worhₓdhus						heigh	hēah		hōch	hoch	hoog	hojx	hār	hög	høj	altus|celsus	alto|elevado	haut	alto	alto|elevado	hupsē'los	psi'los	uchel	ard|uasal	ard	vysokŭ	vysokij	ucca-|unnata-
12-320	low	adjective	*n̥dhe ́s~*n̥dhero-						loue	niθerlīc|unhēah		nider	niedrig	laag	niderik	lāgr	låg	lav	humilis	bajo	bas	basso	baixo	kʰtʰama'los|kʰamē'los	xami'los	isel	īsel	íseal	nizŭkŭ	nizkij	nīca-
12-330	top	adjective							top	brerd|cnæpp		spitze|gupf	Spitze|Gipfel|das Obere	spits|top	ejberšte|špic	toppr	topp|spets|överst	top|spids	summus|cacūmen|columen	cima	haut|sommet	cima	cume|topo	akros|'akron|koru'pʰē	kori'fi	brig	mullach|barr	barr	vrŭchŭ	verx|verxuška	agra-|šikhara-|šṛn̄ga-
12-340	bottom	adjective	*bhudhno ́-						botme|ground	botm|grund		bodem|grunt	Boden	bodem	unteršte|dno	botn|grunnr	botten	bund	fundus	fondo	fond	fondo	fundo	pu'tʰmēn	vaθos	gwaelod|bôn	bun	bun	dŭno	dno	budhna-
12-350	end	noun	*termn-						ende	ende|ōwisc		ende	Ende	einde	sof	endi	ända|ände	ende	extrēmus|extrēmum	final|extremo	bout|extrémité	fine|fondo	extremidade|fim|ponta	akros|'akron|'akrā|'peras	akri|'akro|'terma	pen	cenn	deireadh	konĭcĭ	konec	anta-|prānta-
12-352	pointed	noun	*bharko-						pointed	scearp		spitze	Spitze	spits|puntig	špicik	oddr	spetsig	spids	cuspis|mucrō	puntiagudo	pointu	appuntito	afiado|agudo	o'ksus|aki'dōdēs|akidō'tos	mite'ros	pwyntiedig|blaenllym	rind	biorach|gobach		ostrokonečnyj	tīkṣṇāgra-
12-353	edge	noun							eǧǧe	ecg|rand		scherfe|snīde|ecke	Kante|Rand	scherpte|kant|rand	breg|ek	egg|rond	egg|kant|rand	kant|rand	aciēs|ōra|margō	borde|orilla|margen	bord|orée	margine	beira|borda	a'kmē|'kraspedon|'kʰeilos	akri|'kopsi	ymyl|min|awch|ochr	faebar|brū|brūach|cimas|ochar|bil	faobhar|béal|bruach|corr|cúinne|droim|imeall|ciumhais|eochair	ostrĭje|krajĭ|vŭskrilĭje	ostrië|kraj	ašri-|dhārā-|prānta-
12-360	side	noun	*pokso ́s		*teigʷ-				side	sīde		sīte	Seite	zijde|kant	zajt	sīða	sida	side	latus|costa	lado|costado	côté	lato	lado	pleu'rai	ple'vra	ochr|ystlys|tu	tōib|sliss|leth	taobh|slios|leath	rebra|strana	storona|bok	pāršva-|pakṣa-|ardha-
12-370	middle|center	noun	*(s)me						middel|mid	middel|midlen		mitte|mittel	mittler|Mitte|Zentrum	middelste|midden-	mit|center	miðr|mið-	mellerst|medel-|mellan-	midterst|mellemst|midte	medius	medio|centro	milieu|centre	mezzo|centro	meio|centro	mesos	mesi|'kedro	canol|perfedd	mid-|medōnach	meán|lár	srěda	seredina	madhya-
12-40	before	adposition	*pr̥hₐe ́h₁|*pr̥hₐe ́						bifore-n	beforān|for|ǣr		vor|vür	vor	voor	far		fram-för|in-för|före	før	prae	delante|antes de	avant|devant	davanti a|prima di	antes|perante	pro|'proteron|'prostʰen	prin	o flaen		roimh		do|pered|ran ́še	agre|agra-tas
12-41	front	noun	*h₂enti|*pr̥hₐe ́h₁|*pr̥hₐe ́i|*pro ́ti-h3(o ̄)k w-(o/e)hₐ-						in the frount	foreweard		der vordere teil	vor	voor	fornt		fram-sida|främre del	for	prae	delantero|delante	devant	davanti	frente	prostʰen|'emprostʰen	bro'sta	blaen		ar aghaidh|os comhair|ar bhéal|roimh		vperedi	agre
12-410	right	adjective	*de ́kˆsinos|*h3regˆtos						right|swither-e	swīθra		zese|reht	recht	rechter	rexts	hœgri	höger	højre	dexter	derecha	droite	destra	direita	deksi'os	ðeksi'a	de|dehau	dess	deas	desnŭ	pravyj	dakṣiṇa-
12-420	left	adjective	*laiwo ́s|*seuyo ́s		*skaiwo ́s				lift	winstra		winster|lerz|linc	link	linker	links	vinstri	vänster	venstre	sinister|laevus|scaevus	izquierda	gauche	sinistra	esquerda	ariste'ros|eu'ōnumos|skai'os|lai'os	ariste'ri	chwith|aswy	clē|tūath	clé|tuath	šujĭ|lěvŭ	levyj	savya-|vāma-
12-430	near	adjective	*h₁epi  *h₁opi						neigh|ner-re	nēah|gehende		nāhe|nā	nah|nahe	nabij|dichtbij	noent	nœri	nära	nær	prope|juxtā	cerca|próximo	près	vicino	perto|próximo	eŋ'gus|plē'sion|'pelas	ko'da	yn agos|nid nepell|gerllaw	i n-ocus	in aice|cóngarach|i ngar|i ndeas|i ngaobhar|fogas do|i bhfogas	blizĭ|blizŭ	blizko	samīpam|antikam|nikaṭam
12-440	far	adjective	*witeros						fer	feorr|fyrlen|lange|unnēah		ver	fern|weit	ver	vajt	fjarri|langt	långt borta|fjärran	langt|fjernt	procul|longē	lejos	loin	lontano	longe	ma'krān|'porrō|'tēle|tē'lū	makri'a	ymhell|yn bell	in chēin	i bhfad|fada	daleče	daleko	dūram|dūre
12-450	east	adjective	*hₐeust(e)ro-						est	ēast		ōsten	Osten	oosten	mizrex	austr	öster|öst	øst	oriēns	este|levante	est|orient	est	leste|este	anato'lē|ē'ōs|'heōs	anato'li	dwyrain	airther	oirthear|thoir|soir|anoir	vŭstokŭ	vostok	prāɲc-|pūrvā-|pūrva-diš-|prācī-|prācya-
12-460	west	adjective							west	west		west	Westen	westen	majrev	vestr	väster|väst	vest	occidēns|occāsus	oeste|poniente	ouest|occident	ovest	oeste	he'sperā|du'smai|'dusis	ðisi	gorllewin	īarthar	íarthar|thiar|siar|aniar	zapadŭ	zapad	pratīcī-|pašcimā-
12-470	north	adjective							north	norθ		nort|norden	Norden	noorden	cofn	norðr	nord|norr	nord	septentriō	norte	nord	nord	norte	bo'reās|bor'ras	vo'ras	gogledd	tūascert	tuaisceart|thuaidh|ó thuaidh|aduaidh	sěverŭ	sever	uttarā-|udīcī-
12-480	south	adjective							south	sūθ		sūden|sunden	Süden	zuiden	dorem	suðr	söder	syd	merīdiēs|auster	sur	sud	sud	sul	notos|mesēm'bria	notos	de|dehau	descert	deisceart|ó dheas|aneas|laisteas	jugŭ	jug	dakṣiṇā-
12-50	inside|in	adposition	*h₁e ́ndo|*h₁en(i)|*h₁ente ́r						in	innan|in		inne	innen|in	binnen|in	ineveynik|in		in|in-åt|inne i|in-om|innan-för	inde	intrā	adentro|dentro	dans|dedans	dentro|in	dentro	en'tos|'esō|'eisō	mesa|'se	y tu mewn|mewn|yn		isteach|istoigh		vnutri|v	antarā|madhye
12-530	grow	verb	*bheu(hₓ)-|*gˆerhₐ-|*h₁leudh-|*hₐeug-|*hₐwokse ́y(e/o)-|*kˆer-|*meh₁(i)-|*wredh-						waxen|grouen	weaxan|grōwan		wahsen	wachsen	groeien|wassen	vaksn	vaxa	växa	vokse	crēscere|augēscere	crecer	grandir|croître|pousser	crescere	crescer	au'ksanomai	meɣa'lono|ana'ptisome	tyfu	āsaim|forbiur	fás	rasti	rasti	vṛdh-|rudh-
12-540	measure	verb	*deikˆ-|*med-|*me ́h₁tis						meten|mesuren	metan		mezzen	messen	meten	mestn	mœ̄la	mäta	måle	mētīrī	medir	mesurer	misurare	medir	me'treō	me'trao	mesur	domidiur	tomhais	měriti	merit	mā-
12-541	span|fathom	noun							spanne	handbred|spann|fæθm		spanne|klāfter	überspannen|abmessen	span|peilen	klafter		spann|spänna	favn	ulna	braza	brasse	spanna|braccio	palmo|braça		or'ɣia	lled|rhychwant|gwryd		feáigh|tomhais		pjad ́|sažen	
12-550	large|big	adjective	*megˆhₐ-		*meh₁ ro-~*moh₁ro-				muchel|gret|big	micel|grēat		grōz|michel	groß	groot	grojs	stōrr|mikill	stor	stor	magnus|grandis	grande	grand|gros	grande|grosso	grande	megas	me'ɣalos|psi'los|xo'dros	mawr	mār|bras|oll	mór	velijĭ|velikŭ	bol ́šoj	mahant-|mahā-|vṛhan-
12-560	small|little	adjective			*pau-				litel|smal	lȳtel|smæl		lützel|smal|smæhe|klein	klein	klein	klejn	lītill|smār|smalr	liten|små	lille|små	parvus	chico|pequeño	petit	piccolo	pequeno	mī'kros|o'ligos	mi'kros|ko'dos	bach|bychan	becc	beag	malŭ|chudŭ	malen ́kij	alpa-|kṣudra-
12-570	long	adjective	*dl̥h₁ gho ́s|*dlonghos|*duhₐros|*mak-|*te ́nus	*seh₁ros	*makro ́s				long	lang		lanc	lang	lang	lang	langr	lång	lang	longus	largo	long	lungo	comprido	ma'kros|doli'kʰos	ma'kris	hir|maith	cīan|long|fota	fada	dlŭgŭ	dolgij|dlinnyj	dīrgha-
12-580	tall	adjective							tal	lang		grōz|lanc	groß	lang|hoog	hojx		lång	stor|høj	celsus|altus|grandis	alto	grand	alto	alto	hupsē'los|ma'kros|eu'mēkēs	psi'los	tal		ard		vysokij	ucca-|mahā-
12-590	short	adjective	*mr̥gˆhus						short	sceort|scamm		kurz	kurz	kort	kurc	skammr	kort	kort	brevis	corto	court	corto	curto	bra'kʰus	ko'dos	byr	gerr|cumbair|berr	gearr|gairid	kratŭkŭ	korotkij	hrasva-
12-60	outside	adjective							out-e	ūt|būtan		ūzen	außen	buiten	mi'xuc|in drojsn		utan-för|utan-på|ute	ude	extrā	afuera|fuera|exterior	dehors	fuori	fora	e'ktos|'eksō	ekso	y tu allan		amach|amuigh		vne|na dvore	bahis
12-610	wide|broad	adjective	*plet-|*pl̥th₂u ́-|*we ́rhₓus						brod|wid-e	brād|sīd|wīd		breit|wīt	breit	breed|wijd	brejt	breiðr|vīðr	bred|vid	bred|vid	lātus	ancho|amplio	large	largo	largo	pla'tus|eu'rus	far'ðis|pla'tis	llydan|eang	lethan|fairsiung	leathan	širokŭ	širokij	pṛthu-|uru-|višāla-
12-620	narrow	adjective	*hₐengˆhus		*sten-				narw-e|streit|smal	nearu|enge|unbrād		enge|smal	schmal|eng	nauw|smal|eng	eng	θrongr|ongr	smal|trång	snæver|smal	angustus	angosto|estrecho	étroit	stretto	estreito	ste'nos	ste'nos	cul|cyfyng	cōil|cumung	cúng|caol	ązŭkŭ|těsnŭ	uzkij|tesnyj	aṃhu-|avistīrṇa-
12-630	thick	adjective	*bhe ́ngˆhus|*dheb-|*gʷhono ́s|*tegus|*tenk-	*gʷretsos					thik-ke	brad|θicce		dicke	dick	dik	grob	θykkr	tjock	tyk	crassus	grueso	épais	grosso|spesso	grosso	pa'kʰus	pa'xis	tew|trwchus	tiug|remor	tiubh|ramhar	debelŭ	tolstyj	sthūla-|bahula-
12-650	thin	adjective	*kr̥kˆo ́s|*mak-|*menus/menwos|*te ́nus		*makro ́s|*skidro ́s				thin-ne	θynne		dünne	dünn	dun	din	θunnr	tunn	tynd	tenuis	delgado	mince	sottile	fino|delgado	le'ptos	le'ptos|a'ðinatos	tenau	tana|sēim	tanaí|caol	tĭnŭkŭ	tonkij	tanu-
12-670	deep	adjective	*dheub-						dep	dēop|hēah		tief	tief	diep	tif	djūpr	djup	dyb	altus|profundus	profundo|hondo	profond	profondo	fundo	ba'tʰus	va'θis	dwfn	domain|fudumain	domhain	gląbokŭ	glubokij	gambhīra-|gabhīra-|gahana-
12-680	shallow	adjective							shold-e|shalou-e	sceald|undēop		sīhte	seicht|nicht tief|flach	ondiep	plačik|plitke	grunnr	grund	grund	nōn altus|brevis	bajo|poco profundo	peu profond	poco profondo	raso|baixo	aba'tʰēs	a'navaθos|ri'xos	bas	ēdomain	tanaí|éadomhain	mělŭkŭ	melkij	gādha-
12-70	under	adposition	*n̥dhe ́s~*n̥dhero-|*ner|*s-h₄upo ́						under	under		under	unter	onder	unter		under|nedan-för|nere	under	sub|infra	debajo	dessous|sous	sotto	debaixo	katō|hu'po	kato a'po|apo'kato	o dan|tan		faoi|fá|fé		pod	adhas|adhastāt
12-710	flat	adjective	*plehₐk-						flat|plain-e	efen		vlach	flach|platt	vlak|plat	flax|plačik	flatr	flat|platt	flad	plānus	plano	plat	piatto	plano|chato	pla'tus|'isos|pedi'nos	e'pipeðos	fflat|gwastad	rēid	cothrom|réidh|comhréidh|leibheálta	ploskŭ	ploskij	sama-
12-730	straight	adjective							streight|right	riht		reht|gereht	gerade	recht	glajx	rēttr|beinn|rakr	rak|rät	lige|ret	rēctus|dīrēctus	derecho|recto	droit	dritto	direito|reto	eu'tʰus|or'tʰos	isios|e'fθis	union|syth	dīriuch	díreach	pravŭ	prjamoj	ṛju-|sarala-
12-740	crooked	adjective	*(s)keng-		*lerd-|*lord(skˆ)os|*(s)kel-				croked|wough	wōh|crumb		krump	krumm	krom	krum	krōkōttr	krokig|krum	krum|kroget	curvus|prāvus	torcido	courbe|pas droit	storto	torcido|torto	skoli'os|kam'pulos|aŋ'kulos	stra'vos	cam|crwm	camm|cromm|cūar	cam|crom|cuar	strŭpĭlĭnŭ	krivoj	vakra-|kuṭila-
12-750	hook	noun	*h₂o ́nkos|*ko(n)gos		*klehₐwis				hok|crok	hōc		hāke	Haken	haak	hok	krōkr	krok|hake	krog|hage	uncus|hāmus	gancho	crochet	gancio	gancho	aŋkistron	ɣatzos	bach	baccān	crúca|cromóg	ąkotĭ	krjuk	an̄kuša-|an̄ka-
12-760	corner	verb			*kan-t(h)o-				corner|hirn-e	hyrne|hwamm|scēat|wincel		ecke|winkel	Ecke|Winkel	hoek	vinkl	horn|hyrning	hörn	hjørne	angulus	esquina|rincón	coin	angolo	esquina|canto	gō'niā	ɣo'nia	congl|cornel	uilen|uillind|cern	cúinne|cearna	ągŭlŭ	ugol	koṇa-
12-770	cross	noun							cros|crois	rōd|crūc		kriuz	Kreuz	kruis	cejlem	kross	kors	kors|kryds	crux	cruz	croix	croce	cruz	stau'ros	sta'vros	croes|crog	croch	crois|croch	krĭstŭ|križĭ	krest	krūša-|kruša-
12-780	square	noun							squar-e|four-hirned	fēowerecde|fiθerscīte		vierecke|viereckeht	Viereck	vierhoek|vierkant	kva'drat	ferskeyttr|ferhyrndr	fyrkant	firkant	quadrātum|quadrum	cuadrado	carré	quadro	quadrado	te'tragōnon	te'traɣonos	sgwâr|pedrongl	cetharchoir|cetharuillech	cearnach|cearnóg		kvadrat	caturašra-|caturasra-|catuṣ-koṇa-
12-80	up|above	adposition	*h ₄upo ́|*ha en-hₐe|*u ̄ ̆d|E *hₐenu|*terh₂-						above-n	bufan|ofer|on lyfte		über|ober	über	op|boven	af|a'ruf|ojbn		över|ovan-för|ovan|up-till	oppe|ovenpå	super	arriba|encima	au-dessus|sur|là-haut|là dessus	su|sopra	em cima|sôbre	anō|e'panō|e'pi|hu'per|hupe'ranō|'hupertʰen	pano|'pano a'po|apo'pano	i fyny|lan|uwchben		suas|thuas		naverx|naverxu|nad|vyše	ūrdhvam|ud-
12-810	round	adjective							round-e	sinewealt|sintryndel|sinhwerfel		sinwel|runt	rund	rond	kajlexik	sīvalr|kringlōttr	rund	rund	rotundus	redondo	rond	tondo	redondo	stroŋ'gulos	strogi'los	crwn	cruind	cruinn|comhchruinn	kruglŭ	kruglyj	vartula-
12-820	circle	noun	*a ̄nos|*h3e ́rbhis|*serk-						cercle	trendel		kreiz|rinc	Kreis	cirkel|kring	rod|krajz|kajlexl	hringr|kringla	krets|ring|cirkel	kreds	circulus	círculo	cercle	cerchio	círculo|roda	kuklos	kiklos	cylch|cant	cūairt|circul	ciorcal	krągŭ	krug	maṇḍala-|cakra-
12-830	sphere|ball	noun							spere|bal|cleue	clīewen|θōθor		kugele|kliuwe|klōz	Kugel	hemelrond|bol	kajlex|balem	bollr	klot	klode|kugle	globus|sphaera	pelota|esfera|globo	sphère|ballon	sfera|palla	esfera|bola	spʰaira	sfera|'bala	sffêr|pêl|pelen|cronnell	mell	liathróid|meall|cruinne		šar	guḍa-|gola-|bimba-
12-840	line	noun	*h₄erho-|*reik-						line	līne		strich	Linie	lijn	liɲe		linje|streck	linie	līnea	línea	ligne|rang	linea	linha	stikʰos|'stoikʰos	ɣra'mi|si'ra	llinell		líne		linija	lekhā-
12-850	hole	noun	*gˆhhₐwos|*kˆo ́uhₓr						hol-e|thirl	hol		loch	Loch	gat	lox	rauf	hål	hul	forāmen	agujero	trou	buco	buraco	o'pē|'trūpēma	tripa	twll	toll	poll	dupina	dyra|otverstie	bila-|chidra-|vivara-
12-920	like|similar	adposition							lik	līc		anelīch	ähnlich	gelijk|lijkend	vi|glajx|enlex	līkr	lika|liknande	lignende|lige	similis	semejante|parecido	semblable	simile	parecido	homoios	pa'romios	tebyg|hafal	cosmail	cosúil le	podobĭnŭ	poxožij|podobnyj	upama-|pratima-|sadṛša-
12-930	change	verb							chaungen	wrixlian		wehseln|endern	ändern|verändern|wechseln|tauschen	veranderen|wisselen	bajtn	skipta|byta	ändra|byta|skifta|vexla	forandre|skifte|veksle	mūtāre	cambiar|mudar	changer	cambiare	mudar	al'lassō|a'meibō	a'lazo	newid|troi	coimclōim	aistrigh|athraigh	měniti	menjat	vi-kṛ-|vi-kḷp-
13-0	zero|nothing	numeral							cifre	nān|nǣnig		niht	Null|nichts	nul|niets	ulʸ|gornit		noll|nolla|ingen-ting	nul|ingenting	nihil	cero|nada	zéro|rien	zero|niente|nulla	zero|nada	ou'den|mē'den	mi'ðen|'tipota	dim|sero		náid|nialas		nol ́|nul	šūnya-
13-10	one	numeral	*h₁oinos						on	ān		einez	ein|eins	een	ejns		en|ett	een	ūnus	uno	un	uno	um|uma	heis	ena	un		a haon	jedinŭ	odin|odna|odno	eka-
13-100	ten	numeral							ten	tīen		zehen	zehn	tien	cen		tio	ti	decem	diez	dix	dieci	dez	deka	ðeka	deg		a deich		desjat	dašan-|daša
13-101	eleven	numeral							elleven	endleofan		eilf	elf	elf	elf		elva	elleve	ūndecim	once	onze	undici	onze	hendeka	edeka	un ar ddeg		a haon déag		odinnadcat	ekādašan-
13-102	twelve	numeral							twelve	twelf		zwelf	zwölf	twaalf	cvelf		tolv	tolv	duodecim	doce	douze	dodici	doze	dōdeka	ðoðeka	deuddeg		a dó dhéag		dvenadcat	dvādašan-
13-103	fifteen	numeral							fif-tene	fīftīene		fünfzehen	fünfzehn	vijftien	fufcn		femton	femten	quīndecim	quince	quinze	quindici	quinze	pente kai 'deka	ðeka'pede	pymtheg		a cúig déag		pjatnadcat	paɲca-dašan-
13-104	twenty	numeral							twenti	twēntig|scoru		zwanzic	zwanzig	twintig	cvancik|cvoncik		tjugo	tyve	vīgintī	veinte	vingt	venti	vinte	eikosi	ikosi	ugain		fiche		dvadcat	viṃšati-
13-105	hundred	numeral	*kˆm̥to ́m						hundred	hund		hundert	hundert	honderd	hundert		hundra	hundrede	centum	ciento|cien	cent	cento	cento|cem	heka'ton	eka'to	cant		céad		sto	šata-
13-106	thousand	numeral		*tuhₐs-kˆm̥tyo ́s		*gˆhesl(iy)os			thousand	θūsend		tūsent	tausend	duizend	tojznt		tusen	tusinde	mīlle	mil	mille	mille	mil	kʰilioi	xilia	mil		míle		tysjača	sahasra-
13-107	count	noun			*hₐrei(hₓ)-				counten	tellan|rīman		zeln	zählen	tellen	cejln		räkna	tælle	numerāre|computāre	contar	compter	contare	contar	lo'gizomai	me'trao|loɣa'riazo	cyfrif		comhair|cuntais|áirigh		sčitat	sam-khyā-|gaṇ-
13-140	every|all	adjective							everi|ech|al	ǣlc|gehwilc|eall		iegelīch|ietwelīch|ietweder|al|alle	jeder|alle	ieder|elk|al|alle	jeder|ale	hverr|allr|allir	var|varje|alla	hver|en-hver|al|alle	omnis|omnēs|quisque	cada|todo	chaque|tous	ogni|tutto	cada|tudo	pās|'pantes	kaθe|'oli	pob|holl	cach|uili	gach|gach uile|go léir	vĭsěkŭ|kŭžĭdo|vĭsi	každyj|vsjakij|vse	sarva-|višva-
13-150	much|many	adjective	*te ́hₐwot(s)		*to ́ti				muchel|mani|fele	micel|fela|monige		vil|manege	viel	veel|vele|menige	a sax	mikill|margir|mangir	mycket|många	megen|mange	multus	mucho	beaucoup	molto	muito|muitos	po'lus	po'li	llawer	mōr|il|ili|imde	mórán|a lán|iomaí|lia	mŭnogŭ	mnogo	bahu-|puru|bhūri-
13-160	more	adjective							mo|mor-e	mā		mē|mēre	mehr	meer	mer|nox	meiri|fleiri	mer|fler|flera	mer|flere	plūs	más	encore|plus	più|ancora più	mais	pleiōn|'pleōn	a'komi|peri'sotero	mwy|ychwaneg|rhagor	mō|lia	tuilleadh	bolijĭ|mŭnožějĭ|vęšte	bol ́še	bhūyas-|bahutara-
13-170	little|few	adjective			*pau-				litel|feue	lȳt|fēa|hwōn		lūtzel|wēnec	wenig	weinig	vejnik|vincik	lītill|fāir	litet|få|inte mycket|inte många	lidt|få	parvus|paucē	poco	peu	poco	pouco|poucos	o'ligos|'pauros	liɣo	ychydig	becc|terc|uath|uathad	beagán|beag|tearc	malo	malo	alpa-
13-180	enough	adjective							inough	genōg|genēah		genuoc	genug	genoeg	genug	gnōgr	nog	nok	satis	bastante|suficiente	assez	abbastanza	bastante|suficiente	hika'nos|ar'kōn	arke'ta	digon	lour	dóthain|sáith|leor	dovolĭnŭ	dovol ́no	alam
