chapter_id	entry_id	meaning	Tsez (Sagada dialect)_CyrillTrans	Tsez (Sagada dialect)_Phonemic	comment
8	420	grain (barley, oats etc)	мугьу	muhu	
8	430	wheat	атІ	atʼ	
8	440	barley	махъа	maqa	
8	450	rye	цибарлІу	cibarƛu	
8	460	oats	сесро	sesro	
8	470	maize, corn	симинди	simindi	
8	480	rice	пулав	pulaw	
8	510	grass	бих	bix	
8	520	hay	хъухъав бих	quqaw bix	
8	530	plant (noun)	бих	bix	
8	531	plant (vb)	чалІаІ; рува	čaƛaˤ; ruwa	
8	540	root	рокІо	rokʼo	
8	550	branch	ара	ara	
8	560	leaf	лІеІб	ƛeˤb	
8	570	flower	гагали	gagali	
8	600	tree	гъун	ɣun	
8	610	oak	нахІу	naħu	
8	620	beech	пиІпиІ	piˤpiˤ	
8	630	birch	мей	mey	
8	640	pine	зекус гъун	zekus ɣun	
8	650	fir	йолка	yolka	
8	660	acorn	рокІо	rokʼo	
8	670	vine	кІудос гъун	kʼudos ɣun	
8	680	tobacco	тамаку	tamaku	
8	690	smoke (tobacco)	тамакас гутІ	tamakas gutʼ	
8	691	pipe	муштІукІ	muštʼukʼ	
8	720	tree stump	зуди	zudi	
8	730	tree trunk	хІуби	ħubi	
8	740	forked branch	къуІлІу	qʼuˤƛu	
8	750	bark	хъал; къІвил	qal; qʼˤʷil	
8	760	sap	лъи	ɬi	
8	810	palm tree	палма	palma	
8	820	coconut	кокос	kokos	
8	830	citrus fruit	цитрусмос пихъ	citrusmos piq	
8	840	banana tree	бананйос гъун	bananyos ɣun	
8	850	banyan	легъимос гъун	leɣimos ɣun	
8	910	sweet potato	батат	batat	
8	930	gourd	хъабахъ	qabaq	
8	931	pumpkin, squash	хъабахъ	qabaq	
8	940	bamboo	бамбук	bambuk	
8	941	sugar cane	чакарйос чІархал	cakarmos čʼarxal	
8	970	nettle	меча	meča	
8	980	mushroom	зикІу	zikʼu	
9	110	do, make	рува	ruwa	
9	120	work	хІалтІи	ħaltʼi	
9	140	bend	ружира	ružira	
9	150	fold	жемизе рува	žemize ruwa	
9	160	tie, bind	рица; руза	rica; ruza	
9	161	untie	раьцизай регира	räcizay regira	
9	180	chain	гъугъуди	ɣuɣudi	
9	190	rope, cord	роч; мохо	roč; moxo	
9	192	knot (noun)	тІахІу	tʼaħu	
9	210	strike (hit, beat)	жекІва	žekʼʷa	
9	211	pound with fist	бесиред жекІва	besired žekʼʷa	
9	220	cut	речІва	rečʼʷa	
9	221	cut down	речІва; къокъ рува	rečʼʷa; qʼoqʼ ruwa	
9	222	chop, hew	речІва	rečʼʷa	
9	223	stab	чалъІикІа	čaɬˤikʼa	
9	230	knife	тІахъІ	tʼaqˤ	
9	240	scissors, shears	хъІиричІ	qˤiričʼ	
9	250	ax	гІо	ʕo	
9	251	adze	эшин	ešin	
9	260	break	рецура; рехура	recura; rexura	
9	261	broken	рецверу; рехверу	recʷeru; rexʷeru	
9	270	split	болІи-бегира	boƛi-begira	
9	280	tear	ретІ-ретІура	retʼ-retʼura	
9	290	flay, skin	хІоши богъва	ħoši boɣʷa	
9	310	rub, wipe	рехура	rexura	
9	320	stretch	лІиса	ƛisa	
9	330	pull	лІиса	ƛisa	
9	340	spread out	найсинан рекъира	naysinan reqʼira	
9	341	hang up	риха	rixa	
9	342	press	рикъІира	riqʼˤira	
9	343	squeeze, wring	цеца	ceca	
9	350	pour	гІетІва	ʕetʼʷa	
9	360	wash	гІесада	ʕesada	
9	370	sweep	къукъа	qʼuqʼa	
9	380	broom	меш	meš	
9	422	tool	алат	alat	
9	430	carpenter	хъацис устар	qacis ustar	
9	440	build	рува	ruwa	
9	460	bore	кІучІ; хъІвод	kʼučʼ; qˤʷod	
9	461	hollow out	рикъІира	riqʼˤira	
9	480	saw	хирих	xirix	
9	490	hammer	гизару	gizaru	
9	500	nail	окІо	okʼo	
9	560	glue	сино	sino	
9	600	smith, blacksmith	къебед	qʼebed	
9	610	forge	цІигъорахъу	cʼiɣoraqu	
9	620	anvil	цІигъорас къІуІри	cʼiɣoras qʼˤuˤri	
9	630	cast (metals)	куц этІва	kuc etʼʷa	
9	640	gold	укру	ukru	
9	650	silver	мицхир	micxir	
9	660	copper, bronze	ез	ez	
9	670	iron	гер	ger	
9	680	lead (noun)	кебу	kebu	
9	690	tin, tinplate	гер; алукІани гер	ger; alukʼani ger	
9	710	potter	шагІихъан	šaʕiqan	
9	720	mold (clay etc)	куц бува	kuc buwa	
9	730	clay	чІедо	čʼedo	
9	740	glass	цІер	cʼer	
9	750	weave, plait	риша	riša	
9	760	basket	куд	kud	
9	771	rug	хІоли	ħoli	
9	780	netbag	сумка; сеткалъитси сумка	sumka; setkaɬisi sumka	
9	790	fan (noun)	лъацахъу	ɬacaqu	
9	791	fan (vb)	лъаци рува	ɬaci ruwa	
9	810	carve	речІва	rečʼʷa	
9	820	sculptor	скулптор	skulptor	
9	830	statue	статуйа	statuya	
9	840	chisel	тІахъІ; эшудори	tʼaqˤ; ešudori	
9	880	paint (noun)	лажбар	lažbar	
9	890	paint (vb)	техра; сурат богъва	texra; surat boɣʷa	
10	110	move	кІекІ-икІва	kʼekʼ-ikʼʷa	
10	120	turn over	бит-нитор бута	bit-nitor buta	
10	130	turn around	хизкъиІмер бута; хинзокъиІмер бута	xizqʼiˤmer buta; xinzoqʼiˤmer buta	
10	140	wind, wrap	шетІу рутира	šetʼu rutira	
10	150	roll	шетІу рута	šetʼu ruta	
10	160	drop (vb)	решнада	rešnada	
10	170	twist	шетІверен бута	šetʼʷeren buta	
10	210	rise	риза	riza	
10	220	raise, lift	ризира	rizira	
10	230	fall	ракьва	raƛ̄ʼʷa	
10	240	drip	этІва	etʼʷa	
10	250	throw	кура	kura	
10	252	catch (ball)	бихъира	biqira	
10	260	shake	шеш-рохва	šeš-roxʷa	
10	320	flow	хъІухъІу бикІа	qˤuqˤu bikʼa	
10	330	sink	шитІва; гъанкъвизе охъва	šitʼʷa; ɣanqʼʷize oqʷa	
10	340	float	квани бокІва	kʷani bokʼʷa	
10	350	swim	лъи рогъа	ɬi roɣa	
10	351	dive	лъилъ телъ икІа	ɬiɬ teɬ ikʼa	
10	352	splash	кьачІнада	ƛ̄ʼačʼnada	
10	360	sail (vb)	лъи рогъа	ɬi roɣa	
10	370	fly (vb)	боржизе бохъва	boržize boqʷa	
10	380	blow	пеІлІва	peˤƛʷa	
10	410	creep, crawl	лІилІанах икьа	ƛiƛanax iƛ̄ʼa	
10	412	kneel	къІонтазакьор ича; кІончазакьор ича	qʼˤontazaƛ̄ʼor iča; kʼončazaƛ̄ʼor iča	
10	413	crouch	кІукІумакьор ича	kʼukʼumaƛ̄ʼor iča	
10	420	slide, slip	паІлІира	paˤƛira	
10	430	jump, leap	кІолІа	kʼoƛa	
10	431	kick	хІомо цалІа; шолІокь кІoлІа	ħomo caƛa; šoƛoƛ̄ʼ kʼoƛa	
10	440	dance	лъочокь кІолІа; шолІокь кІолІа	ɬočoƛ̄ʼ kʼoƛa; šoƛoƛ̄ʼ kʼoƛa	
10	450	walk	эхІнада	eħnada	
10	451	limp	шихъІойрада	šiqˤoyrada	
10	460	run	зетІва	zetʼʷa	
10	470	go	икьа	iƛ̄ʼa	
10	471	go up	содер икьа	soder iƛ̄ʼa	
10	472	climb	биза	biza	
10	473	go down	гІелъер икьа	ʕeɬer iƛ̄ʼa	
10	474	go out	махІор охъва	maħor oqʷa	
10	480	come	акъа	aqʼa	
10	481	come back	хинзор ута	xinzor uta	
10	490	go away, depart	икьа	iƛ̄ʼa	
10	491	disappear	тІагІизе охъва	tʼaʕize oqʷa	
10	510	flee	охен хвасар охъва	oxen xʷasar oqʷa	
10	520	follow	хиз-хийзо икьа	xiz-xiyzo iƛ̄ʼa	
10	530	pursue	хал бува; лъулълІа хийзо	xal buwa; ɬuɬƛa xiyzo	
10	550	reach, arrive	неха	nexa	
10	560	approach	пухІор акъа	puħor aqʼa	
10	570	enter	телъгъор охъва	teɬɣor oqʷa	
10	610	carry (bear)	рижа	riža	
10	612	carry-in-hand	квайаь рижа	kʷayä riža	
10	613	carry-on-shoulder	хІиразакь рижа; рижи-рожва	ħirazaƛ̄ʼ riža; riži-rožʷa	
10	614	carry-on-head	къІмикьо рижа	qʼˤimƛ̄ʼo riža	
10	615	carry-underarm	гединалІ рижа	gedinaƛ riža	
10	620	bring	ракъІира	raqʼˤira	
10	630	send	решра; эгира	rešra; egira	
10	640	lead (vb)	ижа	iža	
10	650	drive	машинакь икьа	mašinaƛ̄ʼ iƛ̄ʼa	
10	660	ride	гулукь икьа	guluƛ̄ʼ iƛ̄ʼa	
10	670	push, shove	къІилІа	qʼˤiƛa	
10	710	road	гьуни	huni	
10	720	path	гьуни	huni	
10	740	bridge	лІи	ƛi	
10	750	carriage, wagon, cart	гьоко	hoko	
10	760	wheel	агъІур; гІагъур	aɣˤur; ʕaɣur	
10	770	axle	хІос	ħos	
10	780	yoke	реку	reku	
10	810	ship	гама	gama	
10	830	boat	гама; раса	gama; rasa	
10	831	canoe	раса	rasa	
10	832	outrigger	раса	rasa	
10	840	raft	плот	plot	
10	850	oar	рахан	raxan	
10	851	paddle (noun)	рахан	raxan	
10	852	row (vb)	лъи рогъа	ɬi roɣa	
10	860	rudder	агъІур	aɣˤur	
10	870	mast	мачта; хІуби	mačta; ħubi	
10	880	sail (noun)	парус	parus	
10	890	anchor	йакор	yakor	
10	910	harbor, port	порт	port	
10	920	land (vb)	лилйохор айа; къІида гьехъа	lilyoxor aya; qʼˤida heqa	
11	110	have	рича	riča	
11	120	own, possess	квершаллъи рува	kʷeršalɬi ruwa	
11	130	take	риса	risa	
11	140	seize, grasp	рихъира	riqira	
11	150	hold	рихъира	riqira	
11	160	get, obtain	рихъа	riqa	
11	170	keep, retain	цІунизе рува	cʼunize ruwa	
11	180	thing	шебен	šeben	
11	210	give	телІа	teƛa	
11	220	give back	хинзор рутира	xinzor rutira	
11	240	preserve, look after	цІунзи рува	cʼunzi ruwa	
11	250	save, rescue	хвасар рува	xʷasar ruwa	
11	270	destroy	рехура	rexura	
11	280	harm, injure, damage	зарал бува	zaral buwa	
11	310	seek, look for	кІейа	kʼeya	
11	320	find	ресва	resʷa	
11	330	lose	гугира	gugira	
11	340	release, let go	решра; эгира	rešra; egira	
11	430	money	мицхир	micxir	
11	440	coin	шагьи	šahi	
11	510	rich	бечедав	bečedaw	
11	520	poor	бискинав	biskinaw	
11	530	beggar	игтев бискинав	igtew biskinaw	
11	540	avaricious, stingy	бахилав	baxilaw	
11	610	lend	телІа хийзор рутиралъун	teƛa xiyzor rutiraɬun	
11	620	borrow	къарзи риса	qʼarzi risa	
11	630	owe	налъулавлъун ича	naɬulawɬun iča	
11	640	debt	налъи	naɬi	
11	650	pay (vb)	мухь телІа	mux̆ teƛa	
11	660	account, reckoning	хІисаб	ħisab	
11	690	tax, tribute	магъал	maɣal	
11	770	hire	энце заманалъ риса	ence zamanaɬ risa	
11	780	wages	харжи; хІалтІос мицхир	xarži; ħaltʼos micxir	
11	790	earn	бетІербахъи бува	betʼerbaqi buwa	
11	810	buy	мицхирокь риса	micxiroƛ̄ʼ risa	
11	820	sell	мицхирокь телІа	micxiroƛ̄ʼ teƛa	
11	830	trade, barter	дарам-базар	daram-bazar	
11	840	merchant	базарган	bazargan	
11	850	market (place)	базар	bazar	
11	860	store, shop	тука	tuka	
11	870	price	багьа	baha	
11	880	dear (costly, expensive)	хирийав	xiriyaw	
11	890	cheap	учузав	učuzaw	
11	910	share (distribute)	бикьзе бува	biƛ̄ʼze buwa	
11	920	weigh	ризира	rizira	
12	10	after	хийзо	xiyzo	
12	11	behind	хизор; хиза̄з	xizor; xizāz	
12	20	beside	пухІо	puħo	
12	30	down, below	гІелъ	ʕeɬ	
12	40	before	адер	ader	
12	41	front	адер	ader	
12	50	inside, in	телъ	teɬ	
12	60	outside	махІоз	maħoz	
12	70	under	гІелъ	ʕeɬ	
12	80	up, above	кьири	ƛ̄ʼiri	
12	110	place	мочи	moči	
12	120	put	эра	era	
12	130	sit	гІида ича	ʕida iča	
12	140	lie down	пу бокІва	pu bokʼʷa	
12	150	stand	эчкІер ича	ečkʼer iča	
12	160	remain, stay	лІеха; лІехва	ƛexa; ƛexʷa	
12	170	remains, left overs	лІеху-раьчиру	ƛexu-räčiru	
12	210	collect, gather	рути-рукІира; рутира	ruti-rukʼira; rutira	
12	212	pick up	риса; ризира	risa; rizira	
12	213	pile up	сидакьор рутира	sidaƛ̄ʼor rutira	
12	220	join, unite	лъегъира; сидакьор рутира	ɬeɣira; sidaƛ̄ʼor rutira	
12	230	separate	батІва рува; гьокІва	batʼʷa ruwa; hokʼʷa	
12	232	divide	бикьизе рува	biƛ̄ʼize ruwa	
12	240	open	рагъІа	raɣˤa	
12	250	shut, close	рухъа	ruqa	
12	260	cover	цуцикІа; ракъІва	cucikʼa; raqʼˤʷa	
12	270	hide, conceal	рухъІкІа	ruqˤkʼa	
12	310	high	осах	osax	
12	320	low	лІоІпах	ƛoˤpax	
12	330	top	кичу	kiču	
12	340	bottom	икьу	iƛ̄ʼu	
12	350	end	ахир	axir	
12	352	pointed	цІокъав	cʼoqʼaw	
12	353	edge	чІими	čʼimi	
12	360	side	рахъ	raq	
12	370	middle, center	болІикьси мочи	boƛiƛ̄ʼsi moči	
12	410	right (side)	кутІис рахъ	kutʼis raq	
12	420	left (side)	кечІос рахъ; кечІос пу; кечІокьоси рахъ	kečʼos raq; kečʼos pu; kečʼoƛ̄ʼosi raq	
12	430	near (adv)	пухІо	puħo	
12	440	far (adv)	махъІикь	maqˤiƛ̄ʼ	
12	450	east	машрикъ; нахъІо	mašriqʼ; naqˤo	
12	460	west	магъриб; тахъІо	maɣrib; taqˤo	
12	470	north	хизаси; север	xizasi; sewer	
12	480	south	къелма	qʼelma	
12	530	grow	рохъва	roqʷa	
12	540	measure	расада	rasada	
12	550	large, big	реже; беже	reže; beže	
12	560	small, little	эгъве	eɣʷe	
12	570	long	рехвІара; бехвІара	rexʷˤara; bexʷˤara	
12	580	tall	осав	osaw	
12	590	short	кІотІоно	kʼotʼono	
12	610	wide, broad	хІолав	ħolaw	
12	620	narrow	нишикІа; кІакІару	nišikʼa; kʼakʼaru	
12	630	thick (in dimension)	речав	rečaw	
12	650	thin (in dimension)	нишикІа; дадару	nišikʼa; dadaru	
12	670	deep	телъерси	teɬersi	
12	680	shallow	гІисинав	ʕisinaw	
12	710	flat	хІолав	ħolaw	
12	730	straight	рукъийо	ruqʼiyo	
12	740	crooked	рошуру	rošuru	
12	750	hook	тумос кики	tumos kiki	
12	760	corner	бокІон	bokʼon	
12	770	cross	хъанчи	qanči	
12	780	square	къицІи	qʼicʼi	
12	810	round	горрилъе	gorriɬe	
12	820	circle	гор	gor	
12	830	sphere, ball	шар	šar	
12	840	line	мухъ	muq	
12	850	hole	кІучІ; гонду	kʼučʼ; gondu	
12	920	like, similar	рилъинав; илъинав	riɬinaw; iɬinaw	
12	930	change	хисизе рува	xisize ruwa	
13	0	zero, nothing	нолʼ	nolʼ	
13	10	one	сис	sis	
13	20	two	къаІно	qʼaˤno	
13	30	three	лъІоно	ɬˤono	
13	40	four	укъІвен	uqʼˤʷen	
13	50	five	лъено	ɬeno	
13	60	six	илъен	iɬen	
13	70	seven	олІен	oƛen	
13	80	eight	билІен	biƛen	
13	90	nine	очІен	očʼen	
13	100	ten	оцІен	ocʼen	
13	101	eleven	оцІен сис	ocʼen sis	
13	102	twelve	оцІен къІано	ocʼen qʼˤano	
13	103	fifteen	оцІен лъено	ocʼen ɬeno	
13	104	twenty	хъу	qu	
13	105	hundred	бишон	bišon	
13	106	thousand	гІазар	ʕazar	
13	107	count	тІетІра	tʼetʼra	
13	140	every, all	цадахъ; цІикІав	cadaq; cʼikʼaw	
13	150	much, many	гІаши; гІурав	ʕaši; ʕuraw	
13	160	more	реже	reže	
13	170	little (quantity), few	регъве; дагьав	reɣʷe; dahaw	
13	180	enough	эрзагІан	erzaʕan	
13	181	some	шомолІа; гьицелІа	šomoƛa; hiceƛa	
13	190	multitude, crowd	гІаши	ʕaši	
13	210	full	эцІ-къвалъиру	ecʼ-qʼʷaɬiru	
13	220	empty	къІвокъІору	qʼˤʷoqʼˤoru	
13	230	part, piece	метІри	metʼri	
13	240	half	ролІикІу	roƛikʼu	
13	330	alone, only	сис; систев сис йолъру	sis; sistew sis yoɬru	
13	340	first	гьичІа адаьзахоси	hičʼa adäzaxosi	
13	350	last	рехукьоси	rexuƛ̄ʼosi	
13	360	second	къІано элІиру	qʼˤano eƛiru	
13	370	pair	гъат; чут	ɣat; čut	
13	380	two times	къІунах	qʼˤunax	
13	420	third	лъІоно элІиру	ɬˤono eƛiru	
13	440	three times	лъІорах	ɬˤorax	
14	110	time	заман	zaman	
14	120	age	заман; гІасру	zaman; ʕasru	
14	130	new	эцІну	ecʼnu	
14	140	young	гІолохъанав	ʕoloqanaw	
14	150	old	эчру	ečru	
14	160	early	къаркьо	qʼarƛ̄ʼo	
14	170	late	кватІелъен	kʷatʼeɬen	
14	180	now	гьобожи	hoboži	
14	190	immediately	хехлъикь	xexɬiƛ̄ʼ	
14	210	swift, fast, quick	хехав; гІедегІарав	xexaw; ʕedeʕaraw	
14	220	slow	гъонгъав	ɣonɣaw	
14	230	hasten, hurry	гІедегІизе охъва	ʕedeʕize oqʷa	
14	240	retard, delay	эчІра	ečʼra	
14	250	begin, beginning	байбихьи бува; байбихьи	baybix̆i buwa; baybix̆i	
14	252	last, endure	халат рохъва	xalat roqʷa	
14	260	end (temporal)	лъекъира	ɬeqʼira	
14	270	finish	лъекъира	ɬeqʼira	
14	280	cease, stop	бича	biča	
14	290	ready	хІадурав	ħaduraw	
14	310	always	нетин	netin	
14	320	often	гІаши	ʕaši	
14	330	sometimes	телъ-телъ	teɬ-teɬ	
14	331	soon	квахатев	kʷaxatew	
14	332	long-time (for a)	мехкьорси	mexƛ̄ʼorsi	
14	340	never	нетикин	netikin	
14	350	again	жин; жикІон	žin; žikʼon	
14	410	day	гъуди	ɣudi	
14	420	night	нешохІоси гъуди	nešoħosi ɣudi	
14	430	dawn	хъахІлъи	qaħɬi	
14	440	morning	сасахъоси заман	sasaqosi zaman	
14	450	noon, midday	хъІашодси заман	qˤašodsi zaman	
14	451	afternoon	хъІаштІей содер	qˤaštʼey soder	
14	460	evening	нешхІоси гъуди	nešħosi ɣudi	
14	470	today	йахъуІлъ	yaquˤɬ	
14	480	tomorrow	гъуде	ɣude	
14	481	day-after-tomorrow	гъудеси хецен	ɣudesi xecen	
14	490	yesterday	хІулъ	ħuɬ	
14	491	day-before-yesterday	хІулъзакь	ħuɬzaƛ̄ʼ	
14	510	hour	сагІат	saʕat	
14	530	clock, timepiece	сагІат	saʕat	
14	610	week	анкь	anƛ̄ʼ	
14	620	Sunday	гьатІан	hatʼan	
14	630	Monday	итни	itni	
14	640	Tuesday	талат	talat	
14	650	Wednesday	арбагІ	arbaʕ	
14	660	Thursday	хамиз	xamiz	
14	670	Friday	рузман; мужмар	ruzman; mužmar	
14	680	Saturday	шамат	šamat	
14	710	month	буци	buci	
14	730	year	лІеІб	ƛeˤb	
14	740	winter	элІни	eƛni	
14	750	spring	их	ix	
14	760	summer	атІону	atʼonu	
14	770	autumn	себи	sebi	
14	780	season	лІеІбас заман	ƛeˤbas zaman	
15	210	smell (vb intrans)	махІ риза	maħ riza	
15	212	sniff	муши лІиса	muši ƛisa	
15	220	smell (vb trans)	махІ рекъІира	maħ reqʼˤira	
15	250	fragrant, good smelling	нийав махІ; ригу махІ	niyaw maħ; rigu maħ	
15	260	stinking, bad smelling	махІул	maħul	
15	310	taste	гьуинлъи	huinɬi	
15	350	sweet	нийав	niyaw	
15	360	salty	цийоху	ciyoxu	
15	370	bitter	кьогІав; мекъав	ƛ̄ʼoʕaw; meqʼaw	
15	380	acid, sour	цекъав	ceqʼaw	
15	390	brackish	чІакъІвана рилъе	čʼaqʼˤʷana riɬe	
15	410	hear	техъва	teqʷa	
15	420	listen	техъра	teqra	
15	440	sound, noise	гьаракь	haraƛ̄ʼ	
15	450	loud	хъаІлІен элІихоси	qaˤƛen eƛixosi	
15	460	quiet, silence	сас йалъерчІу	sas yaɬerčʼu	
15	510	see	рукада	rukada	
15	520	look, look at	эзва	ezʷa	
15	550	show	рукара	rukara	
15	560	shine	гъонира	ɣonira	
15	570	bright	канчІав	kančʼaw	
15	610	color	кьер	ƛ̄ʼer	
15	620	light (in color)	гвангъарав	gʷanɣaraw	
15	630	dark (in color)	сасав	sasaw	
15	640	white	алукІа	alukʼa	
15	650	black	хъІаба	qˤaba	
15	660	red	цІуда	cʼuda	
15	670	blue	зобрилъе	zobriɬe	
15	680	green	цІицІира	cʼicʼira	
15	690	yellow	ичІу	ičʼu	
15	710	touch	ита	ita	
15	712	pinch	рикъІира; рутІа	riqʼˤira; rutʼa	
15	720	feel	рекъаІ	reqʼaˤ	
15	740	hard	хъІвохъІвору	qˤʷoqˤʷoru	
15	750	soft	коквору	kokʷoru	
15	760	rough	хъІачІав	qˤačʼaw	
15	770	smooth	хІеренав	ħerenaw	
15	780	sharp	цІокъав	cʼoqʼaw	
15	790	blunt, dull	гучоно	gučono	
15	810	heavy	рокъІав	roqʼˤaw	
15	820	light (in weight)	кикав	kikaw	
15	830	wet, damp	атІиму	atʼimu	
15	840	dry	хъухъав	quqaw	
15	850	hot	бобору	boboru	
15	851	warm	татану	tatanu	
15	860	cold	рочІав	ročʼaw	
15	870	clean	бацІадав	bacʼadaw	
15	880	dirty, soiled	тутуру	tuturu	
15	890	wrinkled	лъежаьси; лъежреси	ɬežäsi; ɬežresi	
16	110	soul, spirit	рокІу	rokʼu	
16	150	surprised, astonished	гІаламат охъру	ʕalamat oqru	
16	180	good fortune, luck	талихІ	taliħ	
16	190	misfortune, bad luck	талихІ йелъерчІулъи	taliħ yeɬerčʼuɬi	
16	230	joyful, glad, happy	гъІагъІу эзиру	ɣˤaɣˤu eziru	
16	250	laugh	хъохъолІада	qoqoƛada	
16	251	smile	тІеж эга	tʼež ega	
16	260	play	хІазе охъва	ħaze oqʷa	
16	270	love	рета; эта; йета	reta; eta; yeta	
16	290	kiss	муши телІа	muši teƛa	
16	300	embrace	мечІо бицІа	mečʼo bicʼa	
16	310	pain	гІузру; унти	ʕuzru; unti	
16	320	grief, sorrow, sadness	къварилъи	qʼʷariɬi	
16	330	anxiety, worry	ахІи	aħi	
16	340	regret, be sorry	рекІвекь охъва	rekʼʷeƛ̄ʼ oqʷa	
16	350	pity	рокІу рехуни; гурхІел	rokʼu rexuni; gurħel	
16	370	cry, weep	гІийада	ʕiyada	
16	380	tear (noun)	мокъу	moqʼu	
16	390	groan	угьдизе охъа	uhdize oqa	
16	410	hate	аца	aca	
16	420	anger	цим	cim	
16	440	envy, jealousy	кІекІелъни	kʼekʼeɬni	
16	450	shame (noun)	нич	nič	
16	480	proud	чІухІарав	čʼuħaraw	
16	510	dare	лебалав жекІу	lebalaw žekʼu	
16	520	brave	лебалав	lebalaw	
16	530	fear, fright	гІукьни	ʕuƛ̄ʼni	
16	540	danger	балагь	balah	
16	620	desire, want	ретини; хьул	retini; x̆ul	
16	622	choose	биши рува; лъетІа	biši ruwa; ɬetʼa	
16	630	hope	рокІу ракъІира	rokʼu raqʼˤira	
16	650	faithful	божарав	božaraw	
16	660	true	унго-унгойав	ungo-ungoyaw	
16	670	lie, tell lies	гьереси эса	heresi esa	
16	680	deceit	гІакьира	ʕaƛ̄ʼira	
16	690	forgive	кьираьй огъва; рекьа рогъва	ƛ̄ʼiräy oɣʷa; reƛ̄ʼa roɣʷa	
16	710	good	игу	igu	
16	720	bad	жука	žuka	
16	730	right, correct	битІарав	bitʼaraw	
16	740	wrong	битІарав йалъерчІу; мекъав	bitʼaraw yaɬerčʼu; meqʼaw	
16	760	fault	такъсис	taqʼsis	
16	770	mistake, error	мекъ окІелъни	meqʼ okʼeɬni	
16	780	blame	гІайиб эра	ʕayib era	
16	790	praise	рец бува	rec buwa	
16	810	beautiful	берцинав	bercinaw	
16	820	ugly	сурунав	surunaw	
16	830	greedy	бахилав	baxilaw	
16	840	clever	цІодорав	cʼodoraw	
17	110	mind	гІакълу	ʕaqʼlu	
17	130	think (= reflect)	ургъизе охъва	urɣize oqʷa	
17	140	think (= be of the opinion)	ургъизе охъва; рикІизе рува	urɣize oqʷa; rikʼize ruwa	
17	150	believe	божизе охъва	božize oqʷa	
17	160	understand	бичІизе рохъва	bičʼize roqʷa	
17	170	know	рекъІа	reqʼˤa	
17	171	guess	божи бакъІира	boži baqʼˤira	
17	172	imitate	руйру рува; рилъинав рува	ruyru ruwa; riɬinaw ruwa	
17	180	seem	укайа	ukaya	
17	190	idea, notion	пикру	pikru	
17	210	wise	гІакъилав	ʕaqʼilaw	
17	220	foolish, stupid	гІантав	ʕantaw	
17	230	insane, crazy	гІакъелу йалъерчІу	ʕaqʼelu yaɬerčʼu	
17	240	learn	рекъІира	reqʼˤira	
17	242	study	рекъІира	reqʼˤira	
17	250	teach	рекъІира	reqʼˤira	
17	260	pupil	мутагІил; цІалдохъан	mutaʕil; cʼaldoqan	
17	270	teacher	мугІалим	muʕalim	
17	280	school	ишкІола	iškʼola	
17	310	remember	рокІкьо ричира	rokʼƛ̄ʼo ričira	
17	320	forget	шукьира	šuƛ̄ʼira	
17	340	clear, plain	бичІизе рохъоси	bičʼize roqosi	
17	350	obscure	бичІизе рохъерчІу	bičʼize roqerčʼu	
17	360	secret	балъголъи	baɬgoɬi	
17	370	sure, certain	несаь несикь рокІу ракъІиру	nesä nesiƛ̄ʼ rokʼu raqʼˤiru	
17	380	explain	бичІизе рува; молъа	bičʼize ruwa; moɬa	
17	410	intention, purpose	мурад	murad	
17	420	cause	багьана; гІилла	bahana; ʕilla	
17	430	doubt	вас-васизе охъни	was-wasize oqni	
17	440	suspect	шак охъва	šak oqʷa	
17	441	betray	толІа	toƛa	
17	450	need, necessity	хІажалъи	ħažaɬi	
17	460	easy	кикав	kikaw	
17	470	difficult	захІматав	zaħmataw	
17	480	try, attempt	хІалбики	ħalbiki	
17	490	way, manner	къагІида	qʼaʕida	
17	510	and	-но; -н	-no; -n	
17	520	because	делʼ элІилъи	delʲ eƛiɬi	
17	530	if	нагагь; нагагь-надир	nagah; nagah-nadir	
17	540	or	йаги	yagi	
17	550	yes, affirmative	йолъ	yoɬ	
17	560	no, negative	йалъ	yaɬ	
17	610	how?	гьеду	hedu	
17	620	how many?	гьице	hice	
17	630	how much?	гьице	hice	
17	640	what?	шев	šew	
17	650	when?	нети	neti	
17	660	where?	на; наси	na; nasi	
17	670	which?	гьедо	hedo	
17	680	who?	шев	šew	
17	690	why?	дел	del	
18	110	voice	гьаракь	haraƛ̄ʼ	
18	120	sing	хъІалІа	qˤaƛa	
18	130	shout, cry out	хъІалІа	qˤaƛa	
18	150	whisper	шушудада	šušudada	
18	160	mumble	бубулІа	bubuƛa	
18	170	whistle	шару йува	šaru yuwa	
18	180	shriek, screech	чІачІалІада	čʼačʼaƛada	
18	190	howl	хьаІлІанада	qaˤƛanada	
18	210	speak, talk	кІалъазе бохъва	kʼaɬaze boqʷa	
18	211	stutter, stammer	уулІада	uʔuƛada	
18	220	say	элІа	eƛa	
18	221	tell story	хабар эса	xabar esa	
18	222	speech (make a)	калам; хабар	kalam; xabar	
18	230	silent (be)	сас бичира	sas bičira	
18	240	language	мец	mec	
18	260	word	рожи	roži	
18	280	name	ци	ci	
18	310	ask (question, inquire)	эсира	esira	
18	320	answer	жаваб телІа	žawab teƛa	
18	330	admit, confess	мукІур охъва	mukʼur oqʷa	
18	340	deny	инкар бува	inkar buwa	
18	350	ask, request	гьаризе рува	harize ruwa	
18	360	promise	рожи телІа	roži teƛa	
