	Id	English	Part	Quenya	
657	2-960	they	noun	té (gendered), sa (inanimate)	
658	20-110	fight	verb	ᴹmahta-	
659	20-130	war|battle	noun	ohta	
660	20-140	peace	noun	rainë	
661	20-150	army	noun	*hotsë	
662	20-170	soldier	noun	ᴹmahtar	
663	20-210	weapons|arms	noun	carma	
664	20-220	club	noun		
665	20-222	battle-ax	noun		
666	20-230	sling	noun		
667	20-240	bow	noun	ᴹcú	
668	20-250	arrow	noun	ᴹpilin	
669	20-260	spear	noun	ehtë	
670	20-270	sword	noun	macil	
671	20-280	gun|cannon	noun	ᴺnarcarma	# Agonyz
672	20-310	armor	noun	ᴺvarma	# Röandil
673	20-330	helmet	noun	castol(o)	
674	20-340	shield	noun	ᴹturma	
675	20-350	fortress	noun	ᴹarta	
676	20-360	tower	noun	taras	
677	20-410	victory	noun	ᴹtúrë	
678	20-420	defeat	noun		
679	20-430	attack	verb	ᴺnalanta-	
680	20-440	defend	verb		
681	20-450	retreat	verb	ᴺnan-	
682	20-460	surrender	verb	ᴺvar-	# Röandil
683	20-470	captive|prisoner	noun	ᴺmandano	# Elaran
684	20-471	guard|sentinel	noun	*ᴹtirista	
685	20-480	booty|spoils	noun		
686	20-490	ambush	verb		
687	20-510	fisherman	noun	ᴺlingwimo	# Helge Fauskanger
688	20-520	fishhook	noun		
689	20-530	fishing line	noun		
690	20-540	fishnet	noun		
691	20-550	fish trap	noun		
692	20-560	bait	noun		
693	20-610	hunt	verb	fara-	
694	20-620	shoot	verb	ᴺquihta-	# Sami Paldanius
695	20-630	miss target	verb	loita-	
696	20-640	trap	noun	remma	
697	20-650	trap	verb	*rem-	
698	21-110	law	noun	namna	
699	21-150	court	noun	ᴺnammar	"# Tamas Ferencz, lit. ""judgement house"""
700	21-160	judge	verb	*nam-	
701	21-170	judgment	noun		
702	21-180	judge	noun	námo	
703	21-210	plaintiff	noun		
704	21-220	defendant	noun		
705	21-230	witness	noun	ᴺvetto	# Helge Fauskanger
706	21-240	swear	verb	*ᴹvesta-	
707	21-250	oath	noun	vanda	
708	21-310	accuse	verb	ᴺaccuse	# Helge Fauskanger
709	21-320	condemn	verb	ᴺhrunam-	# Eldamo
710	21-330	convict	verb	ᴺhrunam-	# Eldamo
711	21-340	acquit	verb		
712	21-350	guilty	adjective		
713	21-360	innocent	adjective	ᴺcámalóra	# Helge Fauskanger
714	21-370	penalty|punishment	noun	*ᴱpaimë	
715	21-380	fine	noun		
716	21-390	prison|jail	noun	mando	
717	21-420	murder	verb	ᴺqualta-	# ABNW
718	21-430	adultery	noun	ᴺvestaracië	# Helge Fauskanger
719	21-440	rape	noun	*ᴱmaptalë 	
720	21-460	arson	noun		
721	21-470	perjury	noun		
722	21-510	steal	verb	*ᴱpil-	
723	21-520	thief	noun	arpo	
724	22-110	religion	noun	*ᴱaitalë	
725	22-120	God	noun	ᴺaino	# Helge Fauskanger
726	22-130	temple|church	noun	*ᴱcorda	
727	22-140	altar	noun	ᴺyangwa	# Helge Fauskanger
728	22-150	sacrifice|offering	noun	ᴺyacië	# Helge Fauskanger
729	22-160	worship	verb	ᴺaita-	
730	22-170	pray	verb	arca-	
731	22-180	priest	noun	ᴺairimo	
732	22-190	holy|sacred	adjective	aina	
733	22-220	preach	verb	ᴺnyarda-	
734	22-230	bless	verb	aina-	
735	22-240	curse	verb	húta-	
736	22-260	fast	verb	ᴺavamat-	
737	22-310	heaven	noun	telumë	
738	22-320	hell	noun	*ᴱmando	
739	22-350	demon|evil spirit	noun	ᴱorc, rauca, rauco	
740	22-370	idol	noun	*ᴱcordon	
741	22-420	magic|witchcraft|sorcery	noun	*ᴱluhtu	
742	22-430	sorcerer|witch	noun	ᴺnúlemo	
743	22-440	fairy|elf	noun	Quendë	"# lit. ""one that speaks"""
744	22-450	ghost|phantom	noun	fairë	
745	22-470	omen|portent	noun	alamen (good omen)	
746	3-110	animal	noun	*celva	
747	3-120	male	adjective	ᴹhanu	
748	3-130	female	adjective	*ᴹhani	
749	3-150	livestock	noun		
750	3-160	pasture	noun	ᴺnesselë	
751	3-180	herdsman	noun	ᴺemerro	# Damien Bador
752	3-190	stable|stall	noun		
753	3-200	cattle	noun		
754	3-210	bull	noun	mundo	
755	3-220	ox	noun	mundo	
756	3-230	cow	noun	*ᴱyaxë	
757	3-240	calf	noun	ᴺmundollë	# Helge Fauskanger
758	3-250	sheep	noun	laman	
759	3-260	ram	noun	ᴺpollo	# Gábor Lőrinczi
760	3-280	ewe	noun		
761	3-290	lamb	noun	*ᴱeulë	
762	3-320	boar	noun	*ᴱcarcapolca	
763	3-340	sow	noun		
764	3-350	pig	noun	*ᴱpolca	
765	3-360	goat	noun	ᴺnaico	
766	3-370	he-goat	noun		
767	3-380	kid	noun		
768	3-410	horse	noun	rocco	
769	3-420	stallion	noun		
770	3-440	mare	noun	*rocci	
771	3-450	foal|colt	noun	ᴺrocollë	# Helge Fauskanger
772	3-460	ass|donkey	noun	ᴺpellopë	# Helge Fauskanger
773	3-470	mule	noun		
774	3-500	fowl	noun	ᴱporocë	
775	3-520	cock|rooster	noun	*ᴱtocot	
776	3-540	hen	noun	ᴱporocë	
777	3-550	chicken	noun	ᴱporocë	
778	3-560	goose	noun	ᴹván	
779	3-570	duck	noun	ᴱquá	
780	3-580	nest	noun	ᴺhausta	
781	3-581	bird	noun	aiwë	
782	3-582	seagull	noun		
783	3-583	heron	noun		
784	3-584	eagle	noun	soron	
785	3-585	hawk	noun	ᴹfion	
786	3-586	vulture	noun		
787	3-591	bat	noun	*ᴱquildarë	
788	3-592	parrot	noun		
789	3-593	crow	noun	ᴹcorco	
790	3-594	dove	noun	ᴹcucua	
791	3-596	owl	noun	ᴱhó	
792	3-610	dog	noun	röa	
793	3-614	rabbit	noun	*lopoldë	
794	3-620	cat	noun	ᴹmiuë	
795	3-622	opossum	noun	ᴺpoco(lle)nyarro	# Dírheron
796	3-630	mouse|rat	noun	ᴹnyarro	
797	3-650	fish	noun	*lingwë	
798	3-652	fin	noun	ᴺlunwa	# Arael
799	3-653	fishscale	noun		
800	3-654	gill	noun		
801	3-655	shell	noun	ᴹhyalma	
802	3-661	shark	noun		
803	3-662	porpoise|dolphin	noun		
804	3-663	whale	noun	fanto	
805	3-664	stingray	noun		
806	3-665	freshwater eel	noun	ᴺlingwileuca	
807	3-710	wolf	noun	ᴹnarmo	
808	3-720	lion	noun	ᴬrá	
809	3-730	bear	noun	ᴹmorco	
810	3-740	fox	noun	rusco	
811	3-750	deer	noun	ᴺarasso	
812	3-760	monkey	noun	ᴺmaimun 	# Dírheron
813	3-770	elephant	noun	ᴹandamunda	
814	3-780	camel	noun	*ᴱulumpë	
815	3-810	insect	noun	pí	
816	3-811	louse	noun		
817	3-812	nit	noun		
818	3-813	flea	noun	*campo	
819	3-814	centipede	noun		
820	3-815	scorpion	noun	ᴺnastaro	# Helge Fauskanger
821	3-816	cockroach	noun		
822	3-817	ant	noun	ᴺpímótar	# Helge Fauskanger
823	3-818	spider	noun	ᴹliantë, *ungol (giant spider)	"# ""ungol"" from Paul Strack"
824	3-819	spider web	noun	ungwë	
825	3-820	bee	noun	*ᴱnier	
826	3-821	beeswax	noun	líco	
827	3-822	beehive	noun	*ᴱnieres	
828	3-823	wasp	noun	ᴺricci	# Luinyelle
829	3-830	fly	noun	*ᴹitsë	
830	3-831	sandfly|midge|gnat	noun	pí	
831	3-832	mosquito	noun		
832	3-840	worm	noun	hlócë	
833	3-850	snake	noun	hlócë	
834	3-910	firefly	noun	ᴺelenitsë	# Delle
835	3-920	butterfly	noun	ᴬwilwarin	
836	3-930	grasshopper	noun	ᴺsalquecápo	# Helge Fauskanger
837	3-940	snail	noun	ᴺcöacolindo	# Lokyt
838	3-950	frog	noun	quácë	
839	3-960	lizard	noun	hlócë	
840	3-970	crocodile|alligator	noun	ᴺcarcaran	# Delle
841	3-980	turtle	noun	ᴺsandanasto	# Luinyelle
842	4-110	body	noun	hröa	
843	4-120	skin|hide	noun	ᴹhelma	
844	4-130	flesh	noun	hrávë	
845	4-140	hair	noun	findë	
846	4-142	beard	noun	*fanga	
847	4-144	body hair	noun		
848	4-145	pubic hair	noun		
849	4-146	dandruff	noun		
850	4-150	blood	noun	sercë	
851	4-151	vein|artery	noun		
852	4-160	bone	noun	axo	
853	4-162	rib	noun		
854	4-170	horn	noun	rassë	
855	4-180	tail	noun	*ᴱpimpë	
856	4-190	back	noun	ᴺcatta	# Paul Strack
857	4-191	spine	noun	axë	
858	4-200	head	noun	cas	
859	4-201	side of head|temple	noun	*ᴱcorda	
860	4-202	skull	noun	ᴺcorpë	# Helge Fauskanger
861	4-203	brain	noun		
862	4-204	face	noun	cendelë	
863	4-205	forehead	noun	*ᴱtimbarë	
864	4-207	jaw	noun	*ᴹanca	
865	4-208	cheek	noun	ᴱanta	
866	4-209	chin	noun	*ᴱventa	
867	4-210	eye	noun	*hen	
868	4-212	eyebrow	noun	ᴺhencúnë	# Luinyelle
869	4-213	eyelid	noun	ᴺhentópa	# Tamas Ferencz
870	4-214	eyelash	noun	ᴱtillë	
871	4-215	blink	verb	ᴱpic-	
872	4-220	ear	noun	hlas	
873	4-221	earlobe	noun		
874	4-222	earwax	noun		
875	4-230	nose	noun	ᴹnengwë	
876	4-231	nostril	noun	*ᴱnen	
877	4-232	mucus	noun		
878	4-240	mouth	noun	songa	
879	4-241	beak	noun	*ᴱmén	
880	4-250	lip	noun	*pempë	
881	4-260	tongue	noun	lamba	
882	4-270	tooth	noun	ᴹnelet	
883	4-271	gums	noun		
884	4-272	molartooth	noun		
885	4-280	neck	noun	lango	
886	4-281	nape of neck	noun	*ᴱalmo	
887	4-290	throat	noun	ᴹlango	
888	4-300	shoulder	noun	*ᴱalmo	
889	4-301	shoulderblade	noun		
890	4-302	collarbone	noun		
891	4-310	arm	noun	ᴹranco	
892	4-312	armpit	noun		
893	4-320	elbow	noun	ᴱólemë	
894	4-321	wrist	noun	málimë	
895	4-330	hand	noun	má	
896	4-331	palm of hand	noun	palta	
897	4-340	finger	noun	leper	
898	4-342	thumb	noun	nápo	
899	4-344	fingernail	noun	*ᴱnyelet	
900	4-345	claw	noun	atsa	
901	4-350	leg	noun	telco	
902	4-351	thigh	noun	ᴹtiuco	
903	4-352	calf of leg	noun	ᴱpiu	
904	4-360	knee	noun	*ᴱocca	
905	4-370	foot	noun	tál	
906	4-371	ankle	noun	tallimë	
907	4-372	heel	noun		
908	4-374	footprint	noun	ᴹrunya	
909	4-380	toe	noun	pirë	
910	4-392	wing	noun	ráma	
911	4-393	feather	noun	quessë	
912	4-400	chest	noun	*ᴱambos	
913	4-410	breast	noun	*ᴱtittë	
914	4-412	nipple|teat	noun	*ᴱtyetsë	
915	4-420	udder	noun		
916	4-430	navel	noun		
917	4-440	heart	noun	indo	
918	4-441	lung	noun		
919	4-450	liver	noun	*ᴱlepsa	
920	4-451	kidney	noun		
921	4-452	spleen	noun		
922	4-460	stomach	noun		
923	4-461	intestines|guts	noun		
924	4-462	waist	noun		
925	4-463	hip	noun	*ᴱoswë	
926	4-464	buttocks	noun	*ᴱhacca	
927	4-470	womb	noun	*móna	
928	4-490	testicle	noun		
929	4-492	penis	noun	*ᴱpuncil	
930	4-510	breathe|breath	verb	*nef-	
931	4-520	yawn|gape	verb	*hac-	
932	4-521	hiccough	verb		
933	4-530	cough	verb	ᴱtyosta-	
934	4-540	sneeze	verb	ᴱtyosta-	
935	4-550	perspire	verb		
936	4-560	spit	verb	ᴹpiuta-	
937	4-570	vomit	verb	ᴱquam-	
938	4-580	bite	verb	ᴹnac-	
939	4-590	lick	verb	ᴹsalpa-	
940	4-591	dribble	verb		
941	4-610	sleep	verb	*lor-	
942	4-612	snore	verb		
943	4-620	dream	verb	óla-	
944	4-630	wake up	verb		
945	4-640	break wind	verb		
946	4-650	urinate	verb		
947	4-660	defecate	verb	*ᴱmuhta-	
948	4-670	have sexual intercourse	verb	*ᴱpuhta-	# Fiona Jallings
949	4-680	shiver	verb		
950	4-690	bathe	verb	*ᴱsov-	
951	4-710	beget	verb	*ᴱnosta-	
952	4-720	be born	verb	ᴱnó-	
953	4-730	pregnant	adjective	ᴺlapselunga	# ABNW
954	4-732	conceive	verb	ᴺnauta-	# ABNW
955	4-740	live|living|life	verb	ᴹoi-	
956	4-750	die|dead	verb	fir-	
957	4-751	drowned	adjective	ᴱquorin	
958	4-760	kill	verb	ᴺqualta-	
959	4-770	corpse	noun	loico	
960	4-780	bury	verb		
961	4-790	grave|tomb	noun	*noirë	
962	4-810	strong|mighty|powerful	adjective	ᴹtulca	
963	4-820	weak	adjective	ᴹmilya	
964	4-830	well|health	adjective|noun	ᴺmálëa	# Helge Fauskanger
965	4-840	sick|sickness	adjective|noun	*ᴱquámëa	
966	4-841	fever	noun		
967	4-842	goiter	noun		
968	4-843	cold	noun	*ᴱnungwë	
969	4-850	wound|sore	noun	ᴹharna-	
970	4-852	bruise	noun		
971	4-853	swelling	noun		
972	4-854	itch	noun	*ᴱitis	
973	4-855	blister	noun	*ᴱvelvë	
974	4-856	boil	noun	*ᴱvelet	
975	4-857	pus	noun		
976	4-858	scar	noun	ᴺsahtë	# Luinyelle
977	4-860	cure|heal	verb	*envinyata-	
978	4-870	physician	noun	asarta	
979	4-880	medicine|drug	noun	ᴺhasarë	# Paul Strack
980	4-890	poison	noun	hloima	
981	4-910	tired|weary	adjective	ᴹlumba	
982	4-912	rest	verb	ᴹser-	
983	4-920	lazy	adjective	*ᴱquinqua	
984	4-930	bald	adjective	parnë	
985	4-940	lame	adjective	ᴺlalevítë 	# Helge Fauskanger
986	4-950	deaf	adjective	ᴺlahlaraitë	
987	4-960	mute	adjective		
988	4-970	blind	adjective	ᴺlacenítë	
989	4-980	intoxicated	adjective	yulda	
990	4-990	naked|bare	adjective	parnë	
991	5-110	eat	verb	ᴺavamat-	# Helge Fauskanger
992	5-120	food	noun	matta	
993	5-121	cooked	adjective		
994	5-122	raw	adjective		
995	5-123	ripe	adjective		
996	5-124	green|unripe	adjective		
997	5-125	rotten	adjective	*ᴱquelehtima	
998	5-130	drink	verb	yul-	
999	5-140	hunger	noun	ᴺmaitië	# Helge Fauskanger
1000	5-141	famine	noun	ᴱsaicelë	
1001	5-150	thirst	noun	ᴺsoicië	
1002	5-160	suck	verb		
1003	5-180	chew	verb	*ᴱtyuc-	
1004	5-181	swallow	verb	*ᴹtuilindo	
1005	5-190	choke	verb	*ᴱquor-	
1006	5-210	cook	verb	*ᴱmas-	
1007	5-220	boil	verb	*ᴱvel-	
1008	5-230	roast|fry	verb		
1009	5-240	bake	verb	ᴹmasta-	
1010	5-250	oven	noun	urna	
1011	5-260	pot|cooking vessel	noun	ᴹtambë	
1012	5-270	kettle	noun		
1013	5-280	pan	noun	ᴺsitwa	# Luinyelle
1014	5-310	dish	noun	ᴺpalda	# Valerie
1015	5-320	plate	noun	ᴺpalda	# Valerie
1016	5-330	bowl	noun	*ᴱtolpo	
1017	5-340	pitcher|jug	noun	*ᴱulma	
1018	5-350	cup|drinking vessel	noun	yulma	
1019	5-360	saucer	noun		
1020	5-370	spoon	noun	ᴺcalampa	# Tamas Ferencz
1021	5-380	knife	noun	*cirma	
1022	5-390	fork	noun	ᴺnelecco	# Luinyelle
1023	5-391	tongs	noun		
1024	5-410	meal	noun	mulë	
1025	5-420	breakfast	noun	ᴺarinwat	# Helge Fauskanger
1026	5-430	lunch	noun	ᴺendemat	# Orondil
1027	5-440	dinner	noun	ᴺsinyemat	# Helge Fauskanger
1028	5-450	supper	noun	ᴹahtumat	
1029	5-460	peel	verb	ᴺhelta- 	# Helge Fauskanger
1030	5-470	sieve|strain	noun	*ᴱsilta	
1031	5-480	scrape	verb	*ᴱrara-	
1032	5-490	stir|mix	verb	valta-	
1033	5-510	bread	noun	masta	
1034	5-530	dough	noun	ᴹmaxë	
1035	5-540	knead	verb	ᴺmaxata-	
1036	5-550	meal|flour	noun	mulë	
1037	5-560	crush|grind	verb	*ᴱmal-	
1038	5-570	mill	noun	*ᴱmulmin	
1039	5-580	mortar	noun		
1040	5-590	pestle	noun		
1041	5-610	meat	noun	ᴹapsa	
1042	5-630	sausage	noun		
1043	5-640	soup|broth	noun	*ᴱsulpa	
1044	5-650	vegetables	noun	ᴺlaimamatta	# Paul Strack
1045	5-660	bean	noun		
1046	5-700	potato	noun	ᴺcemorva	# Yitzik
1047	5-710	fruit	noun	yávë	
1048	5-712	bunch	noun		
1049	5-750	fig	noun	ᴺrelyávë	# Helge Fauskanger
1050	5-760	grape	noun	ᴺmirupio	
1051	5-770	nut	noun	*pecco	
1052	5-780	olive	noun	ᴺmilpio	# Helge Fauskanger
1053	5-790	oil	noun	*ᴱmillo	
1054	5-791	grease|fat	noun	*ᴱlaru	
1055	5-810	salt	noun	ᴱsingë	
1056	5-820	pepper	noun		
1057	5-821	chili pepper	noun		
1058	5-840	honey	noun	lís	
1059	5-850	sugar	noun	lís	
1060	5-860	milk	noun	ᴱilin	
1061	5-870	milk	noun	ᴱilin	
1062	5-880	cheese	noun	*ᴱtyurmë	
1063	5-890	butter	noun	*ᴱlaru	
1064	5-900	beverage|drink	noun	yulda	
1065	5-910	mead	noun	*ᴱmiruvórë	
1066	5-920	wine	noun	*ᴱmiru	
1067	5-930	beer	noun	*ᴱyav-	
1068	5-940	fermented drink	noun		
1069	5-970	egg	noun	*ᴱohtë	
1070	5-971	egg yolk	noun	ᴺmaldë	# Raccoon
1071	6-110	put on clothes	noun	ᴺhlappo	# Luinyelle
1072	6-120	clothing|clothes	noun	ᴺhampë	# Ales Bican
1073	6-130	tailor	noun		
1074	6-210	cloth	noun	ᴹlannë	
1075	6-220	wool	noun	ᴹtó	
1076	6-230	linen|flax	noun	ᴺpásë	# Helge Fauskanger
1077	6-240	cotton	noun	ᴱlínë	
1078	6-250	silk	noun	*ᴱsamin	
1079	6-270	felt	noun		
1080	6-280	fur	noun	ᴺhelet	# Boris Shapiro
1081	6-290	leather	noun	*ᴱalu	
1082	6-310	spin	verb	ᴹlanya-	
1083	6-320	spindle	noun	ᴺquiril	
1084	6-330	weave	verb	ᴹlanya-	
1085	6-340	loom	noun	ᴹlanwa	
1086	6-350	sew	verb	*ser-	
1087	6-360	needle	noun	*ᴱnelma	
1088	6-370	awl	noun		
1089	6-380	thread	noun	*lanya	
1090	6-390	dye	noun		
1091	6-410	cloak	noun	collo	
1092	6-411	poncho	noun		
1093	6-420	woman's dress	noun	ᴺhlappo	# Luinyelle
1094	6-430	coat	noun	*ᴱvacco	
1095	6-440	shirt	noun	*ᴱlaupë	
1096	6-450	collar	noun		
1097	6-460	skirt	noun	ᴺperwaima	# Luinyelle
1098	6-461	grass-skirt	noun		
1099	6-480	trousers	noun	ᴺtelcohan	# Luinyelle
1100	6-490	stocking|sock	noun	ᴺtótal	# Luinyelle
1101	6-510	shoe	noun	ᴹhyapat	
1102	6-520	boot	noun	*ᴱsaipo	
1103	6-540	shoemaker|cobbler	noun		
1104	6-550	hat|cap	noun	ᴺcarpë	# Verilme
1105	6-570	belt|girdle	noun	*ᴱquilta	
1106	6-580	glove	noun	*ᴱmantal	
1107	6-590	veil	noun	vasar	
1108	6-610	pocket	noun		
1109	6-620	button	noun	ᴺcortangwa	# Parmandil
1110	6-630	pin	noun	ᴹtancal(a)	
1111	6-710	ornament|adornment	noun	netil	
1112	6-720	jewel	noun	mírë	
1113	6-730	ring	noun	*corma	
1114	6-740	bracelet	noun		
1115	6-750	necklace	noun	*ᴱfiringa	
1116	6-760	bead	noun		
1117	6-770	earring	noun		
1118	6-780	headband|headdress	noun	ríma	
1119	6-790	tattoo	noun		
1120	6-810	handkerchief|rag	noun	parco	# Luinyelle
1121	6-820	towel	noun	ᴺparco	# Luinyelle
1122	6-910	comb	noun	*ᴱpequen	
1123	6-920	brush	noun		
1124	6-921	braid	verb	ᴹfindë	
1125	6-930	razor	noun		
1126	6-940	ointment	noun	ᴹlaivë	
1127	6-950	soap	noun	ᴹlipsa	
1128	6-960	mirror	noun	angal	
1129	7-110	dwell|live	verb	ᴱmar-	
1130	7-120	house	noun	cöa	
1131	7-130	hut	noun	cöa	
1132	7-131	garden-house	noun		
1133	7-140	tent	noun	ᴺlancöa	# Helge Fauskanger
1134	7-150	yard|court	noun	ranga	
1135	7-160	men's house	noun		
1136	7-170	cookhouse	noun		
1137	7-180	meeting house	noun		
1138	7-210	room	noun	ᴹsambë	
1139	7-220	door|gate	noun	fendë	
1140	7-221	doorpost|jamb	noun		
1141	7-230	lock	noun		
1142	7-231	latch|door-bolt	noun		
1143	7-240	key	noun	ᴺlatil	# Helge Fauskanger
1144	7-250	window	noun	*ᴱlattin	
1145	7-260	floor	noun	ᴹtalan	
1146	7-270	wall	noun	ramba	
1147	7-310	fireplace	noun	ruimen	
1148	7-320	stove	noun	ᴺurpalda	# Valerie
1149	7-330	chimney	noun		
1150	7-370	ladder	noun	rantala	
1151	7-420	bed	noun	ᴹcaima	
1152	7-421	pillow	noun	ᴹquesset	
1153	7-422	blanket	noun	*ᴱtöallë	
1154	7-430	chair	noun	hanwa	
1155	7-440	table	noun	*ᴱpaluhta	
1156	7-450	lamp|torch	noun	calar	
1157	7-460	candle	noun	lícuma	
1158	7-470	shelf	noun	ᴱpalta	
1159	7-480	trough	noun		
1160	7-510	roof	noun	ᴹtópa	
1161	7-520	thatch	noun	ᴹtupsë	
1162	7-530	ridgepole	noun	ᴺorpano	# Boris Shapiro
1163	7-540	rafter	noun		
1164	7-550	beam	noun	ᴹramba	
1165	7-560	post|pole	noun	ᴹsamna	
1166	7-570	board	noun	ᴹpano	
1167	7-580	arch	noun	*ᴱcúnë	
1168	7-610	mason	noun	ontamo	
1169	7-620	brick	noun	*ᴱtesar	
1170	7-630	mortar	noun		
1171	7-640	adobe	noun		
1172	8-110	farmer	noun	ᴺcemendur	# Helge Fauskanger
1173	8-120	field	noun	ᴹpalar 	
1174	8-130	garden	noun	*ᴱtarwa	
1175	8-150	cultivate|till	verb		
1176	8-160	fence	noun	pelo	
1177	8-170	ditch	noun		
1178	8-210	plow	verb		
1179	8-212	furrow	noun		
1180	8-220	dig	verb	*ᴱsap-	
1181	8-230	spade	noun	sampa	
1182	8-240	shovel	noun	sampa	
1183	8-250	hoe	noun		
1184	8-260	fork	noun	*ᴱnelecco	# Luinyelle
1185	8-270	rake	noun		
1186	8-310	sow	verb	ᴹrer-	
1187	8-311	seed	noun	ᴹerdë	
1188	8-320	mow|reap	verb	ᴺcirihta-	# Helge Fauskanger
1189	8-330	sickle|scythe	noun	circa	
1190	8-340	thresh	verb		
1191	8-350	threshing-floor	noun		
1192	8-410	crop|harvest	noun	*ᴱyausta	
1193	8-420	grain	noun	*ᴱori	
1194	8-430	wheat	noun		
1195	8-440	barley	noun	ᴺfindori	# Helge Fauskanger
1196	8-450	rye	noun		
1197	8-460	oats	noun		
1198	8-470	maize|corn	noun	ᴺmáhis	# VQP
1199	8-480	rice	noun		
1200	8-510	grass	noun	ᴹsalquë	
1201	8-520	hay	noun		
1202	8-530	plant	noun	laima	
1203	8-531	plant	verb		
1204	8-540	root	noun	ᴹsulca	
1205	8-550	branch	noun	olba	
1206	8-560	leaf	noun	lassë	
1207	8-570	flower	noun	lótë	
1208	8-600	tree	noun	ᴺeccalda	# Orondil
1209	8-610	oak	noun	norno	
1210	8-620	beech	noun	ᴹferen	
1211	8-630	birch	noun	hwindë	
1212	8-640	pine	noun	*ᴬsono, *ᴱsúcë	
1213	8-650	fir	noun	ᴱsúcë	
1214	8-660	acorn	noun		
1215	8-670	vine	noun		
1216	8-680	tobacco	noun	alanessë	
1217	8-690	smoke	verb	ᴺustya-	
1218	8-691	pipe	noun	*ᴱrotsë	
1219	8-720	tree stump	noun	tolbo	
1220	8-730	tree trunk	noun	*ᴱpulco	
1221	8-740	forked branch	noun		
1222	8-750	bark	noun	ᴺparda, ᴱparma	# Luinyelle
1223	8-760	sap	noun	ᴹpirya	
1224	8-810	palm tree	noun	*ᴱpaltalda	
1225	8-820	coconut	noun		
1226	8-830	citrus fruit	noun		
1227	8-840	banana tree	noun		
1228	8-850	banyan	noun		
1229	8-910	sweet potato	noun		
1230	8-912	yam	noun		
1231	8-920	tapioca|manioc|cassava	noun		
1232	8-930	gourd	noun	ᴺvelyávë	# Orondil
1233	8-931	pumpkin|squash	noun	ᴺculvelyávë	# Orondil
1234	8-940	bamboo	noun		
1235	8-941	sugar cane	noun		
1236	8-960	fish poison	noun		
1237	8-970	nettle	noun		
1238	8-980	mushroom	noun	*ᴱtelumbë	
1239	9-110	do|make	verb	car-	
1240	9-120	work	verb	mairë	
1241	9-140	bend	verb	cúna-	
1242	9-150	fold	verb		
1243	9-160	tie|bind	verb	*ᴹnut-	
1244	9-161	untie	verb	ᴺúnut-	
1245	9-180	chain	noun	*ᴱlimil	
1246	9-190	rope|cord	noun	ᴺrappa	
1247	9-192	knot	noun	ᴹnútë 	
1248	9-210	strike|hit|beat	verb	ᴹpalpa-	
1249	9-211	pound with fist	verb	*ᴱmalda-	
1250	9-220	cut	verb	*ᴱcir-	
1251	9-221	cut down	verb	ᴹhelma	
1252	9-222	chop|hew	verb	*ᴱmac-	
1253	9-223	stab	verb	*ᴹehta-	
1254	9-230	knife	noun	ᴹsicil	
1255	9-240	scissors|shears	noun		
1256	9-250	ax	noun	*ᴱpelecco	
1257	9-251	adze	noun		
1258	9-260	break	verb	ᴹhat-	
1259	9-261	broken	adjective	rácina	
1260	9-270	split	verb	*ᴱsahta-	
1261	9-280	tear	verb	*ᴱripta-	
1262	9-290	flay|skin	verb	*ᴱripta-	
1263	9-310	rub|wipe	verb	ᴺöapsar-	# Paul Strack
1264	9-320	stretch	verb	*ᴱrahta-	
1265	9-330	pull	verb	tuc-	
1266	9-340	spread out	verb	ᴹlat-	
1267	9-341	hang up	verb	*ᴹlinga-	
1268	9-342	press	verb	nir-	
1269	9-343	squeeze|wring	verb	*ᴱmal-	
1270	9-350	pour	verb	ᴹulya-	
1271	9-360	wash	verb	sov-	
1272	9-370	sweep	verb		
1273	9-380	broom	noun	ᴺolopsë	# Luinyelle
1274	9-422	tool	noun	carma	
1275	9-430	carpenter	noun	ᴹsamno	
1276	9-440	build	verb	carasta-	
1277	9-460	bore	verb	ᴺrotta-	# Tamas Ferencz
1278	9-461	hollow out	verb	ᴹhollow	
1279	9-480	saw	noun	*ᴱsarma	
1280	9-490	hammer	noun	ᴹhammer	
1281	9-500	nail	noun	ᴹtaxë	
1282	9-560	glue	noun		
1283	9-600	smith|blacksmith	noun	sintamo	
1284	9-610	forge	noun	*ᴱtamin	
1285	9-620	anvil	noun	*ᴱonin	
1286	9-630	cast metals	verb	ᴺticuta-	# Orondil
1287	9-640	gold	noun	malta	
1288	9-650	silver	noun	telpë	
1289	9-660	copper|bronze	noun	*ᴱtambë	
1290	9-670	iron	noun	anga	
1291	9-680	lead	noun	*ᴱcanu	
1292	9-690	tin|tinplate	noun	*ᴱlatúcen	
1293	9-710	potter	noun	ᴹcemnaro	
1294	9-720	mold	verb		
1295	9-730	clay	noun		
1296	9-740	glass	noun	calca	
1297	9-750	weave|plait	verb		
1298	9-760	basket	noun	ᴺvircolca	# Melga Fauskanger
1299	9-770	mat	noun		
1300	9-771	rug	noun		
1301	9-780	netbag	noun		
1302	9-790	fan	noun		
1303	9-791	fan	verb		
1304	9-810	carve	verb		
1305	9-820	sculptor	noun	ondomaitar	
1306	9-830	statue	noun		
1307	9-840	chisel	noun		
1308	9-880	paint	noun	ᴺquilma	# Luinyelle
1309	9-890	paint	verb	ᴺemba-	# Arael
