chapter_id	entry_id	meaning	Tsez (Mokok dialect)_CyrillTrans	Tsez (Mokok dialect)_Phonemic	comment
8	450	rye	себис атІ	sebis atʼ	
8	460	oats	тІево	tʼewo	
8	470	maize, corn	симилди	simildi	
8	480	rice	пулав	pulaw	
8	510	grass	бих	bix	
8	520	hay	хъухъаьси бих	quqäsi bix	
8	530	plant (noun)	бих	bix	
8	531	plant (vb)	рилІа	riƛa	
8	540	root	гІаркьел	ʕarƛ̄ʼel	
8	550	branch	ара	ara	
8	560	leaf	лІеІб	ƛeˤb	
8	570	flower	гагали	gagali	
8	600	tree	гъун	ɣun	
8	610	oak	нахІу	naħu	
8	620	beech	пеІпиІ	peˤpiˤ	
8	630	birch	мей	mey	
8	640	pine	ачитІ	ačitʼ	
8	650	fir	йолка	yolka	
8	660	acorn	нахІукІла	naħukʼla	
8	670	vine	кІудос гилу	kʼudos gilu	
8	680	tobacco	таммаку	tammaku	
8	690	smoke (tobacco)	таммакас гутІ	tammakas gutʼ	
8	691	pipe	машу	mašu	
8	720	tree stump	зуди	zudi	
8	730	tree trunk	гъунос бидо	ɣunos bido	
8	740	forked branch	къІулІала ара	qʼˤuƛala ara	
8	750	bark	къІул	qʼˤul	
8	760	sap	чІихІомес лъи	čʼiħomes ɬi	
8	810	palm tree	палма	palma	
8	820	coconut	кокос	kokos	
8	830	citrus fruit	цитрусйос чІихІо	citrusyos čʼiħo	
8	840	banana tree	бананас гъун	bananas ɣun	
8	850	banyan	лигъІус гъун	liɣˤus ɣun	
8	910	sweet potato	батат	batat	
8	930	gourd	хъабахъ	qabaq	
8	931	pumpkin, squash	хъабахъ	qabaq	
8	940	bamboo	бамбук	bambuk	
8	941	sugar cane	чакармос чІархал	čakarmos čʼarxal	
8	960	fish poison (root)	бесурос загьру	besuros zahru	
8	970	nettle	меча	meča	
8	980	mushroom	зикІу	zikʼu	
9	110	do, make	рода	roda	
9	120	work	бейни; хІалтІи	beyni; ħaltʼi	
9	140	bend	ружира	ružira	
9	150	fold	сидакьор рутира	sidaƛ̄ʼor rutira	
9	160	tie, bind	рица	rica	
9	161	untie	рогъа; куша	roɣa; kuša	
9	180	chain	гъугъуди	ɣuɣudi	
9	190	rope, cord	роч; мохо	roč; moxo	
9	192	knot (noun)	тІахІу	tʼaħu	
9	210	strike (hit, beat)	жекІа; атІра	žekʼa; atʼra	
9	211	pound with fist	беси хъиса	besi qisa	
9	220	cut	речІа	rečʼa	
9	221	cut down	кІотІоникІа	kʼotʼonikʼa	
9	222	chop, hew	тІитІа; речІа	tʼitʼa; rečʼa	
9	223	stab	чІалІаІ	čʼaƛaˤ	
9	230	knife	тІахъІ	tʼaqˤ	
9	240	scissors, shears	хъІиричІ	qˤiričʼ	
9	250	ax	гІо	ʕo	
9	251	adze	эшин	ešin	
9	260	break	рекура; чІаІпІ рода	rekura; čʼaˤpʼ roda	
9	261	broken	рецаси; рехаси	recasi; rexasi	
9	270	split	чІалІаІ	čʼaƛaˤ	
9	280	tear	лІахІира	ƛaħira	
9	290	flay, skin	хвалІа	xʷaƛa	
9	310	rub, wipe	хослІа	xosƛa	
9	320	stretch	лІиса; чІодира	ƛisa; čʼodira	
9	330	pull	лІиса	ƛisa	
9	340	spread out	райтехра; райтеха	raytexra; raytexa	
9	341	hang up	риха	rixa	
9	342	press	рикъІира	riqʼˤira	
9	343	squeeze, wring	цеца	ceca	
9	350	pour	этІа	etʼa	
9	360	wash	эсада	esada	
9	370	sweep	ралІаІ	raƛaˤ	
9	380	broom	меш	meš	
9	422	tool	алат; цІарагІ	alat; cʼaraʕ	
9	430	carpenter	хъацис устІар	qacis ustʼar	
9	440	build	рода	roda	
9	460	bore	хъІод; гонду	qˤod; gondu	
9	461	hollow out	гегра	gegra	
9	480	saw	хирих	xirix	
9	490	hammer	квартІа	kʷartʼa	
9	500	nail	окІо	okʼo	
9	560	glue	къони	qʼoni	
9	600	smith, blacksmith	цІигъорахъу	cʼiɣoraqu	
9	610	forge	цІигъо	cʼiɣo	
9	620	anvil	герес къІури	geres qʼˤuri	
9	630	cast (metals)	кесума этІа	kesuma etʼa	
9	640	gold	месед	mesed	
9	650	silver	мицхир	micxir	
9	660	copper, bronze	гьироцІ	hirocʼ	
9	670	iron	гер	ger	
9	680	lead (noun)	кебу	kebu	
9	690	tin, tinplate	алукІани гер	alukʼani ger	
9	710	potter	чІедос къутІузас устІар	čʼedos qʼutʼuzas ustʼar	
9	720	mold (clay etc)	куц бода; куцмокьер рутира	kuc boda; kucmoƛ̄ʼer rutira	
9	730	clay	чІедо	čʼedo	
9	740	glass	чІикай	čʼikay	
9	750	weave, plait	риша	riša	
9	760	basket	куд	kud	
9	771	rug	рутІуга	rutʼuga	
9	780	netbag	чанта	čanta	
9	790	fan (noun)	лъацирахъу	ɬaciraqu	
9	791	fan (vb)	гьава регира	hawa regira	
9	810	carve	речІа	rečʼa	
9	820	sculptor	скулптор	skulptor	
9	830	statue	статуйа	statuya	
9	840	chisel	тІахъІ; эшудори	tʼaqˤ; ešudori	
9	880	paint (noun)	лак; лажбар	lak; lažbar	
9	890	paint (vb)	лак бихІа	lak biħa	
10	110	move	кІекІ-икІа	kʼekʼ-ikʼa	
10	120	turn over	пураьй; пураьр; рутира	puräy; purär; rutira	
10	130	turn around	шетІу бутира	šetʼu butira	
10	140	wind, wrap	шебин рутира	šebin rutira	
10	150	roll	сири рутира	siri rutira	
10	160	drop (vb)	решнада	rešnada	
10	170	twist	шетІура	šetʼura	
10	210	rise	риза; болІиха	riza; boƛixa	
10	220	raise, lift	бизира	bizira	
10	230	fall	бІокьа	bˤoƛ̄ʼa	
10	240	drip	ахуби реша	axubi reša	
10	250	throw	кура	kura	
10	252	catch (ball)	бихъира	biqira	
10	260	shake	шешроха	šešroxa	
10	320	flow	речІулъа; цІукІ богъа	rečʼuɬa; cʼukʼ boɣa	
10	330	sink	лъаьлъхор рихІа; гъанкъизи рохъа	ɬäɬxor riħa; ɣanqʼizi roqa	
10	340	float	лъаьлъ эсанада	ɬäɬ esanada	
10	350	swim	квани бокІно икІа	kʷani bokʼno ikʼa	
10	351	dive	телъхор ихІа	teɬxor iħa	
10	352	splash	швахІлІира; чупи-чапи ричира	šʷaħƛira; čupi-čapi ričira	
10	360	sail (vb)	квани бокІно икІа	kʷani bokʼno ikʼa	
10	370	fly (vb)	гьавакь кІолІа	hawaƛ̄ʼ kʼoƛa	
10	380	blow	паІлІа	paˤƛa	
10	410	creep, crawl	ахокьор икІа	axoƛ̄ʼor ikʼa	
10	412	kneel	бечназакьор цІоха	bečnazaƛ̄ʼor cʼoxa	
10	413	crouch	кІукІумокьор икІа	kʼukʼumoƛ̄ʼor ikʼa	
10	420	slide, slip	паІлІира	paˤƛira	
10	430	jump, leap	этІун кІолІа	etʼun kʼoƛa	
10	431	kick	хІобо цалІа	ħobo caƛa	
10	440	dance	шешокь кІолІа	šešoƛ̄ʼ kʼoƛa	
10	450	walk	ахІнада	aħnada	
10	451	limp	шихъІонйада	šiqˤonyada	
10	460	run	оха	oxa	
10	470	go	икІа	ikʼa	
10	471	go up	содер икІа	soder ikʼa	
10	472	climb	содер иза	soder iza	
10	473	go down	ваІлъхор икІа	waˤɬxor ikʼa	
10	474	go out	охъа	oqa	
10	480	come	айа	aya	
10	481	come back	хизор ута	xizor uta	
10	490	go away, depart	икІа; оха	ikʼa; oxa	
10	491	disappear	гуга	guga	
10	510	flee	боха; бохин бокІлъа	boxa; boxin bokʼɬa	
10	520	follow	хизай неха	xizay nexa	
10	530	pursue	ихъІин ича	iqˤin iča	
10	550	reach, arrive	айа	aya	
10	560	approach	игоха	igoxa	
10	570	enter	телъхор охъа	teɬxor oqa	
10	610	carry (bear)	рижа	riža	
10	612	carry-in-hand	рижа; койаь рижа	riža; koyä riža	
10	613	carry-on-shoulder	рижа; хІирокь рижа	riža; ħiroƛ̄ʼ riža	
10	614	carry-on-head	рижа; къІимкьо рижа	riža; qʼˤimƛ̄ʼo riža	
10	615	carry-underarm	гединолІ рижа	gedinoƛ riža	
10	620	bring	рова	rowa	
10	630	send	ретра	retra	
10	640	lead (vb)	рижа	riža	
10	650	drive	машинакь икІа	mašinaƛ̄ʼ ikʼa	
10	660	ride	гулукь икІа	guluƛ̄ʼ ikʼa	
10	670	push, shove	къІилІа	qʼˤiƛa	
10	710	road	гьуни	huni	
10	720	path	жекІус гьуни	žekʼus huni	
10	740	bridge	лІе	ƛe	
10	750	carriage, wagon, cart	гьоко	hoko	
10	760	wheel	агъІур	aɣˤur	
10	770	axle	им	im	
10	780	yoke	рекьу	reƛ̄ʼu	
10	810	ship	гама	gama	
10	830	boat	лодка	lodka	
10	831	canoe	лодка	lodka	
10	832	outrigger	лодка	lodka	
10	840	raft	плот	plot	
10	850	oar	гамис аку	gamis aku	
10	851	paddle (noun)	гамис аку	gamis aku	
10	852	row (vb)	лъи рогъа	ɬi roɣa	
10	860	rudder	агъІур	aɣˤur	
10	870	mast	мачта	mačta	
10	880	sail (noun)	парус	parus	
10	890	anchor	йакор	yakor	
10	910	harbor, port	порт	port	
10	920	land (vb)	лилйохор айа; къІида гьехъа	lilyoxor aya; qʼˤida heqa	
11	110	have	рохъа; рича	roqa; riča	
11	120	own, possess	рохъа	roqa	
11	130	take	риса	risa	
11	140	seize, grasp	рихъира	riqira	
11	150	hold	рихъирно ричира	riqirno ričira	
11	160	get, obtain	байа; биса	baya; bisa	
11	170	keep, retain	цІунзи рода	cʼunzi roda	
11	180	thing	шебин	šebin	
11	210	give	телІа	teƛa	
11	220	give back	рутира	rutira	
11	240	preserve, look after	цІунзи рода	cʼunzi roda	
11	250	save, rescue	хвасар ода	xʷasar oda	
11	270	destroy	рехура	rexura	
11	280	harm, injure, damage	зарал бода	zaral boda	
11	310	seek, look for	кІеда	kʼeda	
11	320	find	ресура	resura	
11	330	lose	гугира	gugira	
11	340	release, let go	регира	regira	
11	430	money	мицхир	micxir	
11	440	coin	гІабаси	ʕabasi	
11	510	rich	бечедав	bečedaw	
11	520	poor	мискинав	miskinaw	
11	530	beggar	эсирнакІу	esirnakʼu	
11	540	avaricious, stingy	къарумав; жанжали	qʼarumaw; žanžali	
11	610	lend	къарза телІа	qʼarza teƛa	
11	620	borrow	къарза богъа	qʼarza boɣa	
11	630	owe	налъулав	naɬulaw	
11	640	debt	налъи; къарз	naɬi; qʼarz	
11	650	pay (vb)	телІа	teƛa	
11	660	account, reckoning	тІетІерни; хІисаб	tʼetʼerni; ħisab	
11	690	tax, tribute	магъал; налуг	maɣal; nalug	
11	770	hire	заманалъер риса	zamanaɬer risa	
11	780	wages	харж	xarž	
11	790	earn	мицхир бода	micxir boda	
11	810	buy	риса	risa	
11	820	sell	телІа	teƛa	
11	830	trade, barter	телІ-рокІни; хІажи рулъи	teƛ-rokʼni; ħaži ruɬi	
11	840	merchant	базарган	bazargan	
11	850	market (place)	базар; телІ-рокІхоси мочи	bazar; teƛ-rokʼxosi moči	
11	860	store, shop	магазин	magazin	
11	870	price	багьа	baha	
11	880	dear (costly, expensive)	хирийав	xiriyaw	
11	890	cheap	учузав	učuzaw	
11	910	share (distribute)	рулъира	ruɬira	
11	920	weigh	расумокь ризира	rasumoƛ̄ʼ rizira	
12	10	after	хизйо	xizyo	
12	11	behind	хизаза	xizaza	
12	20	beside	пураьза	puräza	
12	30	down, below	вахІо; валъІхор	waħo; waɬˤxor	
12	40	before	адаьзар	adäzar	
12	41	front	адаьз	adäz	
12	50	inside, in	телъ; телъаьза	teɬ; teɬäza	
12	60	outside	махІаза	maħaza	
12	70	under	валъІ	waɬˤ	
12	80	up, above	кьири	ƛ̄ʼiri	
12	110	place	мочи	moči	
12	120	put	эхъра	eqra	
12	130	sit	къІида ича	qʼˤida iča	
12	140	lie down	кеца	keca	
12	150	stand	гьечкІер иза	hečkʼer iza	
12	160	remain, stay	лІеха	ƛexa	
12	170	remains, left overs	лІеху-раьчиру	ƛexu-räčiru	
12	210	collect, gather	рутира	rutira	
12	212	pick up	ризира	rizira	
12	213	pile up	эжулъа	ežuɬa	
12	220	join, unite	тІахІа	tʼaħa	
12	230	separate	гьокІа	hokʼa	
12	232	divide	бикьзи рода	biƛ̄ʼzi roda	
12	240	open	рагъІа	raɣˤa	
12	250	shut, close	рухъа	ruqa	
12	260	cover	цуцикІа; кьихъа	cucikʼa; ƛ̄ʼiqa	
12	270	hide, conceal	рухъІа	ruqˤa	
12	310	high	осах	osax	
12	320	low	лІоІпах	ƛoˤpax	
12	330	top	кичу	kiču	
12	340	bottom	икьу	iƛ̄ʼu	
12	350	end	ахир	axir	
12	352	pointed	цІокъив	cʼoqʼiw	
12	353	edge	чІиму	čʼimu	
12	360	side	пу	pu	
12	370	middle, center	ролІоси	roƛosi	
12	410	right (side)	кутІйокьаза	kutʼyoƛ̄ʼaza	
12	420	left (side)	кечІокьаза	kečʼoƛ̄ʼaza	
12	430	near (adv)	пухІо	puħo	
12	440	far (adv)	махъІи	maqˤi	
12	450	east	бухъ болІаьхзаза; машрикъ	buq boƛäxzaza; mašriqʼ	
12	460	west	бухъ баьтузаза; магъриб	buq bätuzaza; maɣrib	
12	470	north	къилмалъ хизаза; север	qʼilmaɬ xizaza; sewer	
12	480	south	къилма	qʼilma	
12	530	grow	ракъІилъа; риза	raqʼˤiɬa; riza	
12	540	measure	расада	rasada	
12	541	span, fathom	тІом	tʼom	
12	550	large, big	реже	reže	
12	560	small, little	регъе	reɣe	
12	570	long	рехора	rexora	
12	580	tall	осив; рехора	osiw; rexora	
12	590	short	кІотІоно; лІоІпив	kʼotʼono; ƛoˤpiw	
12	610	wide, broad	хІолив	ħoliw	
12	620	narrow	кІакІару	kʼakʼaru	
12	630	thick (in dimension)	речив; ашив	rečiw; ašiw	
12	650	thin (in dimension)	дадару; нишив	dadaru; nišiw	
12	670	deep	телъхор	teɬxor	
12	680	shallow	дадару	dadaru	
12	710	flat	хІолив	ħoliw	
12	730	straight	руйхов	ruyxow	
12	740	crooked	рошаси	rošasi	
12	750	hook	окІо	okʼo	
12	760	corner	чІиму	čʼimu	
12	770	cross	хъанчи	qanči	
12	780	square	къицІи	qʼicʼi	
12	810	round	гелмачІу	gelmačʼu	
12	820	circle	гор; агъІур	gor; aɣˤur	
12	830	sphere, ball	шар	šar	
12	840	line	мухъ	muq	
12	850	hole	гонду	gondu	
12	920	like, similar	рилъаьси	riɬäsi	
12	930	change	хІажа	ħaža	
13	0	zero, nothing	сискин	siskin	
13	10	one	сис	sis	
13	20	two	къІано	qʼˤano	
13	30	three	лъІоно	ɬˤono	
13	40	four	уйно	uyno	
13	50	five	лъено	ɬeno	
13	60	six	илъно	iɬno	
13	70	seven	гІолІно	ʕoƛno	
13	80	eight	билІно	biƛno	
13	90	nine	очІино	očʼino	
13	100	ten	оцІино	ocʼino	
13	101	eleven	оцІино сис	ocʼino sis	
13	102	twelve	оцІино къІано	ocʼino qʼˤano	
13	103	fifteen	оцІино лъІено	ocʼino ɬˤeno	
13	104	twenty	хъу	qu	
13	105	hundred	бишом	bišom	
13	106	thousand	гІазар	ʕazar	
13	107	count	тІетІра	tʼetʼra	
13	140	every, all	насин	nasin	
13	150	much, many	ракъІу	raqʼˤu	
13	160	more	ракъІу	raqʼˤu	
13	170	little (quantity), few	тІакІи	tʼakʼi	
13	180	enough	гІезийав	ʕeziyaw	
13	181	some	шомолІа	šomoƛa	
13	190	multitude, crowd	аши	aši	
13	210	full	рицІаьси	ricʼäsi	
13	220	empty	къІокъІору	qʼˤoqʼˤoru	
13	230	part, piece	къІицІи	qʼˤicʼi	
13	240	half	ролІикІу	roƛikʼu	
13	330	alone, only	сис; систов сис	sis; sistow sis	
13	340	first	гьичІчІа адаьси	hičʼčʼa adäsi	
13	350	last	гьичІчІа хизаси	hičʼčʼa xizasi	
13	360	second	къІано аьлІиру	qʼˤano äƛiru	
13	370	pair	къІано	qʼˤano	
13	380	two times	кІох	kʼox	
13	420	third	лъІоно аьлІиру	ɬˤono äƛiru	
13	440	three times	лъох	ɬox	
14	110	time	заман	zaman	
14	120	age	мих; гІасру	mix; ʕasru	
14	130	new	эцІно	ecʼno	
14	140	young	гІолохъан	ʕoloqan	
14	150	old	эчру	ečru	
14	160	early	къаркьо	qʼarƛ̄ʼo	
14	170	late	михкьор	mixƛ̄ʼor	
14	180	now	гьобжи; гьобой	hobži; hoboy	
14	190	immediately	хехлъикь	xexɬiƛ̄ʼ	
14	210	swift, fast, quick	хехав	xexaw	
14	220	slow	гъогъав	ɣoɣaw	
14	230	hasten, hurry	хехлъизи охъа	xexɬizi oqa	
14	240	retard, delay	кукулІа	kukuƛa	
14	250	begin, beginning	башла бода; башла	bašla boda; bašla	
14	252	last, endure	рехорилъа	rexoriɬa	
14	260	end (temporal)	лъийа	ɬiya	
14	270	finish	лъийра	ɬiyra	
14	280	cease, stop	речІра	rečʼra	
14	290	ready	хІадурав	ħaduraw	
14	310	always	нетин; нетаьй нетин; нетинтов	netin; netäy netin; netintow	
14	320	often	квахатІа	kʷaxatʼa	
14	330	sometimes	соссосихай	sossosixay	
14	331	soon	квахатов	kʷaxatow	
14	332	long-time (for a)	михкьор	mixƛ̄ʼor	
14	340	never	нетикин	netikin	
14	350	again	сосигон	sosigon	
14	410	day	сасахъoси гъуди	sasaqosi ɣudi	
14	420	night	нешируси гъуди	neširusi ɣudi	
14	430	dawn	хъІахІлъи	qˤaħɬi	
14	440	morning	сасахъоси мих	sasaqosi mix	
14	450	noon, midday	хъІишод	qˤišod	
14	451	afternoon	хъІишдаьй содер	qˤišdäy soder	
14	460	evening	нешируси мих	neširusi mix	
14	470	today	йахъІулъ	yaqˤuɬ	
14	480	tomorrow	сасахъ	sasaq	
14	481	day-after-tomorrow	гьудайзико	hudayziko	
14	490	yesterday	хІулъ	ħuɬ	
14	491	day-before-yesterday	адаьйзико	adäyziko	
14	510	hour	сагІат	saʕat	
14	530	clock, timepiece	сагІат	saʕat	
14	610	week	анкь	anƛ̄ʼ	
14	620	Sunday	хІатІан	ħatʼan	
14	630	Monday	итни	itni	
14	640	Tuesday	талат	talat	
14	650	Wednesday	арбагІ	arbaʕ	
14	660	Thursday	хамиз	xamiz	
14	670	Friday	рузман	ruzman	
14	680	Saturday	шамат	šamat	
14	710	month	буци	buci	
14	730	year	лІеІб	ƛeˤb	
14	740	winter	элІни	eƛni	
14	750	spring	их	ix	
14	760	summer	атІони	atʼoni	
14	770	autumn	себи	sebi	
14	780	season	лІеІбас заман	ƛeˤbas zaman	
15	210	smell (vb intrans)	махІ биза	maħ biza	
15	212	sniff	хІикь ролІиха; махІ лІиса	ħiƛ̄ʼ roƛixa; maħ ƛisa	
15	220	smell (vb trans)	махІ лІиса	maħ ƛisa	
15	250	fragrant, good smelling	берцинав махІ	bercinaw maħ	
15	260	stinking, bad smelling	махІцарав махІ	maħcaraw maħ	
15	310	taste	тІагІам	tʼaʕam	
15	350	sweet	гьуинав	huinaw	
15	360	salty	чакъІвана	čaqʼˤʷana	
15	370	bitter	микъав	miqʼaw	
15	380	acid, sour	цекъив	ceqʼiw	
15	390	brackish	чакъІвана рилъе	čaqʼˤʷana riɬe	
15	410	hear	техъа	teqa	
15	420	listen	техъра	teqra	
15	440	sound, noise	гьаракь; хъІалІу-хъуй	haraƛ̄ʼ; qˤaƛu-quy	
15	450	loud	хъІалІанайхоси	qˤaƛanayxosi	
15	460	quiet, silence	лъасаьси; пІес а̄нуси	ɬasäsi; pʼes ānusi	
15	510	see	рукада	rukada	
15	520	look, look at	эза	eza	
15	550	show	рукара	rukara	
15	560	shine	меша	meša	
15	570	bright	мешаьси	mešäsi	
15	610	color	кьер	ƛ̄ʼer	
15	620	light (in color)	чІураьси	čʼuräsi	
15	630	dark (in color)	сасив	sasiw	
15	640	white	алукІа	alukʼa	
15	650	black	хъІаба	qˤaba	
15	660	red	цІуда	cʼuda	
15	670	blue	нига	niga	
15	680	green	нига; цІицІира	niga; cʼicʼira	
15	690	yellow	ичІив	ičʼiw	
15	710	touch	рекьа ата; ритира	reƛ̄ʼa ata; ritira	
15	712	pinch	цІена; рикъІира	cʼena; riqʼˤira	
15	720	feel	рийа; чухъІа	riya; čuqˤa	
15	740	hard	хъІохъІору	qˤoqˤoru	
15	750	soft	кокору	kokoru	
15	760	rough	рІалІов	rˤaƛow	
15	770	smooth	гагару	gagaru	
15	780	sharp	цІокъив	cʼoqʼiw	
15	790	blunt, dull	гутоно; гучоно	gutono; gučono	
15	810	heavy	рокъІив	roqʼˤiw	
15	820	light (in weight)	кикив	kikiw	
15	830	wet, damp	атІив	atʼiw	
15	840	dry	хъухъаьси	quqäsi	
15	850	hot	бобору	boboru	
15	851	warm	татану	tatanu	
15	860	cold	рочІив	ročʼiw	
15	870	clean	бацІадав	bacʼadaw	
15	880	dirty, soiled	тутуру	tuturu	
15	890	wrinkled	лъежаьси	ɬežäsi	
16	110	soul, spirit	рокІу; муши	rokʼu; muši	
16	150	surprised, astonished	хІайран охъаьси	ħayran oqäsi	
16	180	good fortune, luck	рокІхор ракърулъи; талихІ	rokʼxor raqʼruɬi; taliħ	
16	190	misfortune, bad luck	рокІхор рахъинчІирулъи; талихІкъей	rokʼxor raqinčʼiruɬi; taliħqʼey	
16	230	joyful, glad, happy	талихІав; гъІагъІу изаьси	taliħaw; ɣˤaɣˤu izäsi	
16	250	laugh	хъохъолІа	qoqoƛa	
16	251	smile	тІеж эга	tʼež ega	
16	260	play	элІа	eƛa	
16	270	love	эта; йета	eta; yeta	
16	290	kiss	уба бода	uba boda	
16	300	embrace	алъни бода	aɬni boda	
16	310	pain	ролІни	roƛni	
16	320	grief, sorrow, sadness	къварилъи	qʼʷariɬi	
16	330	anxiety, worry	ахІи	aħi	
16	340	regret, be sorry	рокІу реха	rokʼu rexa	
16	350	pity	рокІу раьхурулъи	rokʼu räxuruɬi	
16	370	cry, weep	гІийада	ʕiyada	
16	380	tear (noun)	мов	mow	
16	390	groan	угьи-эгьи ричира	uhi-ehi ričira	
16	410	hate	аца	aca	
16	420	anger	цим	cim	
16	440	envy, jealousy	рокІу лІехуну	rokʼu ƛexunu	
16	450	shame (noun)	нич; ламус	nič; lamus	
16	480	proud	чІухІарав; осив	čʼuħaraw; osiw	
16	510	dare	запІури; бахІарчи	zapʼuri; baħarči	
16	520	brave	запІана; бахІарчийав	zapʼana; baħarčiyaw	
16	530	fear, fright	хІинкъи; гІукьни	ħinqʼi; ʕuƛ̄ʼni	
16	540	danger	хІинкъи	ħinqʼi	
16	620	desire, want	гъира; хьул	ɣira; x̆ul	
16	622	choose	лъетІа	ɬetʼa	
16	630	hope	рокІу райа	rokʼu raya	
16	650	faithful	рокІу райаьси; бужарав	rokʼu rayäsi; bužaraw	
16	660	true	йалъру	yaɬru	
16	670	lie, tell lies	гьереси эса; кьакьахъу элІа	heresi esa; ƛ̄ʼaƛ̄ʼaqu eƛa	
16	680	deceit	бакьира	baƛ̄ʼira	
16	690	forgive	кьираьй охъа	ƛ̄ʼiräy oqa	
16	710	good	игу	igu	
16	720	bad	жука	žuka	
16	730	right, correct	руйхер	ruyxer	
16	740	wrong	мекъав	meqʼaw	
16	760	fault	мекълъи; тІекълъи	meqʼɬi; tʼeqʼɬi	
16	770	mistake, error	мекъ окІелъни	meqʼ okʼeɬni	
16	780	blame	гІайиб эра	ʕayib era	
16	790	praise	бецзи ода	beczi oda	
16	810	beautiful	берцинав; магІдинав	bercinaw; maʕdinaw	
16	820	ugly	сурикъав	suriqʼaw	
16	830	greedy	бахилав	baxilaw	
16	840	clever	гІакъилав	ʕaqʼilaw	
17	110	mind	гІакълу	ʕaqʼlu	
17	130	think (= reflect)	ургъизи охъа	urɣizi oqa	
17	140	think (= be of the opinion)	ургъизи охъа	urɣizi oqa	
17	150	believe	рокІу райра	rokʼu rayra	
17	160	understand	бичІзи рохъа	bičʼzi roqa	
17	170	know	рийа	riya	
17	171	guess	пикру бода	pikru boda	
17	172	imitate	хизай рода	xizay roda	
17	180	seem	рилъе рийа	riɬe riya	
17	190	idea, notion	пикру	pikru	
17	210	wise	гІакъилав	ʕaqʼilaw	
17	220	foolish, stupid	гІантав	ʕantaw	
17	230	insane, crazy	хІинцав	ħincaw	
17	240	learn	рийра; тІетІра	riyra; tʼetʼra	
17	242	study	рийра; тІетІра	riyra; tʼetʼra	
17	250	teach	тІетІра	tʼetʼra	
17	260	pupil	мутагІил; цІалдухъан; ученик	mutaʕil; cʼalduqan; učenik	
17	270	teacher	мугІалим; учител	muʕalim; učitel	
17	280	school	ишкІола	iškʼola	
17	310	remember	рокІкьо ричира	rokʼƛ̄ʼo ričira	
17	320	forget	шукьира	šuƛ̄ʼira	
17	340	clear, plain	рийхоси; бичІарав	riyxosi; bičʼaraw	
17	350	obscure	рийхануси	riyxanusi	
17	360	secret	балъголъи	baɬgoɬi	
17	370	sure, certain	рокІу райаьси	rokʼu rayäsi	
17	380	explain	эса	esa	
17	410	intention, purpose	мурад	murad	
17	420	cause	багьана; гІилла	bahana; ʕilla	
17	430	doubt	шаклъи	šakɬi	
17	440	suspect	шак охъа	šak oqa	
17	441	betray	хийанатлъи рода	xiyanatɬi roda	
17	450	need, necessity	хІажалъи	ħažaɬi	
17	460	easy	кикив; бигьайав	kikiw; bihayaw	
17	470	difficult	захІматав	zaħmataw	
17	480	try, attempt	хІалбики	ħalbiki	
17	490	way, manner	къагІида	qʼaʕida	
17	510	and	-на; ва	-na; wa	
17	520	because	шидалІин элІилъири	šidaƛin eƛiɬiri	
17	530	if	нагахІ	nagaħ	
17	540	or	йа; йаги	ya; yagi	
17	550	yes, affirmative	гьуду	hudu	
17	560	no, negative	ану	ānu	
17	610	how?	дидур	didur	
17	620	how many?	дице	dice	
17	630	how much?	дице	dice	
17	640	what?	шеби	šebi	
17	650	when?	нети	neti	
17	660	where?	на; най	na; nay	
17	670	which?	дидув	diduw	
17	680	who?	шеби	šebi	
17	690	why?	шида	šida	
18	110	voice	гьаракь; хъІалІу	haraƛ̄ʼ; qˤaƛu	
18	120	sing	хъІалІа	qˤaƛa	
18	130	shout, cry out	хъІалІу рокІа	qˤaƛu rokʼa	
18	150	whisper	пушипешлІа	pušipešƛa	
18	160	mumble	шушулІа	šušuƛa	
18	170	whistle	шару йокІа	šaru yokʼa	
18	180	shriek, screech	чІачІалІа	čʼačʼaƛa	
18	190	howl	гуралІа	guraƛa	
18	210	speak, talk	элІа; хабарйада	eƛa; xabaryada	
18	211	stutter, stammer	уулІа	uuƛa	
18	220	say	элІа	eƛa	
18	221	tell story	хабар эса	xabar esa	
18	222	speech (make a)	хабар; калам	xabar; kalam	
18	230	silent (be)	пІес а̄нуси ича	pʼes ānusi iča	
18	240	language	мец	mec	
18	260	word	рожи	roži	
18	280	name	ци	ci	
18	310	ask (question, inquire)	эсира	esira	
18	320	answer	жаваб телІа	žawab teƛa	
18	330	admit, confess	мукІур охъа	mukʼur oqa	
18	340	deny	отІ биса	otʼ bisa	
18	350	ask, request	эсира	esira	
18	360	promise	кьири риса	ƛ̄ʼiri risa	
18	370	refuse	инкар бода	inkar boda	
18	380	forbid	речІра	rečʼra	
18	390	rebuke, scold	акьа	aƛ̄ʼa	
18	410	call (=summon)	гокьа	goƛ̄ʼa	
18	420	call (=name)	эра	era	
18	430	announce	эса	esa	
18	440	threaten	гІукьра	ʕuƛ̄ʼra	
18	450	boast	паІлІукІиха	paˤƛukʼixa	
18	510	write	цаха	caxa	
18	520	read	тІетІра	tʼetʼra	
18	560	paper	кагъат; лІеІб	kaɣat; ƛeˤb	
18	570	pen	рекьихъу; махІи	reƛ̄ʼiqu; maħi	
18	610	book	тІек	tʼek	
18	670	poet	шагІир	šaʕir	
18	710	flute	зурма	zurma	
18	720	drum	къили	qʼili	
18	730	horn, trumpet	машу	mašu	
