chapter_id	entry_id	meaning	Nahuatl (Sierra de Zacapoaxtla variety)_Phonemic	comment
5	220	boil (vb)	mo-molo-ka; molo-ni; čočopoka	*Aztecan .*moloonV.; *Aztecan .*moloonV.; *Aztecan .*moloonV.
5	230	roast, fry	tewaik; tatewac̷	Also ki-c̷oyoni-a.; Also ki-c̷oyoni-a.
5	240	bake	tatoki-a	
5	260	pot, cooking vessel	ahpac̷-ti; kešahpas	'Olla' is komit.; 'Olla' is komit.
5	280	pan	akomit; tenašah	'Comale' is komal. *Aztecan *komaal- 'tortilla gridle'.; 'Comale' is komal. *Aztecan *komaal- 'tortilla gridle'.
5	310	dish	kašahpas; ahpaac̷-ti	
5	320	plate	kašit; kašahpas	
5	330	bowl	šikal	Means 'jícara'. Also tekomat.
5	340	pitcher, jug	a-c̷oc̷okol	*Aztecan *koomV-.
5	350	cup, drinking vessel	tayi-lo-ni	
5	360	saucer	kašahpas-konet	
5	430	lunch	tamahsewa; almasal	
5	450	supper	ta-kʷa ta-yowa-k	kʷa is 'eat'; yowa- is 'night, dark' 14.420, 01.620.
5	460	peel	ki-piš-ka; kišima; kišol-ewa; kakawa-t	Cf. 'skin, hide' 04.120.; Cf. 'skin, hide' 04.120.; Cf. 'skin, hide' 04.120.; Cf. 'skin, hide' 04.120.
5	470	sieve, strain	ki-c̷ec̷elo-a	
5	480	scrape	kišitoma	
5	490	stir, mix	ki-nelo-a; kolini-a	Also ki-ma-nelo-a (with the hand). *Aztecan *oolɨɨnia.; Also ki-ma-nelo-a (with the hand). *Aztecan *oolɨɨnia.
5	530	dough	tiš-ti	Dough made of corn. *Aztecan *tɨš-/ *təš-
5	540	knead	ki-pahpačo-a	
5	560	crush, grind	ki-kʷečo-a; tiskeh	*Aztecan *tɨsɨ, *təsɨ.; *Aztecan *tɨsɨ, *təsɨ.
5	580	mortar (2)	meta-t	*Aztecan *mətla-.
5	590	pestle	meta-ma-it	
5	610	meat	naka-t	Also means 'flesh' 04.130. *Aztecan *naka-.
5	640	soup, broth	kil-a-t; e-mol	The latter is 'bean soup' 05.660.; The latter is 'bean soup' 05.660.
5	650	vegetables	kili-t; kil-toni-l; waw-kilit	Also waw-kili-t; ehkaw; ehkaw-ti.; Also waw-kili-t; ehkaw; ehkaw-ti.; Also waw-kili-t; ehkaw; ehkaw-ti.
5	660	bean	e-t; e-c̷iin	'Frijol torito' is čičimeko; 'frijol gordo' ešoyaman.; 'Frijol torito' is čičimeko; 'frijol gordo' ešoyaman.
5	710	fruit	šoko-t	'Avocado' is awakat. *Aztecan aawaka-. 'Tomato' is toma-t; *Aztecan *toma-.
5	791	grease, fat	tomawa-k; čawa-k	
5	810	salt	ista-t	*Aztecan *ɨsta-.
5	821	chili pepper	či-l; čilito; koko-k	Cf. 'red' 15.660. Also 'chile atole' čilatol; 'chile verde' čilčot. *Aztecan *čiil-.; Cf. 'red' 15.660. Also 'chile atole' čilatol; 'chile verde' čilčot. *Aztecan *čiil-.; Cf. 'red' 15.660. Also 'chile atole' čilatol; 'chile verde' čilčot. *Aztecan *čiil-.
5	840	honey	c̷ope-k-a-t; nekʷ-a-t	Means 'agua miel/ dulce'. Also nek-ti.; Means 'agua miel/ dulce'. Also nek-ti.
5	870	milk (vb)	ki-pac̷ka	Also means 'squeeze' 09.343.
5	900	beverage, drink	a-tol	*Aztecan *atool-, 'atole'.
5	930	beer	ok-ti	Made of maguey plant.
5	940	fermented drink	mo-čikawa-l-tih; kokokat	
5	970	egg	pio-te-t	Lit. 'chicken-rock' 01.440.
5	971	egg yolk	pio-te-šoči-t	šoči-t means 'flower' 08.570.
6	110	put on (clothes)	mo-kʷey-ti-a; mo-taken-ti-a	
6	120	clothing, clothes	tasa-l; i-taken	'Sarape' (man's clothing) is koton; takemit.; 'Sarape' (man's clothing) is koton; takemit.
6	210	cloth	tasa-l; tate-k	
6	220	wool	tohmi-t	Also means 'hair' 04.144.
6	290	leather	kʷetaš	*Aztecan *kʷətaš-.
6	310	spin	ta-c̷awa	*Aztecan *c̷aawa.
6	320	spindle	malaka-t	*Aztecan *malaka-.
6	330	weave	čayal-ti-k	Refers to a 'tejido abierto'. *Aztecan *ihkVti.
6	340	loom	kʷowtahkit	
6	350	sew	tahc̷oma	*Aztecan *c̷oma.
6	360	needle	tahc̷oma-lo-ni	'Thorn' is wic̷-ti. *Aztecan *wic̷-.
6	380	thread	ičti	Refers to 'hilo de maguey, ixtle'. *Aztecan *ɨkpa-.
6	390	dye	ki-tapal-wi-a; kipa	Noun is tapal.; Noun is tapal.
6	410	cloak	kapisayoh	
6	420	woman's dress	i-kʷey; i-taken	keč-kemit means 'huipil'. *Aztecan *kəčkeemV- (?).; keč-kemit means 'huipil'. *Aztecan *kəčkeemV- (?).
6	430	coat	taken-ti; takem-it	
6	450	collar	koskat	
6	460	skirt	kʷeyi-t; i-kʷey	'Lap (of a woman)' is i-kʷešanko. *Aztecan *kʷeey(V)-.; 'Lap (of a woman)' is i-kʷešanko. *Aztecan *kʷeey(V)-.
6	550	hat, cap	i-kʷa-pikka; ikʷa-pikiloni	
6	570	belt, girdle	i-tahko-ilpi-ka	Lit. 'half-tie' 09.160. See 'waist' 04.462.
6	580	glove	ma-tapeč; i-ma-pikka	
6	730	ring (for finger)	i-ma-tepos	Lit. 'possessed-hand-metal'.
6	750	necklace	koska-t	Cf. 'throat' 04.290.
6	770	earring	i-nakas-tapilo-l	
6	910	comb	ta-c̷ikawas-wi-a	Noun is c̷ikawas; c̷ikʷas. *Aztecan *c̷ɨkawaas-.
6	920	brush	ki-šilwi-a; ikʷa-šiluas	
6	921	braid	mo-c̷on-ilpi-a; tamaihki-t	The former means 'hair-tie'. 'Estambre (worsted)' (for the braids) is kolton.; The former means 'hair-tie'. 'Estambre (worsted)' (for the braids) is kolton.
6	950	soap	šapoh	
6	960	mirror	teska-t	
7	110	dwell, live	kal-yeto-k; mo-čan-ti-a	Cf. 'house' 07.120. 'Habitante' is kayot; čaneh.; Cf. 'house' 07.120. 'Habitante' is kayot; čaneh.
7	120	house	kal-i; i-čan	*Aztecan *čaan-.; *Aztecan *čaan-.
7	130	hut	šah-kal	
7	150	yard, court	kal-iš-pan; kal-ten-oh	Note body parts: iš 'face'; ten 'mouth'.; Note body parts: iš 'face'; ten 'mouth'.
7	220	door, gate	kal-ten-c̷akʷi-lo-ni; kal-ten-ti	ten is 'mouth' 04.240.; ten is 'mouth' 04.240.
7	270	wall	te-pami-t; te-paan	Latter is 'stone wall'.; Latter is 'stone wall'.
7	310	fireplace	ti-komit; tekʷileh; ti-ko-n	ti is 'fire'. Cf. 05.260.; ti is 'fire'. Cf. 05.260.; ti is 'fire'. Cf. 05.260.
7	420	bed	koč-pet; i-pet; tapeč	Also kʷopan-ti; kʷowpan-ti 'lecho, camilla'. *Aztecan *tlapəč-.; Also kʷopan-ti; kʷowpan-ti 'lecho, camilla'. *Aztecan *tlapəč-.; Also kʷopan-ti; kʷowpan-ti 'lecho, camilla'. *Aztecan *tlapəč-.
7	421	pillow	kʷa-tapeč	Lit. 'head-bed'.
7	422	blanket	aya-taken; aya-t	taken is 'clothing'.; taken is 'clothing'.
7	430	chair	sewi-lo-ni	sewi is 'rest' 04.912.
7	440	table	mesah	From Span. 'mesa'.
7	450	lamp, torch	ta-wi-l; ta-wil-ti	
7	460	candle	ta-wi-l	
7	480	trough	kʷow-ta-paka-lo-ni	kʷow- is 'wood' 01.430; paka is 'wash' 09.360. Also wapal ta-paka-lo-ni, 'board' 07.570.
7	510	roof	kal-kʷa-ko	Lit. 'house-head (top)-place'.
7	560	post, pole	kʷow-tok	
7	570	board	wapal	
7	610	mason	te-pan-čiw-keh	
7	620	brick	tawah-wilis	
8	120	field (for cultivation)	mil; milah; sintah; sin-mil	*Aztecan *miil-.; *Aztecan *miil-.; *Aztecan *miil-.; *Aztecan *miil-.
8	150	cultivate, till	tekiti milah	Also tamewa.
8	170	ditch	kʷemi-t; kanyoh; tal-kanyoh; akanyoh	
8	210	plow	yuntahtekiti	
8	212	furrow	kʷemi-t	
8	220	dig	kičkʷa; -koyoo-ni; ta-koyoo-ni	Latter forms mean 'to dig holes'.; Latter forms mean 'to dig holes'.; Latter forms mean 'to dig holes'.
8	250	hoe	čapi	
8	260	fork	kʷawmašal	
8	311	seed	šinač	Cf. 'eye'. *Aztecan *aač-.
8	330	sickle, scythe	ohoso	
8	410	crop, harvest	takilot; ta-piška	*Aztecan *piška, 'husk, shell corn'.; *Aztecan *piška, 'husk, shell corn'.
8	470	maize, corn	elo-t; ooloo-t; tago-l	'Blue corn' is yawit. 'Mazorca' is sin-ti; 'small one' is molkat; 'corn cob' is sin-ti ta-piška-l. 'Cabello de elote' is elo-c̷on. 'He is shelling corn' tago-š-tok. *Aztecan *tlayool-(?). *Aztecan *tootomoč- 'corn husk'. *Aztecan *sən-, 'ear of corn'. *Aztecan *eeloo- 'roasting ear'.; 'Blue corn' is yawit. 'Mazorca' is sin-ti; 'small one' is molkat; 'corn cob' is sin-ti ta-piška-l. 'Cabello de elote' is elo-c̷on. 'He is shelling corn' tago-š-tok. *Aztecan *tlayool-(?). *Aztecan *tootomoč- 'corn husk'. *Aztecan *sən-, 'ear of corn'. *Aztecan *eeloo- 'roasting ear'.; 'Blue corn' is yawit. 'Mazorca' is sin-ti; 'small one' is molkat; 'corn cob' is sin-ti ta-piška-l. 'Cabello de elote' is elo-c̷on. 'He is shelling corn' tago-š-tok. *Aztecan *tlayool-(?). *Aztecan *tootomoč- 'corn husk'. *Aztecan *sən-, 'ear of corn'. *Aztecan *eeloo- 'roasting ear'.
8	510	grass	šiwi-t; saka-t	*Aztecan *saka-.; *Aztecan *saka-.
8	520	hay	pač-ti; paštle; saka-t	
8	531	plant (vb)	ki-tooka; ki-tal-tooka; seli-a	The former also means 'bury' 04.780. 'He plants it everywhere' ki-toh-tooka. Also ki-tepewa. tal is 'earth'. *Aztecan *tooka.; The former also means 'bury' 04.780. 'He plants it everywhere' ki-toh-tooka. Also ki-tepewa. tal is 'earth'. *Aztecan *tooka.; The former also means 'bury' 04.780. 'He plants it everywhere' ki-toh-tooka. Also ki-tepewa. tal is 'earth'. *Aztecan *tooka.
8	540	root	nalwa-t	
8	550	branch	i-ma-yo	Cf. 'hand' 04.330; 'arm' 04.310.
8	560	leaf	šiwi-t	Cf. 'feather' 04.393. *Aztecan *šVwV-.
8	570	flower	šoči-t	*Aztecan *šoočɨ-
8	600	tree	kʷowi-t	*Aztecan kʷawɨ-.
8	610	oak	awat	
8	660	acorn	awabeyotah	From Span. 'bellota'.
8	670	vine	kʷo-meka-t	Lit. 'tree-rope' 09.190.
8	690	smoke (tobacco)	ta-čiči-na	Cf. 'suck' 05.160.
8	730	tree trunk	kʷaw-ten-ti	See 'edge' 12.353.
8	750	bark	ewa-t	Also means 'skin' 04.120.
8	760	sap	ičokilo	
8	810	palm tree	kʷow-šiwit	
8	910	sweet potato	kamoh; tal-kamoh	
8	920	tapioca, manioc, cassava	kʷowkamoh	
8	930	gourd	šikal; waho; tekoma-t	See 'bald' 04.930; 'skull' 04.202. Also c̷owahkal; ayoh. *Aztecan *šɨɨka(l)- (?).; See 'bald' 04.930; 'skull' 04.202. Also c̷owahkal; ayoh. *Aztecan *šɨɨka(l)- (?).; See 'bald' 04.930; 'skull' 04.202. Also c̷owahkal; ayoh. *Aztecan *šɨɨka(l)- (?).
8	931	pumpkin, squash	ayoh; ayoh-ti	*Aztecan *ayoh-.; *Aztecan *ayoh-.
8	940	bamboo	aka-t	*Aztecan *aaka-, 'reed'.
8	941	sugar cane	owat c̷ope-k	Lit. 'cane sweet'. 'Cane' is aka-t.
8	980	mushroom	nanaka-t; kosawi-k	Also totol-koskat; kosawi-k; šopic̷a.; Also totol-koskat; kosawi-k; šopic̷a.
9	110	do, make	ki-čiwa; čih-čiiwa	*Aztecan *čiiwa.; *Aztecan *čiiwa.
9	120	work	teki-t; -tekiti; čiwa-lis	*Aztecan *təkɨtɨ.; *Aztecan *təkɨtɨ.; *Aztecan *təkɨtɨ.
9	140	bend	tec̷il-ti-k; čiko-ti-k; ta-tec̷ilol	Also kʷelpačiw-tok.; Also kʷelpačiw-tok.; Also kʷelpačiw-tok.
9	150	fold	ta-kʷelpačo-a	Also košoločo-a.
9	160	tie, bind	k-ilpi-a; ilpi-tok	See 'knot' 09.192. *Aztecan *ɨlpi-.; See 'knot' 09.192. *Aztecan *ɨlpi-.
9	161	untie	ki-kaša-ni-a; ki-kahkawa; motoma-k	*Aztecan *kašaani; *toma.; *Aztecan *kašaani; *toma.; *Aztecan *kašaani; *toma.
9	190	rope, cord	meka-t	
9	192	knot (noun)	ilpi-tok	
9	210	strike (hit, beat)	ki-maga; -mah-maga	The latter is 'strike with the hand'. Also ta-kahkalani-a; ta-kohkomoni-a; kitalwiteki; -wih-wii-teki. 'To beat (with a whip)' is kʷetaš-wi-a; 'to hit (with hand)' is ki-ma-solwi-a; 'to hit (with a stick)' is kʷow-tema.; The latter is 'strike with the hand'. Also ta-kahkalani-a; ta-kohkomoni-a; kitalwiteki; -wih-wii-teki. 'To beat (with a whip)' is kʷetaš-wi-a; 'to hit (with hand)' is ki-ma-solwi-a; 'to hit (with a stick)' is kʷow-tema.
9	211	pound with fist	ki-kʷečo-a; ki-nac̷kʷalti-a	(Hand/fist is not involved.) ?; (Hand/fist is not involved.) ?
9	220	cut	ki-teki; ki-kotona	'Cortado, reventado' is kotol-ti-k. Incorporation: 'cut meat' -naka-teki; 'cut flesh' -naka-yoh-teki. *Aztecan *təkɨtɨ.; 'Cortado, reventado' is kotol-ti-k. Incorporation: 'cut meat' -naka-teki; 'cut flesh' -naka-yoh-teki. *Aztecan *təkɨtɨ.
9	221	cut down	kʷitakepa	
9	222	chop, hew	kokotoc̷a; -teh-teki	
9	223	stab	ki-tihtikʷina-lti-a; tihtikʷini	
9	240	scissors, shears	ta-teki-lo-ni	teki is 'cut' 09.220.
9	260	break	ki-tapana; -tapani; kotoni	*Aztecan *pos.; *Aztecan *pos.; *Aztecan *pos.
9	261	broken	c̷ayak-ti-k; mo-hmoš-ti-k; tapak-ti-k	
9	270	split	ki-tapana	'To split wood' kʷow-tapana.
9	280	tear	ki-c̷ayana	Also kipos-teki; ki-tapana.
9	310	rub, wipe	ki-šakʷalo-a	Also ki-alašo-a.
9	320	stretch	ki-sowa	
9	330	pull	ki-tilana	
9	340	spread out	ki-takac̷o-a	
9	341	hang up	ki-pam-pilo-a; ki-pilo-a	'To hang up different things' -pih-piloo.; 'To hang up different things' -pih-piloo.
9	343	squeeze, wring	ki-pac̷ka; ki-pac̷o-a	Also ki-nac̷kʷal-ti-a.; Also ki-nac̷kʷal-ti-a.
9	350	pour	ki-kepa	
9	360	wash	ki-paka	*Aztecan *paaka.
9	370	sweep	ta-čpana; kočpana	*Aztecan *(tla-)očpaana.; *Aztecan *(tla-)očpaana.
9	380	broom	očpawas	
9	430	carpenter	kʷow-ta-čih-čiw-keh	
9	440	build	čihčiw-tok	
9	460	bore	ki-koyo-ni-a; koyoni	koyo is 'hole' 12.850.; koyo is 'hole' 12.850.
9	480	saw	ta-teki-lo-ni	'Aserrador' is kʷawšinkeh. teki is 'cut' 09.220.
9	500	nail	ki-sohso-a	
9	560	glue	ki-pepečo-a	
9	630	cast (metals)	tepos-ti	Means 'metal'.
9	670	iron	tepos; tepos-ti	Also means 'metal' 09.630.; Also means 'metal' 09.630.
9	740	glass	teska-t	Also means 'mirror' 06.960.
9	750	weave, plait	kihkiti	
9	760	basket	čikiwi-t; tanah	
9	770	mat	peta-t; tapeč; akapeč-ti	*Aztecan *pətla-.; *Aztecan *pətla-.; *Aztecan *pətla-.
9	790	fan (noun)	ta-pipic̷a-lo-ni	
9	791	fan (vb)	ki-tamota	
9	830	statue	nekec̷a-lis	
9	880	paint (noun)	tapal; kʷikʷi-l-ti-k	
9	890	paint (vb)	ki-tapal-wi-a	
10	110	move	ki-olini-a; ki-manelo-a; ki-nelo-a	
10	120	turn over	ki-nelo-a	Also ki-noki-a; ki-c̷onikanoki-a; kic̷on-kʷepa.
10	130	turn around	ki-kepa; mo-kepa; mo-malaka-čo-a	
10	140	wind, wrap	ki-kemilo-a; ki-piki	*Aztecan *(pi)pilowa.; *Aztecan *(pi)pilowa.
10	150	roll	te-tekʷino-l	Also ki-yowalo-a; tamaololol.
10	170	twist	ki-tec̷ilo-a; mo-malaka-čo-a	Also ki-malina.; Also ki-malina.
10	210	rise	-seen-tehko; tehko-ka	Respectively: 'to go up together; he went up'.; Respectively: 'to go up together; he went up'.
10	220	raise, lift	ki-ahakʷi	Also ki-ewa; mewa; ki-tehkol-ti-a. *Aztecan *təhko.
10	230	fall	wec̷i; -wec̷o	Latter is 'fall'. *Aztecan *wəc̷ɨ.; Latter is 'fall'. *Aztecan *wəc̷ɨ.
10	240	drip	čičipika; čipini; čalani	
10	250	throw	ki-ta-mota	'Throw (it) out' -kalaan-ta-moota; 'throw out' -kalaan-kiiš-tii-h. *Aztecan *mootla.
10	260	shake	wi-wiška; kʷe-kʷetaka	Also wiwiyoka; ta-c̷ec̷elo-a. *Aztecan *c̷əlowa.; Also wiwiyoka; ta-c̷ec̷elo-a. *Aztecan *c̷əlowa.
10	330	sink	pan-kalaki; mo-pac̷-toka	Cf. 'bury, plant'.; Cf. 'bury, plant'.
10	340	float	nemi a-iš-ko	Lit. 'walk' + water-face-locative.
10	350	swim	ahkʷi	
10	352	splash	čačakʷaka; čačapaka; čačapani	'Salpica, busea' is čoponi.; 'Salpica, busea' is čoponi.; 'Salpica, busea' is čoponi.
10	370	fly (vb)	pata-ni	*Aztecan *pataanV.
10	380	blow	ki-pi-pic̷a; ki-pic̷a	'Blow (the wind)' ta-eheka. *Aztecan *-piic̷a.; 'Blow (the wind)' ta-eheka. *Aztecan *-piic̷a.
10	410	creep, crawl	mo-titilac̷a; mo-išakawilana	
10	412	kneel	mo-tan-kʷa-kec̷a	tan-kʷa- is 'knee' 04.360.
10	420	slide, slip	ta-šolawa; alak-ti-k; alawa-k	'Escurrir' is ihšika.; 'Escurrir' is ihšika.; 'Escurrir' is ihšika.
10	430	jump, leap	c̷ikʷi-ni	
10	431	kick	-mec̷-topeewa; ki-tel-iksa	
10	440	dance	mihtoti-a; kʷesaltin; wewes	Latter forms are 'bailador'. *Aztecan *-ɨhtootia.; Latter forms are 'bailador'. *Aztecan *-ɨhtootia.; Latter forms are 'bailador'. *Aztecan *-ɨhtootia.
10	450	walk	-nemi; neh-nemi; -nen; -nehnen	
10	460	run	mo-talo-a	*Aztecan *-tlalowa.
10	470	go	neh-nemi; nemi; yowi; -ow; yow-; -yah	'To pass' is pano-a. 'To stroll' is pašalo-a; 'he is passing' pašaalooh-tok. *Aztecan *panowa.; 'To pass' is pano-a. 'To stroll' is pašalo-a; 'he is passing' pašaalooh-tok. *Aztecan *panowa.; 'To pass' is pano-a. 'To stroll' is pašalo-a; 'he is passing' pašaalooh-tok. *Aztecan *panowa.; 'To pass' is pano-a. 'To stroll' is pašalo-a; 'he is passing' pašaalooh-tok. *Aztecan *panowa.; 'To pass' is pano-a. 'To stroll' is pašalo-a; 'he is passing' pašaalooh-tok. *Aztecan *panowa.; 'To pass' is pano-a. 'To stroll' is pašalo-a; 'he is passing' pašaalooh-tok. *Aztecan *panowa.
10	471	go up	tehko; pan-kisa; kahakʷi	'To go up together' -seen-tehko.; 'To go up together' -seen-tehko.; 'To go up together' -seen-tehko.
10	473	go down	temo-wa	'Bajado' is wal-temolis. 'He is making it go down' ki-temooltiih-tok. *Aztecan *təmo(wa).
10	474	go out	kisa; -kiiš; ewtewa	'To leave hastily' -kiiš-ti-wec̷i.; 'To leave hastily' -kiiš-ti-wec̷i.; 'To leave hastily' -kiiš-ti-wec̷i.
10	480	come	wic̷a; wala-; wiki	Latter form is irregular verb. *Aztecan *wiic̷-; *waallaah-.; Latter form is irregular verb. *Aztecan *wiic̷-; *waallaah-.; Latter form is irregular verb. *Aztecan *wiic̷-; *waallaah-.
10	481	come back	mo-kepa; išpeta-ni	'To return it' is ki-kʷepa.; 'To return it' is ki-kʷepa.
10	490	go away, depart	ki-kawa; ki-kač-tewa	Cf. 'forget' 17.320. *Aztecan *kiisa.; ? - Cf. 'forget' 17.320. *Aztecan *kiisa.
10	510	flee	čolo-a; čoloh-ti-nemi	Latter is 'he goes along furtively'.; Latter is 'he goes along furtively'.
10	520	follow	-toka; ta-toh-toka; ki-sen-toka	sen- is 'together'.; sen- is 'together'.; sen- is 'together'.
10	530	pursue	-toka	'Follow footsteps' -mec̷-toh-toka.
10	550	reach, arrive	ki-ahsi; ehko	*Aztecan *ahsi.; *Aztecan *ahsi.
10	570	enter	kalaki	
10	610	carry (bear)	ta-mama; kʷika	'To unload' -ta-mama-l-kiiš-tii. *Aztecan *maama.; 'To unload' -ta-mama-l-kiiš-tii. *Aztecan *maama.
10	612	carry-in-hand	ki-mah-čana	
10	620	bring	-wiikaa; kʷal-kʷi; -waal-kʷii	
10	630	send	ki-titani	
10	640	lead (vb)	ki-yekana; -čaana	'Lead with the hand' is -mah-čaana.; 'Lead with the hand' is -mah-čaana.
10	650	drive	ki-neh-nemi-l-ti-a	
10	710	road	oh-ti	*Aztecan *oh-.
10	720	path	oh-ti; oh-pic̷a-k	*Aztecan *oh-.; *Aztecan *oh-.
10	750	carriage, wagon, cart	tal-kišti-lo-ni	For hauling dirt, tal.
10	760	wheel	yowa-l-ti-k	yowa also means 'round' 12.810; 'night' 14.420. 'Goes around' is malakač-ti-k. See 'turn around' 10.130.
11	110	have	ki-pi-ya	*Aztecan *piya.
11	120	own, possess	-w; -wan	Respectively: occurs with singular; occurs with plural. 'Possessions/property' is i-aška-ko; te-aška-t.; Respectively: occurs with singular; occurs with plural. 'Possessions/property' is i-aška-ko; te-aška-t.
11	130	take	ki-kʷi; tahkʷani-a; kʷi-lia	'Take out' is k-išti-a.; 'Take out' is k-išti-a.; 'Take out' is k-išti-a.
11	140	seize, grasp	ki-kʷi; -maa-kʷi-li	Latter is 'seize from, take from'.; Latter is 'seize from, take from'.
11	150	hold	ki-kic̷ki-a	
11	170	keep, retain	ki-piya	*Aztecan *piya.
11	180	thing	tehsa	Nominalizer: -l; -lis; -yot.
11	210	give	ki-maka; ki-te-maka	Also te-tayokoli-a. *Aztecan *maka.; Also te-tayokoli-a. *Aztecan *maka.
11	270	destroy	ki-weh-welo-a	Cf. 'old' 14.150.
11	280	harm, injure, damage	ki-čiwilia mal; mo-ihtako-a	Also ki-koko-a.; Also ki-koko-a.
11	310	seek, look for	ki-teemo-wa	*Aztecan *teemowa.
11	320	find	ki-ahsi; mo-mati	*Aztecan *ɨhta, also 'see'.; *Aztecan *ɨhta, also 'see'.
11	330	lose	ki-polo-wa	'To be lost' -pooliwi; -polo-wi. *Aztecan *polowa.
11	430	money	tomin	
11	510	rich	tomin piš-keh	tomin is 'money' 11.430.
11	520	poor	naken amo kipia ten i-aška	Lit. 'someone negative has ? possessions'.
11	530	beggar	naken tahtani maj	'To beg' is ta-tetekiwi-a.
11	540	avaricious, stingy	c̷oc̷oka-t	
11	620	borrow	tanew-ti; -tanewi	
11	630	owe	tawika	
11	640	debt	tawika-lis	
11	650	pay (vb)	taštawa; -ištaa	'His/her pay' is i-tatan.; 'His/her pay' is i-tatan.
11	810	buy	ki-kowa	'Cause to be purchased' -ko-wi. *Aztecan *kowa.
11	820	sell	ki-namaka	
11	870	price	i-pati-w	
11	880	dear (costly, expensive)	pati-oh	
11	890	cheap	amo pati-oh	Lit. 'not expensive'. Also c̷inkisa.
11	910	share (distribute)	ki-šeh-šelo-a	
12	11	behind	ta-i-kampa; i-kampa; i-kan	Cf. 'back' 04.190.; Cf. 'back' 04.190.; Cf. 'back' 04.190.
12	20	beside	anal; anal-pa; inakastan	'Al otro lado'.; 'Al otro lado'.; 'Al otro lado'.
12	30	down, below	tani; ne win-tani	
12	40	before	ačto; ačto-pa	
12	41	front	ta-iš-pan; iš-ten-oh; iš-pan	Cf. 'face' 04.204; 'eye' 04.210; 'mouth' 04.240.; Cf. 'face' 04.204; 'eye' 04.210; 'mouth' 04.240.; Cf. 'face' 04.204; 'eye' 04.210; 'mouth' 04.240.
12	50	inside, in	ihti-k; ta-ihti-k; aktok; -ko	Cf. 'intestines' 04.461. *Aztecan *-ɨhtɨ-k.; Cf. 'intestines' 04.461. *Aztecan *-ɨhtɨ-k.; Cf. 'intestines' 04.461. *Aztecan *-ɨhtɨ-k.; Cf. 'intestines' 04.461. *Aztecan *-ɨhtɨ-k.
12	60	outside	kalan; kalam-pa	
12	70	under	tatam-pa	
12	80	up, above	ahko; ipan; pani	See 'shoulder' 04.300. 'High place' is ahko-pa. *Aztecan *-pan, 'on, place'.; See 'shoulder' 04.300. 'High place' is ahko-pa. *Aztecan *-pan, 'on, place'.; See 'shoulder' 04.300. 'High place' is ahko-pa. *Aztecan *-pan, 'on, place'.
12	110	place	-kan; -an; seko; -ko	Latter form is locative indicating inside.; Latter form is locative indicating inside.; Latter form is locative indicating inside.; Latter form is locative indicating inside.
12	120	put	ki-tali-a	*Aztecan *tlaalia.
12	130	sit	ki-tokoc̷-tali-a; mo-tali-a	'Seated' is tokoc̷-yeto (located), lit. 'shorten oneself' 12.590. Cf. 'put' 12.120.; 'Seated' is tokoc̷-yeto (located), lit. 'shorten oneself' 12.590. Cf. 'put' 12.120.
12	140	lie down	ki-teka; wec̷-tok	*Aztecan *teeka.; *Aztecan *teeka.
12	150	stand	ihka-tok; ihka-tok melawak; kec̷a	Second form means 'vertical'. *Aztecan *kəc̷a.; Second form means 'vertical'. *Aztecan *kəc̷a.; Second form means 'vertical'. *Aztecan *kəc̷a.
12	160	remain, stay	mo-kawa	*Aztecan *kaawa.
12	170	remains, left overs	ten mo-kawa-k	
12	210	collect, gather	ki-ololo-a	Also ki-sen-tili-a; sen is 'together'.
12	213	pile up	ki-nepano-a; ki-tema; mo-teema	
12	220	join, unite	ki-sen-tili-a; mo-nečiko-a	
12	230	separate	ki-šelo-a; ki-taman-šel-ka	
12	232	divide	ki-šelo-a; ki-tahko-šelo-a	tahko is 'half'.; tahko is 'half'.
12	240	open	ta-tapo-wa	'Cause to be opened' -tapo-wi; 'open the top of' -kʷaa-tapoo. *Aztecan *tapowa.
12	250	shut, close	ki-c̷akʷa	*Aztecan *c̷akʷa.
12	260	cover	ta-topalwi-a; ki-pačo-a; ki-c̷akʷa	Also i-ten-c̷ak-ka; 'cover with dirt' -taal-pačoo.; Also i-ten-c̷ak-ka; 'cover with dirt' -taal-pačoo.; Also i-ten-c̷ak-ka; 'cover with dirt' -taal-pačoo.
12	270	hide, conceal	ki-tati-a; ki-ičtakaewa	
12	310	high	wehka-pan; wehka-pan-ti-k	
12	330	top	ta-kʷa-pan	'Top of mountain' is tepe-kʷa-ko; tepe-kʷa-pan; kʷa also means 'head' 04.200. *Aztecan *-pan; *-(ɨ)kpa-k.
12	350	end	kampa c̷on-tami	tami also means 'finish' 14.270. *Aztecan *tlami.
12	352	pointed	kʷa-yeka-pic̷-ti-k; yeka-pic̷-ti-k	Cf. 'nose' 04.230. 'Point' is i-kʷa-pan; see 'top' 12.330.; Cf. 'nose' 04.230. 'Point' is i-kʷa-pan; see 'top' 12.330.
12	353	edge	ta-ten-oh; tama-čiw-tok	See 'mouth' 04.240; 'cheek' 04.208. 'Edge (of road)' is oh-ten-oh; 'edge (of river)' is a-ten-ten-oh; also weyi-a-ten-oh.; See 'mouth' 04.240; 'cheek' 04.208. 'Edge (of road)' is oh-ten-oh; 'edge (of river)' is a-ten-ten-oh; also weyi-a-ten-oh.
12	360	side	i-poš-nakas-tan	See 'stomach' 04.460; 'ear' 04.220.
12	370	middle, center	ta-tahko-yan	tahko is 'half'.
