chapter_id	entry_id	meaning	Ancient Aramaic_Phonemic	comment
10	490	go away, depart	ʔezal; pṭar; praš; ʔarχeḳ	
10	491	disappear	ʔezal; ʔetʁalem	
10	510	flee	ʁraḳ	
10	520	follow	rdap; dbaḳ; ʔagged; ʁḳab	
10	530	pursue	rdap	
10	550	reach, arrive	mṭā	
10	560	approach	ḳreb	
10	570	enter	ʁal	
10	610	carry (bear)	ṭʁan; sbal; šḳal	
10	613	carry-on-shoulder	ktap	
10	620	bring	ʔaytī; ybal; ʔawbel	
10	630	send	šlaχ; šaddar	
10	640	lead (vb)	dbar; dabbar	
10	650	drive	rdā	
10	660	ride	rkeb	
10	670	push, shove	dχā; dχap; dχaḳ	
10	710	road	ʔorχā	
10	720	path	šbīlā; kebšā	
10	740	bridge	gešrā; tattūrā	
10	750	carriage, wagon, cart	ʁāgaltā	
10	760	wheel	galglā; gīglā	
10	770	axle	sarnā; šūrā	
10	780	yoke	nīrā; zawgā; paddānā	
10	810	ship	ʔellpā; spīttā	respectively: the general term for a waterborn vessel and a large, planked ship; respectively: the general term for a waterborn vessel and a large, planked ship
10	830	boat	ʔellpā; būṣītā	
10	840	raft	klakkā; mākūtā	
10	850	oar	līḳā; gādōpā	
10	860	rudder	līḳā	
10	870	mast	turnā; sḳaryā	
10	880	sail (noun)	kuttïnā; ḳunbā	
10	890	anchor	ʔanḳōrā; ʔewḳīnā	Gk. loanwords; Gk. loanwords
10	910	harbor, port	lmēnā	Gk. loanword
11	110	have	ʔīt-l-	pseudo-verb; lit. 'there is to'
11	120	own, possess	ḳnā	
11	130	take	nseb; šḳal; lḳaχ	
11	140	seize, grasp	ʔeχad	
11	150	hold	ʔeχad	
11	160	get, obtain	ḳnā	
11	170	keep, retain	nṭar	
11	180	thing	ṣbūtā	
11	210	give	ntan; yhab	
11	220	give back	ʔatīb	
11	240	preserve, look after	nṭar	
11	250	save, rescue	šēzeb; χsak; ʔaṣṣel; paṣṣī	
11	270	destroy	ʔabbed; baṭṭel; gmar; šēṣī; ṭalleḳ; sayyep; star; paggar; šallem	
11	280	harm, injure, damage	χabbel; nkā; pdaʁ	
11	310	seek, look for	bʁā	
11	320	find	ʔeškaχ	
11	330	lose	ʔabbed	
11	340	release, let go	ʔappeḳ; paṭṭar; ʔapraχ	
11	430	money	kaspā; māmōnā	
11	440	coin	zūzā; ṭabʁā; mōnēṭā; māʁtā	
11	510	rich	ʁattīr	
11	520	poor	ʁanē; meskēnā	
11	530	beggar	sāχōrā; χādōrā; maʁdyā	
11	540	avaricious, stingy	ḳallōṭ	
11	610	lend	ʔawzep; ʔašʔel	
11	620	borrow	yzap; šʔal	
11	630	owe	ʔettχīb	
11	640	debt	χawbē; χubblā	
11	650	pay (vb)	praʁ; šallem	
11	660	account, reckoning	χešbānā	
11	690	tax, tribute	maksā; blō; hlāk; gbītā; zedḳā; ṭʁūntā	
11	770	hire	ʔegar	
11	780	wages	ʔagrā	
11	790	earn	ʔawgar; pʁal	
11	810	buy	zban	
11	820	sell	zabben	
11	830	trade, barter	sχar; ʔetʁseḳ-b-	
11	840	merchant	taggārā	
11	850	market (place)	šūḳā	
11	860	store, shop	χānūtā; bēt-taggārūtā	
11	870	price	dmayyā; ṭēmē; mχīrā; šaʁrā	
11	880	dear (costly, expensive)	yaḳḳīr	
11	890	cheap	zallīl	
11	910	share (distribute)	šawtep	
11	920	weigh	tḳal	
12	10	after	bātar	
12	11	behind	bātar; loχrē; men-lχor	
12	20	beside	basṭar; ʁal-yad	
12	30	down, below	mellraʁ ̃ lraʁ; ltaχt ̃ men-tχot; taχtā	
12	40	before	ḳodām; men-ḳodām	
12	41	front	ḳdam	
12	50	inside, in	gaw	
12	60	outside	bar	
12	70	under	taχt ̃ tχot	
12	80	up, above	men-ʁal; men-ʁellāwē	
12	110	place	ʔatrā	
12	120	put	sām	
12	130	sit	yteb	
12	140	lie down	škab; gnā; dmok; mak; rbaʁ	
12	150	stand	ḳām	
12	160	remain, stay	yteb; pāš	
12	170	remains, left overs	yutrānā; šʔārā	
12	210	collect, gather	knaš; gbā	
12	212	pick up	nsab; šḳal	
12	213	pile up	ʁarrem	
12	220	join, unite	ʔaχχed	
12	230	separate	praḳ; praṭ	
12	232	divide	plag	
12	240	open	ptaχ	
12	250	shut, close	ʔeχad; sgar; skar; ʔagīp; ṭammem; ṭpā	depends on whether the object is a door; gate, pot, dam, etc.; depends on whether the object is a door; gate, pot, dam, etc.; depends on whether the object is a door; gate, pot, dam, etc.; depends on whether the object is a door; gate, pot, dam, etc.; depends on whether the object is a door; gate, pot, dam, etc.; depends on whether the object is a door; gate, pot, dam, etc.
12	260	cover	χpā	
12	270	hide, conceal	gnaz ̃ gnā; ṭmar	
12	310	high	rām; zḳīp	
12	320	low	špel	
12	330	top	rēšā	
12	340	bottom	ʔarʁītā; ʔeštā	
12	350	end	sēpā	
12	352	pointed	χarrīp	
12	353	edge	χurpā; pūmā	
12	360	side	gabbā; gīsā; dapnā; kenpā	
12	370	middle, center	meṣʁā	
12	410	right (side)	yammīnā	
12	420	left (side)	smālā	
12	430	near (adv)	qrīb; smīk	
12	440	far (adv)	rχīḳ	
12	450	east	madnχā	
12	460	west	maʁrbā	
12	470	north	garbyā ̃ ṣpōnā	
12	480	south	taymnā ̃ drōmā	
12	530	grow	rbā; yreb; yʁā; sgā	
12	540	measure	kāl; mad; mšaχ; mtaχ; saḳḳem	volume: kāl;; volume: kāl;; volume: kāl;; volume: kāl;; volume: kāl;
12	541	span, fathom	ʔamtā	
12	550	large, big	rab	
12	560	small, little	zʁēr ̃ zʁōr	
12	570	long	ʔarrīk	
12	580	tall	rab	
12	590	short	māk; makkīk	
12	610	wide, broad	ptē	
12	620	narrow	ḳṭīn; ʁīḳ	
12	630	thick (in dimension)	ʁbē	
12	650	thin (in dimension)	ḳṭīn	
12	670	deep	ʁammīḳ	
12	710	flat	šṭīχ; špē	
12	730	straight	trīṣ	
12	740	crooked	ʁḳīm; ptīl	
12	750	hook	χakktā	
12	760	corner	zāwītā	
12	770	cross	ṣlībā	
12	780	square	mrabbʁā	
12	810	round	glīl ̃ ʁgīl	
12	830	sphere, ball	ʔaspēr	Gk. loanword
12	840	line	serṭā	only for a scratched or inscribed line
12	850	hole	bezʁā; χōrā; χlālā; neḳbā	
12	920	like, similar	kwāt	
12	930	change	šnā; ʔeštannī	
13	0	zero, nothing	lā-mindʁam ̃ lā-meddem	
13	10	one	χad	
13	20	two	trēn	
13	30	three	tlāt	
13	40	four	ʔarbaʁ	
13	50	five	χammeš	
13	60	six	šett	
13	70	seven	šbaʁ	
13	80	eight	tmānē	
13	90	nine	tšaʁ	
13	100	ten	ʁsar	
13	101	eleven	χadaʁsar	
13	102	twelve	trēʁsar	
13	103	fifteen	χamšaʁsar	
13	104	twenty	ʁesrīn	
13	105	hundred	mʔā	
13	106	thousand	ʔālep	
13	107	count	mnā	
13	140	every, all	kull	
13	150	much, many	saggī ̃ npeš ̃ ṭāb	
13	160	more	yattīr; ṭāb; ṭpē	
13	170	little (quantity), few	bṣīr; dlīl; zʁōr ̃ zʁēr; ḳallīl	
13	180	enough	spīḳ	
13	190	multitude, crowd	sīʁtā; ʔāklōs	
13	210	full	mlē	
13	220	empty	rēḳān	
13	230	part, piece	gzārā	
13	240	half	pelgā	
13	330	alone, only	lχōd ̃ balχōd; yχīd	
13	340	first	ḳādmāy	
13	350	last	ʔaχrāy	
13	360	second	tenyānāy	
13	370	pair	zawgā	
13	380	two times	χad-trēn	
13	420	third	tlītāy	
13	440	three times	χad-tlāt	
14	110	time	šaʁtā	
14	120	age	ḳawmātā	
14	130	new	χdat	
14	140	young	zʁōr ̃ zʁēr	lit. 'small'. Usually 'young' is expressed by separate words for each species.
14	150	old	ʁteḳ; sāb	
14	160	early	ḳaddīm; χrep	
14	170	late	ʔpel; lḳīš	of the arrival of animals or crops.; of the arrival of animals or crops.
14	180	now	kʁan ̃ hā-ʁeddānā; hākēl ̃ kaddūn	
14	190	immediately	men-yad	
14	210	swift, fast, quick	zrīz; ḳlīl; mhīr	
14	220	slow	mattīn; naggīr	
14	230	hasten, hurry	ʔezdrez; ʔawχī; ḳal	
14	240	retard, delay	ʔaχχar	
14	250	begin, beginning	šarrī; šurrāyā	
14	252	last, endure	ḳām	
14	260	end (temporal)	sēpā; ʔaχrāytā	
14	270	finish	passeḳ; χassel; ṭalleḳ; šallī; ʔašlem	
14	280	cease, stop	ḳām; bṭel	
14	290	ready	mzamman ̃ zmīn	
14	310	always	btaddīrā ̃ bʔammīn; kull-ʔemat	
14	320	often	saggī	
14	330	sometimes	zimnīn ̃ zabnātā	
14	331	soon	ḳarrīb	
14	332	long-time (for a)	kbār ̃ lhal; nugrā	
14	340	never	mtōm	
14	350	again	tūb	
14	410	day	yawmā	
14	420	night	lēlyā	
14	430	dawn	noghā ̃ maghā; šuprā ̃ šparpar	
14	440	morning	ṣaprā	
14	450	noon, midday	ṭahrā	
14	451	afternoon	minχtā; pānyā	
14	460	evening	ramšā	
14	470	today	yawmānā	
14	480	tomorrow	mχār; lamχārtā	
14	481	day-after-tomorrow	lbātar-mχǟr	
14	490	yesterday	ʔetmāl ̃ ʔetmālī	
14	491	day-before-yesterday	dḳodmōhi ̃ mnātmāl	
14	510	hour	šaʁtā	
14	530	clock, timepiece	bēt-šaʁʁē; ʔōrōlōgā	
14	610	week	šabbtā	
14	620	Sunday	χad-b-šabbā	
14	630	Monday	trēn-b-šabbā	
14	640	Tuesday	tlātā-b-šabbā	
14	650	Wednesday	ʔarbʁ̈ā-b-šabbā	
14	660	Thursday	χammeš-b-šabbā	
14	670	Friday	ʁrūbtā	
14	680	Saturday	šabbtā	
14	710	month	yarχā	
14	730	year	šattā	
14	740	winter	satwā	
14	750	spring	ʔabīb ̃ nīsān	
14	760	summer	ḳayṭā	
14	770	autumn	tešrē	So in Syriac. Traditionally, though, no such season is recognized in the Near East.
14	780	season	ʔešūnā	
15	210	smell (vb intrans)	bsem; zham; pāχ	respectively: 'smell pleasant', 'stink', 'be fragrant'; respectively: 'smell pleasant', 'stink', 'be fragrant'; respectively: 'smell pleasant', 'stink', 'be fragrant'
15	220	smell (vb trans)	ʔarīχ	
15	250	fragrant, good smelling	bassīm	
15	260	stinking, bad smelling	srē; mzahham	
15	310	taste	ṭʁam	
15	350	sweet	χlē; bassīm	
15	360	salty	mlīχ	
15	370	bitter	marrīr	
15	380	acid, sour	χammūṣ	
15	410	hear	šmaʁ	
15	420	listen	ṣāt; ʔaṣīt; šmaʁ	
15	440	sound, noise	ṣawtā; ḳālā; bat-ḳāl	
15	450	loud	taḳḳīp	Lit. 'strong'. Various other circumlocutions are also used: sounds are 'high', 'big', 'sharp', etc.
15	460	quiet, silence	nyāχā; šetḳā; bhīlūtā; šakkūtā; šelyā; šḳāṭā	
15	510	see	χzā; χwā ̃ χmā	
15	520	look, look at	dāḳ; daḳdeḳ; ʁayyen; ʔestakkal; sḳar; ʔašḳep	
15	550	show	ʔaχzī; χawwī ̃ χammī	
15	560	shine	bhar; dnaχ; braḳ; ngah; zhā ̃ zhar; nhar; nṣaχ; ṣmaχ	Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!; Note the many near-synonyms. They have something like the following connotations respectively: 'to be clear or white', 'to shine like the sun, lightning, dawn, moon, light, flame, young plant'. There are others!
15	570	bright	nahhīr; naṣṣīχ; χewwār	
15	610	color	gawnā	
15	620	light (in color)	χewwār; šḳīp	
15	630	dark (in color)	χeššōk; χaššīk; ʁammūṭ; ḳbal	
15	640	white	χewwār	
15	650	black	ʔukkām ̃ ʔakkūm; šχīr; mšaχχar	
15	660	red	summāḳ ̃ semmōḳ; smïḳ	
15	670	blue	zrāḳ; zmār	
15	680	green	yrāḳ; yarḳān	
15	690	yellow	yarḳān; kurkmān; šʁōtānāy	respectively: 'vegetable colored', 'saffron colored', 'wax colored'.; respectively: 'vegetable colored', 'saffron colored', 'wax colored'.; respectively: 'vegetable colored', 'saffron colored', 'wax colored'.
15	710	touch	gaš; mās̄; ngaʁ; pgaʁ; ḳreb	
15	720	feel	χaš	
15	740	hard	ḳšē; taḳḳīp	
15	750	soft	rakkīk	
15	760	rough	ḳše; χarrūš; mʁarram; ʁazzūp	
15	770	smooth	šʁē; špē; mrīḳ	
15	780	sharp	χrīp	
15	790	blunt, dull	ḳhē	
15	810	heavy	yaḳḳīr	
15	820	light (in weight)	ḳlīl	
15	830	wet, damp	raṭṭīb	
15	840	dry	yabbīš	
15	850	hot	χam; χammīm	
15	851	warm	ṣaχχīχ; šχen; šrīb	
15	860	cold	ḳarrīr; ḳarrīš; ʁrē; ṣnīn	
15	870	clean	dkē; nḳē	
15	880	dirty, soiled	blīl; ṭpel; msayyab	
15	890	wrinkled	kmīš; mḳammaṭ	
16	110	soul, spirit	napšā; rūχā	
16	150	surprised, astonished	mettammah	
16	180	good fortune, luck	gaddā	
16	190	misfortune, bad luck	tbārā	
16	230	joyful, glad, happy	χdē; χaddāy; ṭūbay-	
16	250	laugh	gχak; χāk	
16	251	smile	gχak; χāk	
16	260	play	ʔeštʁī; gaχχek; ʔaṣdī	
16	270	love	rχem; χab	
16	290	kiss	nšaḳ	
16	300	embrace	gap; χabbeḳ ̃ ʁappeḳ	
16	310	pain	kēbā	
16	320	grief, sorrow, sadness	ʁāḳtā; ʔeblā; kēbā; karyūtā; ʁuṣbā	
16	330	anxiety, worry	yṣep	
16	340	regret, be sorry	tāb; twā	
16	350	pity	χās	
16	370	cry, weep	bkā	
16	380	tear (noun)	demʁtā	
16	390	groan	ʔennaχtā ̃ ʔennaḳtā; tēnaχtā	
16	410	hate	snā	
16	420	anger	χemmtā; ḳṣāpā ̃ ḳeṣpōnā	
16	440	envy, jealousy	ḳentā	
16	450	shame (noun)	behttā; χesdā; kissūpā	
16	480	proud	gʔē; gēwtān	
16	510	dare	χṣap	
16	520	brave	gibbār; gabrān	
16	530	fear, fright	deχltā	
16	540	danger	sakkantā ̃ saḳḳublā; nesyānā	
16	620	desire, want	rʁā; ṣbā	
16	622	choose	bχar	
16	630	hope	sbar; skā	
16	650	faithful	mhayman	
16	660	true	šarrīr; ḳšoṭ	
16	670	lie, tell lies	kdab; kaddeb	
16	680	deceit	rammāyūtā	
16	690	forgive	šbaḳ; slaχ	
16	710	good	ṭāb	
16	720	bad	bʔīš	
16	730	right, correct	kēn; trīṣ; zaddiḳ; taḳḳīn	
16	740	wrong	ʁawwāl; ṭāʁē	
16	760	fault	χawbā; χawbtā	
16	770	mistake, error	ṭuʁyay; tāʁūtā	
16	780	blame	χayyābūtā	
16	790	praise	šbāχā; tešboχtā	
16	810	beautiful	šappīr	
16	820	ugly	mkaʁʁar ̃ mkaʔʔar	
16	830	greedy	ḳālōṭ	
16	840	clever	χakkīm	
17	110	mind	bālā; hawnā; lebbā	
17	130	think (= reflect)	hgā; χšab	
17	140	think (= be of the opinion)	ʔeχad	lit. 'hold'
17	150	believe	haymen	
17	160	understand	χkam; ʔetbyen; ʔetbōnen	
17	170	know	ydaʁ; χkam	
17	171	guess	naχχeš; ḳsam ̃ ḳṣam; ʔmad	
17	172	imitate	ʔadmī	
17	180	seem	dmā; ʔetdmī	
17	190	idea, notion	reʁyānā	
17	210	wise	χakkīm	
17	220	foolish, stupid	ṭippeš; paššīṭ; šāṭē	
17	230	insane, crazy	mšaggaʁ; šāṭē; šnāy	
17	240	learn	ylep; lmed	
17	242	study	ʔeχad; gmar	
17	250	teach	ʔallep	
17	260	pupil	talmīdā	
17	270	teacher	malpānā; rabbā	
17	280	school	bēt-seprā; madršā ̃ madreštā	
17	310	remember	dkar; ʔeddkar	
17	320	forget	nšā; ʔetnaššī	
17	340	clear, plain	pšīṭ; bhīr	
17	350	obscure	ʁammūṭ	
17	360	secret	rāzā	
17	370	sure, certain	šarrīr	
17	380	explain	parreš	
17	410	intention, purpose	sbārā	
17	420	cause	ʁelltā	This is the noun. There is no real verb, inasmuch as the factitive (pael) and causative (afel) lexical stems are productive in all classical stages of the language. The closest equivalent would be uses of ʔaytī 'to bring' and ʁbad 'to make'.
17	440	suspect	χšad; šakkar	
17	441	betray	dgal; rmā	Lit. 'to lie', 'to cheat'; Lit. 'to lie', 'to cheat'
17	450	need, necessity	ṣurkā; bʁūtā	
17	460	easy	rak; pšīḳ; ḳal	
17	470	difficult	ḳšē; yaḳkīr; ʁaššīn; taḳḳīp	
17	480	try, attempt	gaš; nassī	
17	490	way, manner	ʔaykānūtā; gawnā; gīsā	lit. 'how something works', 'color', 'side'. Normally the equivalent idea is expressed by lexical derivation.; lit. 'how something works', 'color', 'side'. Normally the equivalent idea is expressed by lexical derivation.; lit. 'how something works', 'color', 'side'. Normally the equivalent idea is expressed by lexical derivation.
17	510	and	we-	
17	520	because	ʔarū ̃ ʔarē ̃ ʔarūm; bgēn; baglāl; bad-; bdīl; d-; kloḳbel; meṭṭūl; miššūm	
17	530	if	ʔen	
17	540	or	ʔaw	
17	550	yes, affirmative	ʔēn	
17	560	no, negative	lā	
17	610	how?	ʔayk ̃ ʔak ̃ hēk; ʔaykānā ̃ ʔēkdēn ̃ hēkdēn	
17	620	how many?	kmā	
17	630	how much?	kmā	
17	640	what?	mā	
17	650	when?	ʔemmat ̃ ʔēmātay	
17	660	where?	ʔaykān ̃ hēkān	
17	670	which?	ʔaynā	
17	680	who?	man	
17	690	why?	lmā; ʁal-mā	
18	110	voice	ḳālā; ṣawtā	
18	120	sing	zmar; zammar; ʁnā	
18	130	shout, cry out	zʁaḳ; ʔaklī; ṣwaχ	
18	150	whisper	lχaš	
18	160	mumble	hgā; lχaš	
18	170	whistle	ʔašreḳ	
18	180	shriek, screech	ʔašreḳ	
18	190	howl	yallel; ʔlā	
18	210	speak, talk	mallel	
18	211	stutter, stammer	lʁag; lagleg; lamlem; paḳḳeḳ	
18	220	say	ʔemar	
18	221	tell story	ʔeštaʁʁī	
18	222	speech (make a)	tašʁītā	
18	230	silent (be)	χaš; šteḳ; šlā; ʔašlī	
18	240	language	leššānā	
18	260	word	melltā; petgāmā	
18	280	name	šmā	
18	310	ask (question, inquire)	šʔel	
18	320	answer	ʁnā; ʔatīb; ʔagīb	
18	330	admit, confess	ʔawdī	
18	340	deny	kpar; kassī	
18	350	ask, request	bʁā	
18	360	promise	mlak; šawdī; ʔarχeṣ; ʔabṭaχ	
18	370	refuse	sarreb	
18	380	forbid	ʔesar; ʔagzem; klā	
18	390	rebuke, scold	gʁar; zʁap; nzap	
18	410	call (=summon)	ḳrā; zammen; waʁʁed	
18	420	call (=name)	ḳrā	
18	430	announce	ʔakrez	
18	440	threaten	gzam; ʔagzem	
18	450	boast	ʔetgaʁʁī	
18	510	write	ktab	
18	520	read	ḳrā	
18	570	pen	ḳanyā-d-sāprā; maktbā	
18	610	book	seprā	
18	670	poet	pōēṭēs; pōēṭānā ̃ pāyṭānā	
18	710	flute	ʔabbūbā	
18	720	drum	ṭablā ̃ tuppā	
18	730	horn, trumpet	šīppōrā; χaṣuṣrtā	
19	110	country	ʔarʁā; mdīntā	
19	120	one's native country	bēt-tawldāwātā	
19	150	city, town	ḳrītā; karkā; mātā	
19	160	village	kaprā	
19	170	boundary	tχūmā	
19	210	people (populace)	ʁammā; ʔoklūsīn	
19	230	tribe, clan	šabṭā; bēt-ʔabbā	
19	240	chief, chieftain	rēšā; rabbā	
19	250	staff, walking stick	gawwāzā ̃ mardkītā	
19	310	rule, govern	šlaṭ; dabbar; mlek	
19	320	king, ruler	malkā; šulṭānā; šallīṭā	
19	330	queen	malktā	
19	360	noble, nobleman	rabbā; rabrbā ̃ rawrbā	
19	370	citizen, subject	yaṣṣībā; bar-mdīntā; ʁabdā	
19	410	master	māryā; rabbā	
19	420	slave	ʁabdā	
19	430	servant	ʔenāš-baytā	
19	440	freeman	bar-χērë	
19	450	command, order	pḳad	
19	460	obey	šmaʁ; ḳabbel	
19	470	let, permit	šbaḳ; ntan	
19	510	friend, companion	rāχmā	
19	520	enemy	bʁēl-dbābā; sānyā	
19	540	neighbor	mgērā; ḳarrībā; šbābā	
19	550	stranger	ʔaksnāy; giyyōrā	ʔaksnāy from Greek χenos; ʔaksnāy from Greek χenos
19	560	guest	ʔārχā; mzammnā	
19	570	host	ʔašpazkānā	
19	580	help, aid	saʁdā; ʔaχdūt-ydā	
19	590	hinder, prevent	klā	
19	610	custom	ʁyādā; dubbārā; minhgā	
19	620	strife, quarrel	tigrā	
19	630	conspiracy, plot	neklā	
19	650	meet	ʁraʁ ̃ ʔraʁ; pgaʁ; ḳrā	
19	720	prostitute	zānītā; nāpqat-bārā	
20	110	fight (vb)	ʔagīχ; garrī; ktaš	respectively: a war, a legal battle, an individual physically; respectively: a war, a legal battle, an individual physically; respectively: a war, a legal battle, an individual physically
20	130	war, battle	ḳrābā	
20	140	peace	šlāmā	
20	150	army	χaylā; mašrītā	
20	170	soldier	pallāχā	Lit. 'workman'. Greek and Latin loanwords are common.
20	210	weapons, arms	zaynā; mānē-ḳrābā	
20	220	club	bukkānā	
20	230	sling	ḳelʁā	
20	240	bow	ḳaštā	
20	250	arrow	gērā	
20	260	spear	rumχā	
20	270	sword	χarbā; saypā; sapsērā	
20	330	helmet	ḳasdā	
20	340	shield	trīsā	
20	350	fortress	bīrtā; karkā	
20	360	tower	magdlā	
20	410	victory	neṣχānā	
20	420	defeat	tbārā	
20	430	attack	garrī; pgaʁ; ḳrab	
20	450	retreat	rtaʁ; sṭā; rχeḳ	
20	460	surrender	ntan-ydā	
20	470	captive, prisoner	ʔassīrā	
20	471	guard, sentinel	nāṭōrā	
20	480	booty, spoils	bezztā	
20	490	ambush	kmānā ̃ kmënā	
20	510	fisherman	ṣayyādā	
20	520	fishhook	χakktā	
20	530	fishing line	χūṭā	
20	540	fishnet	hūharrā; mṣīdtā	
20	550	fish trap	bzanḳītā	
20	560	bait	gergā	
20	610	hunt	ṣād	
20	620	shoot	ḳšaṭ; mtaχ; garrī	all refer to shooting a bow and arrow.; all refer to shooting a bow and arrow.; all refer to shooting a bow and arrow.
20	630	miss (target)	dgal; ʔapīš	
20	640	trap (noun)	paχχā	
21	110	law	dīnā; dattā; ʔawraytā; nēmōsā; nāmōsā	
21	150	court	bēt-dīnā	
21	160	judge (vb)	dān	
21	170	judgment	dīnā	
21	180	judge (noun)	dayyānā	
21	210	plaintiff	tābōʁā	
21	220	defendant	qbīlā	
21	230	witness	sāhdā	
21	240	swear	ymā	
21	250	oath	mawmītā	
21	310	accuse	ḳbal; garrī	
21	320	condemn	χayyeb	
21	330	convict (vb)	χayyeb	
21	340	acquit	zakkī	
21	350	guilty	χayyāb	
21	360	innocent	zakkāy	
21	370	penalty, punishment	purʁānā; purʁānūtā	
21	380	fine	χusrānā; χṭītā; ḳnāsā	
21	390	prison, jail	bēt-ʔassīrē; bēt-χbušyā; bēt-maṭṭartā	
21	420	murder	ḳeṭlā	
21	430	adultery	giyyūpā; gayyārūtā	
21	440	rape	ʔnas; ʁaṣṣar; škab	
21	470	perjury	sāhdūt-šiḳrā	lit.: 'false witness'
21	510	steal	gnab	
21	520	thief	gannābā	
22	110	religion	haymānūtā; dīnā	
22	120	God	ʔelāhā	
22	130	temple, church	bēt-maḳdšā; hayklā; ʁēttā	respectively: The Temple (in Jerusalem); temple (edifice); congregation/church (people and edifice); respectively: The Temple (in Jerusalem); temple (edifice); congregation/church (people and edifice); respectively: The Temple (in Jerusalem); temple (edifice); congregation/church (people and edifice)
22	140	altar	madbχā	
22	150	sacrifice, offering	debχā	
22	160	worship	ʁbad; plaχ; dχel	
22	170	pray	ṣallī	
22	180	priest	kumrā; kāhnā	
22	190	holy, sacred	ḳaddīš	
22	220	preach	bassar; draš; ʔakrez; ʔaḳraχ	
22	230	bless	barrek	
22	240	curse	lāṭ; χassed	
22	260	fast (vb)	ṣām; ṭwā	
22	310	heaven	šmayyā	
22	320	hell	šʔōlā; gēhannā	
22	350	demon (evil spirit)	šēdā	
22	370	idol	ptakrā; ṣalmā	
22	420	magic, witchcraft, sorcery	χarrāšūtā	
22	430	sorcerer, witch	χarrāšā; sāχrā	
22	450	ghost, phantom	ʔōbā; rūχā	
22	470	omen, portent	ʔātā	
