chapter_id	entry_id	meaning	Hawaiian_Phonemic	comment
9	343	squeeze, wring	ʔuwī; ʔōpā; kaomi; lomi; ʔūmiʔi	
9	350	pour	ninini	
9	360	wash	holoi	
9	370	sweep	pūlumi; kāhili	
9	380	broom	pūlumi	
9	422	tool	mea hana; mea paʔahana	
9	430	carpenter	kamanā	
9	440	build	kūkulu; hana; kāpili	
9	461	hollow out	pūhā; haka-haka; ʔolohaka	
9	480	saw	pahi olo; olo	
9	490	hammer	hāmale	
9	500	nail	kui; kui nao; kui hao	
9	560	glue	kolū; mea hoʔopipili; pili	
9	640	gold	kula; gula	
9	650	silver	kālā keʔo-keʔo; kālā	
9	670	iron	hao	
9	680	lead (noun)	kēpau; kēpau pōkā	
9	690	tin, tinplate	kini; keleawe; piula	
9	730	clay	pālolo; lepo kāwili; lepo mānoanoa	
9	760	basket	ʔeke; ʔie; hīnaʔi; hīnaʔi poepoe	
9	770	mat	moena	
9	771	rug	moena weleweka; kāpeka	
9	780	netbag	ʔaʔaha	
9	790	fan (noun)	peʔahi	
9	810	carve	kālai; kala-kalai; kuʔikepa	
9	830	statue	kiʔi; kiʔi kālai ʔia	
9	880	paint (noun)	pena	
10	110	move	ʔoni; au; neʔe mōkio	
10	120	turn over	kakaʔa	
10	130	turn around	kaʔapuni; kaʔa; pōniu	
10	140	wind, wrap	wahī	
10	160	drop (vb)	hāʔule	
10	170	twist	wili; kaʔawili; lauwili; milo; wini	
10	210	rise	piʔi; ala; aea; ea; kau; hoʔāla	
10	220	raise, lift	hāpai; pai	
10	230	fall	hāʔule; helelei	
10	240	drip	kulu; kulu-kulu	
10	250	throw	hoʔolei; nou; kiola; pehi; lū	
10	252	catch (ball)	ʔapo	
10	260	shake	naue; nāue-ue; lūlū; hōʔoni; hoʔoluli-luli; kapalili	
10	320	flow	kahe	
10	330	sink	palemo; piholo	
10	340	float	lana	
10	350	swim	ʔau	
10	351	dive	luʔu	
10	360	sail (vb)	holo; hoʔoholo; kele; holomoku	
10	370	fly (vb)	lele	
10	380	blow	puhi	
10	410	creep, crawl	kolo	
10	412	kneel	kukuli	
10	420	slide, slip	heʔe; paheʔe; holo; pakika; paholo; pahale; pakelo	
10	430	jump, leap	lele; lelele	Also means 'hop, skip'.; Also means 'hop, skip'.
10	431	kick	peku; pekuna	
10	440	dance	hula; hula-hula	
10	450	walk	hele wāwae; hele	
10	451	limp	ʔoʔopa; ʔopa; māʔopaʔopa	
10	460	run	holo; hoholo; hoʔoholo; kaʔaholo	
10	470	go	hele; hele aku; haele; uha-ele; uhele	
10	471	go up	piʔi; piʔi aku	
10	472	climb	piʔi	
10	473	go down	iho; hele iho; hoʔo-ihona; hele i lalo	
10	480	come	hele mai; mai; hiki mai; haele mai	
10	490	go away, depart	hele i kahi ʔē; haʔalele; waiho	
10	491	disappear	nalo; nalo-wale; nalohia; pio; hanini	
10	510	flee	heʔe; ʔau-heʔe; mahuka	
10	520	follow	hahai; ukali; alu-alu; maʔawe; kaukolu	
10	550	reach, arrive	hōʔea; hiki; kū; kau; loaʔa	
10	570	enter	komo; hoʔo-komo	
10	610	carry (bear)	hāpai; hiʔi; hali; paʔa; lawe	
10	613	carry-on-shoulder	hāʔawe	
10	620	bring	lawe mai; hō mai	
10	630	send	hoʔoūna; kēnā; kiʔi; kauohas	
10	640	lead (vb)	alakaʔi; kaʔi; kaʔi-kaʔi	
10	670	push, shove	pahu	
10	710	road	ala; ala-nui; ala hele	
10	720	path	ala; ala hele	
10	740	bridge	uwapo	
10	750	carriage, wagon, cart	kaʔa	
10	760	wheel	huila	
10	810	ship	moku; mokuahi; moku kia lua; kuna	
10	830	boat	moku; waʔapā	Latter is 'rowboat'.; Latter is 'rowboat'.
10	831	canoe	waʔa	
10	850	oar	hoe	
10	851	paddle (noun)	hoe	'Starboard' is ʔao-ʔao ʔākau.
10	852	row (vb)	hoe	
10	860	rudder	hoe uli	
10	880	sail (noun)	lā; peʔa	
10	890	anchor	helēuma	
10	910	harbor, port	awa; awa kū moku; uwapo	
10	920	land (vb)	pae; lele; hoʔīli; hoʔoili	
11	120	own, possess	ponoʔī; kuleana	
11	130	take	lawe; lawe aku; hopu	
11	140	seize, grasp	hopu; ʔapo; hao; lālau; kāʔili	
11	150	hold	paʔa; hoʔopaʔa	
11	160	get, obtain	loaʔa	
11	180	thing	mea; kumu-hana	
11	210	give	hāʔawi; hō	
11	250	save, rescue	hoʔopakele; hoʔopalekana	
11	270	destroy	luku; hoʔopau; hana make	
11	280	harm, injure, damage	pohō; pōʔino; hōʔino-ʔino	
11	310	seek, look for	ʔimi; huli; ʔimina; hulina	
11	320	find	loaʔa	
11	330	lose	nalo; nalo-wale; hoʔo-lilo	
11	430	money	kālā kūʔike; kālā aupuni	
11	510	rich	waiwai; lako; kūʔonoʔono	
11	520	poor	ʔilihune	
11	530	beggar	mākilo	
11	540	avaricious, stingy	pī; puni kālā; ʔauʔa	
11	610	lend	hōʔaiʔē; hāʔawi no ka manawa; haʔawi ʔaiʔē	
11	630	owe	ʔaiʔē	
11	640	debt	ʔaiʔē	
11	650	pay (vb)	uku; hoʔokaʔa	
11	690	tax, tribute	ʔauhau; hoʔokupu; uku	
11	780	wages	uku; uku hana	
11	790	earn	loaʔa	
11	810	buy	kūʔai; kūʔai mai	
11	820	sell	kūʔai aku; kālepa; hoʔolilo	
11	830	trade, barter	kālepa	
11	840	merchant	kālepa	
11	850	market (place)	mākeke	
11	860	store, shop	hale kūʔai	
11	870	price	kumu kūʔai; kālā	
11	880	dear (costly, expensive)	pipiʔi; piʔi; nui ka hoʔolilo	
11	890	cheap	emi; makepono	
11	910	share (distribute)	hoʔomāhele-hele; hoʔolaha	
11	920	weigh	kau paona; ana kaumaha	
12	10	after	hope; mahope; muli; mamuli; pau	
12	11	behind	hope; muli; ma ke kua	
12	20	beside	ma; ma ka ʔaoʔao	
12	30	down, below	lalo; i lalo; malalo; iho	
12	40	before	mua; ʔē; alia; i ka wā mamua	
12	41	front	alo; mua	
12	50	inside, in	i; ma; i loko; maloko; i luna; maluna; wālua	
12	60	outside	o waho; mawaho; kō waho; kūwaho	
12	70	under	lalo; malalo; i lalo; malalo iho	
12	80	up, above	ma-luna; luna; i luna	
12	110	place	kahua; wahi; kāhi; kaha; kau-wahi; kūlana; lewa; haka	
12	120	put	kau; waiho	
12	130	sit	noho	
12	140	lie down	kāmoe; momoe	
12	150	stand	kū; kukū; kūlia	
12	160	remain, stay	koe; noho loa; waiho	
12	170	remains, left overs	koe; koena	
12	210	collect, gather	ʔohi; hoʔāhu; hōʔiliʔili	
12	212	pick up	ʔohi; ʔako	
12	213	pile up	puʔu ahu; kuāhua; āhua; kuapapa; anuʔa; nuʔa; hoʔonuʔa	'Mound, pile' is ahu; āhua; puʔu.; 'Mound, pile' is ahu; āhua; puʔu.; 'Mound, pile' is ahu; āhua; puʔu.; 'Mound, pile' is ahu; āhua; puʔu.; 'Mound, pile' is ahu; āhua; puʔu.; 'Mound, pile' is ahu; āhua; puʔu.; 'Mound, pile' is ahu; āhua; puʔu.
12	220	join, unite	pili; pili pū; hui; kuʔi; kāpili	
12	230	separate	hoʔokaʔawale	
12	232	divide	māhele; puʔunaue; ʔoki-ʔoki; hele-hele; kāʔana	
12	240	open	hāmama; makili; mikili; nakili; hoʔomakili	Verbal form is wehe; weke; ʔuwehe. 'Opening' is puka; wehena; wehe ʔana; waha; hoʔowaha.; Verbal form is wehe; weke; ʔuwehe. 'Opening' is puka; wehena; wehe ʔana; waha; hoʔowaha.; Verbal form is wehe; weke; ʔuwehe. 'Opening' is puka; wehena; wehe ʔana; waha; hoʔowaha.; Verbal form is wehe; weke; ʔuwehe. 'Opening' is puka; wehena; wehe ʔana; waha; hoʔowaha.; Verbal form is wehe; weke; ʔuwehe. 'Opening' is puka; wehena; wehe ʔana; waha; hoʔowaha.
12	250	shut, close	hoʔopaʔa; pani; paʔa	
12	260	cover	uhi; pani; pale; wahī; poʔi; ʔomo	
12	270	hide, conceal	hūnā; peʔe; hoʔonalo	
12	310	high	kiʔe-kiʔe; loa; lōʔihi	
12	320	low	lalo; haʔa; haʔa-haʔa; pē; pēpē; emi	
12	330	top	wēkiu; piko; poʔo; wēlau; ʔēlau	
12	340	bottom	kumu; mole; kō lalo loa; papakū; kāhi malalo	
12	350	end	pau ʔana; panina; hope	
12	352	pointed	wēlau; ʔēlau; welelau	
12	353	edge	kaʔe; palena; lihi; nihi; kapa; peʔa; kihi; ni-ao; maka; kūkulu; huʔa; peʔa	lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.; lihi also means 'eyelash, eyelid'.
12	360	side	ʔao-ʔao; kūkulu; paia; kapa	
12	370	middle, center	waena; waena-konu; konu-waena; kiko-waena	
12	410	right (side)	ʔākau	
12	420	left (side)	hema	
12	430	near (adv)	kokoke; pili	
12	440	far (adv)	mamao; lilo loa	
12	450	east	hikina	
12	460	west	komohana	
12	470	north	ʔākau	
12	480	south	hema	
12	530	grow	ulu; hoʔo-ūlu; kupu	
12	540	measure	ana; hoʔāna; alapiʔi	
12	541	span, fathom	anana	
12	550	large, big	nui; nunui	
12	560	small, little	iki; liʔi; liliʔi; liʔi-liʔi; ʔuku; ʔuʔuku	
12	570	long	loa; loloa	
12	580	tall	loa; loloa; kiʔe-kiʔe	Respectively: for persons; as for a hill.; Respectively: for persons; as for a hill.; Respectively: for persons; as for a hill.
12	590	short	pōkole; ʔekekeʔi; mūʔekekeʔi	
12	610	wide, broad	laulā; ākea	
12	620	narrow	lāʔiki; hāiki; hoʔohāiki	
12	630	thick (in dimension)	mānoa-noa	
12	650	thin (in dimension)	wīwī; emi; ʔōlala; ʔāʔaua; ʔaua; lahi	
12	670	deep	hohonu; kū-hohonu; kūlipo	
12	680	shallow	pāpaʔu; hāpapa	
12	710	flat	pālaha-laha	
12	730	straight	pololei; kālole	
12	750	hook	lou; loulou; kīlou; huka	
12	760	corner	huina; kūʔono; kihi	
12	780	square	huinahā; huinahā kaulike; kuea	
12	810	round	poepoe; popohe; kūpoe-poe	
12	820	circle	apo; ʔapo; pōʔai; pōhai; hoʔowili-wili; kuapo; pōʔaha; lina	
12	830	sphere, ball	kinipōpō; pōpō pōkoʔa; pōka; poepoe	
12	850	hole	puka; poʔo; napoʔo; ʔāpoʔo-poʔo	
12	930	change	loli; hoʔo-lilo; hoʔo-loli; huli	
13	0	zero, nothing	ʔole	
13	10	one	ʔekahi; ʔakahi; kahi	
13	20	two	lua; ʔelua; ʔalua; kualua	
13	30	three	kolu; ʔekolu; ʔakolu	
13	40	four	hā; ʔehā; ʔahā; kāuna	
13	50	five	lima; ʔelina; ʔalima	
13	60	six	ono; ʔeono; ʔaōno	
13	70	seven	hiku; ʔehiku; ʔahiku	
13	80	eight	walu; ʔewalu; ʔawalu	
13	90	nine	iwa; ʔeīwa; ʔaīwa	
13	100	ten	ʔumi	
13	101	eleven	ʔumi kūmākahi; ʔumi kuma-mākahi	
13	102	twelve	ʔumi kūmālua; ʔumi kumamālua	
13	103	fifteen	ʔumi kūmā-lima; ʔumi kumamā-lima	
13	104	twenty	īwakālua	
13	105	hundred	hanele; haneri	
13	106	thousand	kaukani	
13	107	count	helu; helu-helu; heluna	
13	140	every, all	apau; pauloa; pau	
13	150	much, many	nui; nunui; lau; mano; lehu; kini	
13	160	more	hou; keu	
13	170	little (quantity), few	kakaʔikahi; wahi; kekahi; ʔuʔuku; liʔi-liʔi	
13	180	enough	lawa; nui; lawa puni; kaʔa-kaʔa-lawa	
13	190	multitude, crowd	lehu-lehu; pihana kanaka; anaina; pūʔulu	
13	210	full	piha	
13	220	empty	haka; haka-haka; ʔolo-haka; ukana ʔole	
13	230	part, piece	ʔāpana; paukū; māhele; kuleana; haʔawina	
13	240	half	hapa lua	
13	330	alone, only	hoʔokahi wale nō; wale	
13	340	first	mua; mua loa; ʔakahi...ā	
13	350	last	hope; muli; nei; aku nei	
13	370	pair	lua; paʔa; papa lua; kaulua	
13	380	two times	pālua; lua; ʔelua; ʔalua; ʔelua manawa	
13	420	third	hapakolu; kolu	
14	110	time	manawa; wā; au; hola	A 'cycle/ period/ era' is au; wā.; A 'cycle/ period/ era' is au; wā.; A 'cycle/ period/ era' is au; wā.; A 'cycle/ period/ era' is au; wā.
14	120	age	au; manawa; wā	Refers to a period.; Refers to a period.; Refers to a period.
14	130	new	hou; mea-hou; ʔano hou; malihini	
14	140	young	ʔōpio; ʔōpio-pio	
14	150	old	ʔāoʔo; oʔo; makule; kahiko	
14	160	early	koke; mua; hiki mua; mikiʔala	
14	170	late	lohi; hope; mahope; liʔu	
14	180	now	i kēia manawa; ʔānō	
14	190	immediately	koke; hiki-wawe; wawe	
14	210	swift, fast, quick	ʔāwīwī; wiki-wiki; māmā; holo; koke; wawe; ʔeleu	
14	220	slow	lohi	
14	230	hasten, hurry	ʔāwīwī; ʔāwiki; hoʔowiki	
14	240	retard, delay	lohi; kali; hoʔo-kali; ʔapa	
14	250	begin, beginning	hoʔo-maka; hoʔo-kumu; maka hou	
14	270	finish	hoʔopau; oki; hoʔōki	
14	280	cease, stop	hoʔopau; hoʔokuʔu	
14	290	ready	mākaukau	
14	310	always	mau	
14	320	often	pine-pine	
14	331	soon	koke; auaneʔi; koe; eia aku	
14	340	never	ʔaʔole; ʔaʔole loa	
14	350	again	hou	
14	410	day	lā; ao	'Daily' is i kēla me kēia lā.; 'Daily' is i kēla me kēia lā.
14	420	night	pō	'Eclipse' is po-uli. 'Midnight' is au-moe.'Last night' i ka pō nei. 'Tonight' kēia pō.
14	430	dawn	ao; wanaʔao; kai-ao; moku ka pawa	
14	440	morning	kakahiaka	
14	450	noon, midday	awakea; kau ka lā i ka lolo	
14	451	afternoon	ʔauinalā	
14	460	evening	ahi-ahi; mōlehu	
14	470	today	kēia lā	
14	480	tomorrow	ʔapōpō	
14	490	yesterday	nehinei; inehinei	
14	510	hour	hola	
14	530	clock, timepiece	uwaki	
14	610	week	pule	
14	620	Sunday	lāpule	
14	630	Monday	pōʔakahi	
14	640	Tuesday	pōʔalua	
14	650	Wednesday	pōʔakolu	
14	660	Thursday	pōʔahā	
14	670	Friday	pōʔalima	
14	680	Saturday	pōʔaōno	
14	710	month	mahina; malama	
14	730	year	makahiki	
14	740	winter	hoʔoilo	
14	760	summer	kau; kau wela	
14	780	season	kau; wā; manawa	
15	210	smell (vb intrans)	honi; honi-honi	
15	250	fragrant, good smelling	ʔaʔala; ona-ona; paoa; kūpaoa; māpu; moani	
15	260	stinking, bad smelling	pilau; pilapilau; ʔōhono-hono; hauna; maea	
15	310	taste	hoʔāʔo	
15	350	sweet	momona	
15	370	bitter	ʔawa; ʔawa-ʔawa	
15	380	acid, sour	ʔawa; ʔawa-ʔawa; mala; malaia; mule-mule; ʔīʔī	
15	410	hear	lohe; hoʔolono	
15	420	listen	lohe; hoʔo-lohe; hoʔo-lono	
15	440	sound, noise	hana kuli; wā; wawā; kani	
15	460	quiet, silence	mālie; hoʔomālie; hilu; wailana; malu	
15	510	see	ʔike; nānā; maka; hiʔohiʔona	
15	520	look, look at	nānā; nānā pono; kilo; hākilo	
15	550	show	hōʔike; kuhi-kuhi	
15	560	shine	mālamalama; ʔālohi-lohi; ʔōlino-lino; hulali; liko; ʔānapa-napa	
15	570	bright	ʔalohi; ʔālohi-lohi; kōnane; ʔōlino; laʔe-laʔe	
15	610	color	waihoʔoluʔu; kala	
15	630	dark (in color)	mākuʔe	
15	640	white	keʔo-keʔo; kea	'White hair' is hina.; 'White hair' is hina.
15	650	black	ʔele-ʔele; ʔele; pōʔele; pāʔele; uli-uli; hiwa; hiwa paʔa	
15	660	red	ʔula; ʔula-ʔula; wena	
15	670	blue	uli	
15	680	green	ʔōmaʔo-maʔo; ʔōmaʔo; maʔo-maʔo	
15	690	yellow	mele-mele; ʔōlena-lena	
15	710	touch	hāhā; hāhā hele; hāpapa; pā; hoʔopā; pili	
15	712	pinch	ʔiniki; ʔūmiʔi; ʔini-ʔiniki	
15	740	hard	ʔoʔoleʔa; paʔa	
15	750	soft	palu-palu; palu; nahe; nahe-nahe; hone	
15	760	rough	hoʔolua; ʔālualua; ʔōkala; kala	
15	770	smooth	malino; paheʔe	
15	780	sharp	ʔoi; ʔāwini; ʔoiʔoi	
15	790	blunt, dull	kūmūmū; mūmū	
15	810	heavy	kaumaha; koʔi-koʔi	
15	820	light (in weight)	māmā	
15	830	wet, damp	maʔū; hoʔo-maʔū; kawaū; koʔū; paʔū; līhau; pulu; pulu pē; ʔelo	Latter form is verbal.; Latter form is verbal.; Latter form is verbal.; Latter form is verbal.; Latter form is verbal.; Latter form is verbal.; Latter form is verbal.; Latter form is verbal.; Latter form is verbal.
15	840	dry	maloʔo	
15	850	hot	wela; hahana; iki-iki; wewela; wāwena	
15	851	warm	mahana; pumehana	
15	860	cold	anu; anu-anu; koʔe-koʔe; huʔi-huʔi	
15	870	clean	maʔe-maʔe	
15	880	dirty, soiled	hoʔolepo	
15	890	wrinkled	mino-mino; ʔalu-ʔalu	
16	110	soul, spirit	ʔuhane; wailua; akua	
16	150	surprised, astonished	pūʔiwa; hoʔopūʔiwa; hoʔohaʔo-haʔo	
16	180	good fortune, luck	pōmaikaʔi	
16	190	misfortune, bad luck	pōʔino; pakalaki; moe waʔa	
16	230	joyful, glad, happy	hauʔoli; lauleʔa; hoi-hoi; ʔoli; leʔa	
16	250	laugh	ʔaka; ʔaka-ʔaka	
16	251	smile	minoʔaka	
16	260	play	pāʔani	'Cat's cradle' is hei.
16	270	love	aloha; ʔanoʔi; nipo; kāunu	
16	290	kiss	honi	
16	300	embrace	pūʔili; pūliki; ʔāpona; kūwili; apo	
16	310	pain	ʔeha; huʔi; nalulu	
16	320	grief, sorrow, sadness	kaumaha; kaniʔuhū; kūmakena; ʔū; luʔu-luʔu	
16	330	anxiety, worry	hoʔopīhoi-hoi; pīhoi-hoi o ka naʔau	
16	370	cry, weep	uwē	
16	380	tear (noun)	wai-maka	
16	390	groan	nā; ʔū; uhū; kaniʔū	
16	410	hate	ʔino; manaʔo ʔino; puʔuwai ʔeleʔele; ina-ina	
16	420	anger	huhū; ina-ina; uki-uki; uluhua	
16	440	envy, jealousy	lili; hūwā; nini; ʔōpū nini; manawahūwā	
16	450	shame (noun)	hila-hila; waia	
16	480	proud	hoʔokano; haʔaheo; haʔakei	
16	510	dare	ʔaʔa; hoʔohoa	
16	520	brave	koa; hoʔo-koa; wiwo ʔole	
16	530	fear, fright	makaʔu; weli; weli-weli; wiwo; ʔeʔehia; pūʔiwa	
16	540	danger	mea pōʔino; makaʔu	
16	620	desire, want	make-make; ʔiʔini; ʔanoʔi; hia; make; ake; puni; ʔupu	
16	622	choose	koho; hoʔo-koho; wae; hoʔowae; wae-wae	
16	630	hope	manaʔolana; ʔupu; lana ka manaʔo	
16	660	true	ʔoiāʔiʔo	
16	670	lie, tell lies	hoʔo-puni-puni; wahaheʔe; waha wale	
16	690	forgive	kala; hui-kala	
16	710	good	maikaʔi	
16	720	bad	maikai ʔole; ʔino; kolohe	
16	730	right, correct	pololei; pono	
16	760	fault	hewa; hala; keʔe; kīnā	
16	770	mistake, error	hewa; hala; paʔewa; kuhi-hewa; lalau	
16	790	praise	mahalo; hoʔomaikaʔi; hoʔonani	
16	810	beautiful	nani; uʔi; maikaʔi; makalapua	
16	820	ugly	pupuka	
16	830	greedy	ʔālunu; ʔānunu; nunu	
16	840	clever	naʔauao	
17	110	mind	manaʔo; waihona noʔo-noʔa; naʔau	
17	130	think (= reflect)	manaʔo; noʔo-noʔo	
17	150	believe	manaʔoʔiʔo; hilinaʔi	
17	160	understand	maopopo; hoʔo-maopopo	
17	170	know	ʔike	
17	171	guess	koho; koho wale; mahuʔi	
17	172	imitate	hoʔopili	
17	190	idea, notion	manaʔo	
17	210	wise	naʔauao; akamai	
17	220	foolish, stupid	lolohi; leʔaleʔa ʔole; hoihoi ʔole; maluhi	
17	230	insane, crazy	pupule; hehena; hewa-hewa; lōlō; hūpō; hepa	
17	240	learn	aʔo; hoʔopaʔa; ʔimi naʔauao	
17	242	study	hoʔopaʔa haʔawina	
17	250	teach	aʔo; kula	
17	260	pupil	haumāna	
17	270	teacher	kumu; kumu aʔo; kumu kula	
17	280	school	kula	
17	310	remember	hoʔomanaʔo; hoʔomaopopo	
17	320	forget	poina	
17	340	clear, plain	moakaaka	
17	360	secret	mea huna; huna malū	
17	370	sure, certain	maopopo loa	
17	430	doubt	lā	'Dubitative'
17	450	need, necessity	pono; kūpono	
17	460	easy	hikiwale; maʔalahi	
17	470	difficult	paʔakikī; hana nui	
17	480	try, attempt	hoʔāʔo	
17	510	and	ā	
17	520	because	no; no ka mea; ma; i; ma o	
17	530	if	inā; aia nō; i; ke	
17	550	yes, affirmative	ʔae; ʔē; ō; eō	
17	560	no, negative	ʔaʔole; ʔole; hōʔole; ʔaʔohe	
17	610	how?	pehea; pehea lā	
17	630	how much?	ʔehia	
17	640	what?	aha; he aha kēla	
17	650	when?	āhea; ināhea	
17	660	where?	ai hea; i hea; aia i hea; ʔauhea	
17	670	which?	hea; ka mea hea	
17	680	who?	wai; ʔo wai; iā wai	
17	690	why?	aha; hea; no ke aha	
18	110	voice	leo	
18	120	sing	mele; kani; leo; melokia	
18	130	shout, cry out	kani; oho; ʔuwā; hoʔōho; kani ka pihe	
18	150	whisper	hāwana-wana	
18	160	mumble	namu-namu; kolo-kolo	
18	170	whistle	hōkio; hōkiokio; pio	
18	180	shriek, screech	pūʔalalā; alawī	
18	210	speak, talk	ʔōlelo; ʔōlelo kūkā; walaʔau; kamaʔilio	
18	211	stutter, stammer	ʔūʔū; māʔūʔū; ʔāʔā	
18	220	say	ʔōlelo; haʔi; ʔī; wahi a; pēlā; mea mai	
18	221	tell story	moʔolelo; kaʔao	
18	222	speech (make a)	haʔi-ʔōlelo	
18	230	silent (be)	hāmau; leo ʔole	
18	240	language	ʔōlelo	
18	260	word	ʔōlelo; huaʔōlelo; hua	
18	280	name	inoa	
18	310	ask (question, inquire)	nīnau; ui	
18	320	answer	pane; hua loaʔa	
18	330	admit, confess	mihi	
18	340	deny	hōʔole; ʔole; hoʔo-nele	
18	350	ask, request	noi; nonoi	
18	360	promise	ʔōlelo-paʔa; ʔōlelo-hoʔohiki	
18	380	forbid	pāpā; hoʔokapu; hōʔole	
18	390	rebuke, scold	nuku; keʔu; hoʔokekē niho; huhū	
18	410	call (=summon)	hea; kāhea	
18	420	call (=name)	hea; hea inoa; kapa; kāhea	
18	430	announce	hōʔike; kūkala	
18	450	boast	kaena; haʔanui; liki; haʔakei	
18	510	write	kākau; kākau lima	A 'petroglyph' is kiʔi pōhaku.; A 'petroglyph' is kiʔi pōhaku.
18	520	read	helu-helu	
18	560	paper	pepa	
18	570	pen	peni kila; penikala	Latter is 'pencil'.; Latter is 'pencil'.
18	610	book	puke	'Page' is ʔao-ʔao.
18	670	poet	haku mele	A 'poem' is mele.
18	710	flute	ʔohe-kani; puhi ʔohe; ʔohe puluka; puluka	'Nose-flute' is hano; kōheo-heo.; 'Nose-flute' is hano; kōheo-heo.; 'Nose-flute' is hano; kōheo-heo.; 'Nose-flute' is hano; kōheo-heo.
18	720	drum	pahu; ipu	
18	730	horn, trumpet	pū; pū puhi; pū hoʔokani	
18	740	rattle	koʔele; nakeke	
19	110	country	ʔāina; ʔāina makua	'Nation' is au-puni; lāhui.; 'Nation' is au-puni; lāhui.
19	120	one's native country	au-puni; lāhui	
19	150	city, town	kūlanakau-hale; kaona	
19	160	village	kauhale; kūlanakau-hale	
19	170	boundary	palena; mokuna; ʔao-ʔao; kapa; lihi	'Land boundary' is palena; ʔāina.; 'Land boundary' is palena; ʔāina.; 'Land boundary' is palena; ʔāina.; 'Land boundary' is palena; ʔāina.; 'Land boundary' is palena; ʔāina.
19	210	people (populace)	poʔe; lāhui; lāhui kanaka; kānaka	
19	230	tribe, clan	lāhui; ʔohana nui; ʔohana holoʔokoʔa; ʔalaea	
19	240	chief, chieftain	aliʔi; lani; poʔo; luna; mua	
19	250	staff, walking stick	koʔo-koʔo	
19	310	rule, govern	hoʔomalu; noho aupuni; noho aliʔi	
19	320	king, ruler	mōʔī; aliʔi kāne; kini; kiaʔāina; lani	
19	330	queen	mōʔī wahine; aliʔi wahine; kuini	
19	370	citizen, subject	kupa; makaʔāinana	
19	410	master	haku; kahu	
19	420	slave	kauwā	
19	430	servant	kanaka hana; kanaka lawe-lawe; wahine hana	
19	450	command, order	kauoha; kēnā; hoʔoūna	
19	460	obey	lohe; hoʔolono; hoʔo-lohe	
19	510	friend, companion	hoa; hoa-loha; kōkoʔolua	
19	520	enemy	hoa paio; hoa kaua	
19	540	neighbor	hoa noho; hoalauna	
19	550	stranger	kanaka ʔē; haole; mai ka ʔāina ʔē mai; malihini; mea ʔē	
19	560	guest	malihini kipa; mea i kono ʔia	
19	570	host	haku hale; mea hoʔokipa	
19	580	help, aid	kōkua; lawe-lawe lima	
19	590	hinder, prevent	ālai; keʔa; hoʔokeʔa; hoʔo-kāpae	
19	650	meet	hui; hālāwai	
19	720	prostitute	wahine hoʔokama-kama; wahine laikini	
20	110	fight (vb)	hakakā; paio; kaua; moko-moko	
20	130	war, battle	kaua; hoʔoūka kaua; paio	
20	140	peace	malu; maluhia; laʔi	
20	150	army	pūʔali; kaua	
20	170	soldier	koa; pūʔali	
20	220	club	lāʔau; lāʔau pālau; lāʔau mākaʔi; pālau; newa	
20	230	sling	maʔa	
20	240	bow	pana; pana ʔiole; kīkoʔo	
20	250	arrow	pua; pua pana	
20	260	spear	ihe; ihe paheʔe; ihe ʔō; kao; hāpuna; ihe pakelo; pololū	
20	270	sword	pahi kaua	'Dagger' is pāhoa; pahi ʔō; pīkoi lua.
20	280	gun, cannon	pū; pū kuni ahi	
20	330	helmet	ʔaʔahu a poʔo; mahiole	Latter form refers to a feather helmet.; Latter form refers to a feather helmet.
20	340	shield	pālulu; pale	
20	360	tower	ʔaleʔo; pūʔoʔa	
20	410	victory	lanakila; eo	
20	420	defeat	make; hoʔopio; holopapa; hōʔauheʔe; lilo; hāʔule	
20	440	defend	pale; kūpale; ālai; ʔōlelo pale	
20	460	surrender	haʔawipio; hāʔulepio	
20	470	captive, prisoner	lawe pio; hopu; paʔahao	
20	471	guard, sentinel	kiaʔi; mea kiaʔi; mākaʔi; makaʔina; pale	
20	480	booty, spoils	waiwai kaua; loaʔa	
20	510	fisherman	lawaiʔa	
20	520	fishhook	makau; lou	
20	530	fishing line	aho	
20	540	fishnet	ʔupena	
20	560	bait	maunu	
20	610	hunt	hahai; ʔimi; hahai holo-holona	
20	630	miss (target)	hala; hewa	
20	640	trap (noun)	ʔūmiʔi; ʔūpiki; pahele	
21	110	law	kānāwai	
21	150	court	ʔaha; ʔaha kaʔapuni	
21	160	judge (vb)	hoʔokolo-kolo; luna kānāwai	Latter form is noun.; Latter form is noun.
21	170	judgment	ʔōlelohoʔoholo	
21	230	witness	hōʔike	
21	240	swear	hoʔohiki	
21	250	oath	hoʔohiki; ʔōlelo hoʔohiki; ʔōlele paʔa	
21	350	guilty	hewa	
21	370	penalty, punishment	hoʔopaʔi	
21	390	prison, jail	hale paʔahao	
21	420	murder	pepehi kanaka	
21	440	rape	puʔe; puʔe wale	
21	510	steal	wāwahi; ʔaihue; pōwā	
21	520	thief	ʔaihue	
22	110	religion	hoʔomana; haipule	
