chapter_id	entry_id	meaning	Estonian_Phonemic	Estonian_StandOrth	comment
9	280	tear	r̃ebima; kiskuma	rebima; kiskuma	
9	290	flay, skin	nülgima; nahka maha wətma	nülgima; nahka maha võtma	
9	310	rub, wipe	həər̃uma	hõõruma	
9	320	stretch	wenitama; pingule təmbama	venitama; pingule tõmbama	
9	330	pull	təmbama	tõmbama	
9	340	spread out	laotama	laotama	
9	341	hang up	r̃iputama	riputama	
9	342	press	wayutama; sur̃uma	vajutama; suruma	
9	343	squeeze, wring	pigistama	pigistama	
9	350	pour	walama; kallama	valama; kallama	
9	360	wash	pesema	pesema	
9	370	sweep	pühkima	pühkima	
9	380	broom	luud	luud	
9	422	tool	töör̃iist	tööriist	
9	430	carpenter	puusepp	puusepp	
9	440	build	ehitama	ehitama	
9	460	bore	puur̃ima	puurima	
9	461	hollow out	əənestama	õõnestama	
9	480	saw	saag	saag	
9	490	hammer	haamer̃	haamer	
9	500	nail	nael	nael	
9	560	glue	liim	liim	
9	600	smith, blacksmith	sepp	sepp	
9	610	forge	sepistama	sepistama	
9	620	anvil	alasi	alasi	
9	630	cast (metals)	walama	valama	
9	640	gold	kuld	kuld	
9	650	silver	həbe	hõbe	
9	660	copper, bronze	wask; pr̃onks	vask; pronks	
9	670	iron	r̃aud	raud	
9	680	lead (noun)	plii	plii	
9	690	tin, tinplate	tina; tinutatud plekk	tina; tinutatud plekk	
9	710	potter	pottsepp	pottsepp	
9	720	mold (clay etc)	wor̃mi walama; wor̃mima; woolima	vormi valama; vormima; voolima	
9	730	clay	sawi	savi	
9	740	glass	klaas	klaas	
9	750	weave, plait	punuma; palmima	punuma; palmima	
9	760	basket	kor̃w	korv	
9	770	mat	matt; yalamatt	matt; jalamatt	
9	771	rug	waip	vaip	
9	780	netbag	wər̃k	võrk	
9	790	fan (noun)	lehwik	lehvik	
9	791	fan (vb)	tuulama; tuulutama	tuulama; tuulutama	
9	810	carve	wælya r̃aiuma; woolima	välja raiuma; voolima	
9	820	sculptor	skulptor̃	skulptor	
9	830	statue	kuyu	kuju	
9	840	chisel	peitel; meisel	peitel; meisel	
9	880	paint (noun)	wær̃w	värv	
9	890	paint (vb)	wær̃wima	värvima	
10	110	move	liigutama	liigutama	
10	120	turn over	pöör̃ama	ümber pöörama	
10	130	turn around	keer̃ama; keer̃utama	keerama; keerutama	
10	140	wind, wrap	mæssima; mæhkima	mässima; mähkima	
10	150	roll	r̃ullima; weer̃etama	rullima; veeretama	
10	160	drop (vb)	pillama	pillama	
10	170	twist	wæænama; keer̃ama	väänama; keerama	
10	210	rise	təusma	tõusma	
10	220	raise, lift	təstma	tõstma	
10	230	fall	kukkuma	kukkuma	
10	240	drip	tilkuma	tilkuma	
10	250	throw	wiskama	viskama	
10	252	catch (ball)	püüdma	püüdma	
10	260	shake	r̃aputama	raputama	
10	320	flow	woolama	voolama	
10	330	sink	langema; laskuma; wayuma	langema; laskuma; vajuma	
10	340	float	uyuma	ujuma	
10	350	swim	uyuma	ujuma	
10	351	dive	sukelduma	sukelduma	
10	352	splash	pladistama; pr̃itsima	pladistama; pritsima	
10	360	sail (vb)	pur̃yetama; laewaga səitma	purjetama; laevaga sõitma	
10	370	fly (vb)	lendama	lendama	
10	380	blow	puhuma	puhuma	
10	410	creep, crawl	r̃oomama	roomama	
10	412	kneel	pəlwitama	põlvitama	
10	413	crouch	küür̃utama	küürutama	
10	420	slide, slip	libisema	libisema	
10	430	jump, leap	hüppama	hüppama	
10	431	kick	pətkima; yalaga lööma	põtkima; jalaga lööma	
10	440	dance	tantsima	tantsima	
10	450	walk	kæima; kəndima	käima; kõndima	
10	451	limp	lonkama	lonkama	
10	460	run	yooksma	jooksma	
10	470	go	minema; kæima	minema; käima	
10	471	go up	üles minema	üles minema	
10	472	climb	r̃onima	ronima	
10	473	go down	alla minema	alla minema	
10	474	go out	wælya minema	väljä minema	
10	480	come	tulema	tulema	
10	481	come back	tagasi tulema; naasma	tagasi tulema; naasma	
10	490	go away, depart	lahkuma; ær̃a minema	lahkuma; ära minema	
10	491	disappear	kaduma	kaduma	
10	510	flee	pəgenema	põgenema	
10	520	follow	yær̃gnema; yær̃gima	järgnema; järgima	
10	530	pursue	taga ayama; yælitama	taga ajama; jälitama	
10	550	reach, arrive	saabuma; yəudma	saabuma; jõudma	
10	560	approach	læhenema; liginema	lähenema; liginema	
10	570	enter	sisenema; sisse astuma	sisenema; sisse astuma	
10	610	carry (bear)	kandma	kandma	
10	612	carry-in-hand	kandma; kæes kandma	kandma; käes kandma	
10	613	carry-on-shoulder	əlal kandma	õlal kandma	
10	614	carry-on-head	pea peal kandma	pea peal kandma	
10	615	carry-underarm	kaenla all kandma	kaenla all kandma	
10	620	bring	tooma	tooma	
10	630	send	saatma	saatma	
10	640	lead (vb)	yuhtima	juhtima	
10	650	drive	yuhtima	juhtima	
10	660	ride	r̃atsutama; səitma	ratsutama; sõitma	to ride on a horse or saddle; figuratively also, to exploit something; to ride (in) a vehicle
10	670	push, shove	təukama; lükkama	tõukama; lükkama	
10	710	road	tee; maan-tee	tee; maan-tee	
10	720	path	teer̃ada; yalgtee	teerada; jalgtee	
10	740	bridge	sild	sild	
10	750	carriage, wagon, cart	wanker̃; wagun; kaar̃ik	vanker; vagun; kaarik	
10	760	wheel	r̃atas	ratas	
10	770	axle	r̃attatelg; ass	rattatelg; ass	
10	780	yoke	ike	ike	
10	810	ship	laew	laev	
10	830	boat	paat	paat	
10	831	canoe	süst; kanuu	süst; kanuu	
10	832	outrigger	ulgtullpaat	ulgtulpaat	
10	840	raft	par̃w	parv	
10	850	oar	aer̃	aer	
10	851	paddle (noun)	məla	mõla	
10	852	row (vb)	səudma; aer̃utama	sõudma; aerutama	
10	860	rudder	tüür̃; r̃ool	tüür; rool	
10	870	mast	mast	mast	
10	880	sail (noun)	pur̃i	puri	
10	890	anchor	ankur̃	ankur	
10	910	harbor, port	sadam	sadam	
10	920	land (vb)	maabuma; r̃anduma	maabuma; randuma	
11	110	have	olema; omama	olema; omama	lit. to be; the construction has the possessor in the adessive case, the verb agreeing with the possessum, and the possessum in the nominative case; to own
11	120	own, possess	omama; waldama	omama; valdama	
11	130	take	wətma	võtma	
11	140	seize, grasp	haar̃ama	haarama	
11	150	hold	hoidma; pidama	hoidma; pidama	
11	160	get, obtain	saama; saawutama	saama; saavutama	
11	170	keep, retain	hoidma; sæilitama; pidama	hoidma; säilitama; pidama	
11	180	thing	asi	asi	
11	210	give	andma	andma	
11	220	give back	tagasi andma; tagastama	tagasi andma; tagastama	
11	240	preserve, look after	sæilitama; hoidma	säilitama; hoidma	
11	250	save, rescue	pææstma; wabastama	päästma; vabastama	
11	270	destroy	hæwitama; pur̃ustama	hävitama; purustama	
11	280	harm, injure, damage	kahyustama	kahjustama	
11	310	seek, look for	otsima	otsima	
11	320	find	leidma	leidma	
11	330	lose	kaotama	kaotama	
11	340	release, let go	wabastama; wabaks laskma	vabastama; vabaks laskma	
11	430	money	r̃aha	raha	
11	440	coin	münt	münt	
11	510	rich	r̃ikas	rikas	
11	520	poor	waene	vaene	
11	530	beggar	ker̃yus; sant	kerjus; sant	
11	540	avaricious, stingy	ahne	ahne	
11	610	lend	laenama; laenuks andma	laenama; laenuks andma	
11	620	borrow	laenama; laenuks wətma	laenama; laenuks võtma	
11	630	owe	wəlgnema; wəlgu olema	võlgnema; võlgu olema	
11	640	debt	wəlg	võlg	
11	650	pay (vb)	maksma; tasuma	maskma; tasuma	
11	660	account, reckoning	ar̃we	arve	
11	690	tax, tribute	maks	maks	
11	770	hire	tööle wətma; palkama	tööle võtma; palkama	
11	780	wages	palk; töötasu	palk; töötasu	
11	790	earn	teenima	teenima	
11	810	buy	ostma	ostma	
11	820	sell	müüma	müüma	
11	830	trade, barter	kauplema	kauplema	
11	840	merchant	kaupmees	kaupmees	
11	850	market (place)	tur̃g	turg	
11	860	store, shop	kauplus; pood	kauplus; pood	
11	870	price	hind	hind	
11	880	dear (costly, expensive)	kallis	kallis	
11	890	cheap	odaw	odav	
11	910	share (distribute)	yagama	jagama	
11	920	weigh	kaaluma	kaaluma	
12	10	after	pær̃ast	pärast	
12	11	behind	taga	taga	
12	20	beside	kər̃wal	kõrval	
12	30	down, below	all; alla	all; alla	situated beneath sth.; in a downward direction relative to sth.
12	40	before	enne	enne	
12	41	front	esikülg	esikülg	
12	50	inside, in	sees	sees	
12	60	outside	wælyas	väljas	
12	70	under	all	all	
12	80	up, above	ülewal; kohal	üleval; kohal	
12	110	place	koht; paik	koht; paik	
12	120	put	panema; asetama	panema; asetama	
12	130	sit	istuma	istuma	
12	140	lie down	lamama; lebama	lamama; lebama	
12	150	stand	seisma	seisma	
12	160	remain, stay	yææma	jääma	
12	170	remains, left overs	yæægid	jäägid	
12	210	collect, gather	koguma; kor̃yama	koguma; korjama	
12	212	pick up	üles wətma; üles kor̃yama	üles võtma; üles korjama	
12	213	pile up	kuhyama	kuhjama	
12	220	join, unite	ühendama; liitma	ühendama; liitma	
12	230	separate	lahutama	lahutama	
12	232	divide	yagama; yaotama	jagama; jaotama	
12	240	open	awama; lahti tegema	avama; lahti tegema	
12	250	shut, close	sulgema; kinni panema	sulgema; kinni panema	
12	260	cover	katma	katma	
12	270	hide, conceal	peitma; war̃yama	peitma; varjama	
12	310	high	kər̃ge	kõrge	
12	320	low	madal	madal	
12	330	top	tipp	tipp	
12	340	bottom	pəhi	põhi	
12	350	end	ləpp	lõpp	
12	352	pointed	ter̃aw	terav	
12	353	edge	ser̃w; æær̃	serv; äär	
12	360	side	külg; pool	külg; pool	
12	370	middle, center	keskmine; keskus	keskmine; keskus	adjective; noun
12	410	right (side)	par̃em	parem	
12	420	left (side)	wasak	vasak	
12	430	near (adv)	læhedal	lähedal	
12	440	far (adv)	kaugel	kaugel	
12	450	east	ida	ida	
12	460	west	lææs	lääs	
12	470	north	pəhi	põhi	
12	480	south	ləuna	lõuna	
12	530	grow	kaswama	kasvama	
12	540	measure	məətma	mõõtma	
12	541	span, fathom	waks; süld	vaks; süld	
12	550	large, big	suur̃	suur	
12	560	small, little	wæike	väike	
12	570	long	pikk	pikk	
12	580	tall	pikk; kər̃ge	pikk; kõrge	
12	590	short	lühike	lühike	
12	610	wide, broad	lai	lai	
12	620	narrow	kitsas	kitsas	
12	630	thick (in dimension)	paks	paks	
12	650	thin (in dimension)	peenike; kəhn	peenike; kõhn	
12	670	deep	sügaw	sügav	
12	680	shallow	madal	madal	
12	710	flat	lame; tasane	lame; tasane	
12	730	straight	sir̃ge	sirge	
12	740	crooked	kəwer̃; wildak	kõver; vildak	
12	750	hook	konks; haak	konks; haak	
12	760	corner	nur̃k	nurk	
12	770	cross	r̃ist	rist	
12	780	square	nelinur̃k	nelinurk	
12	810	round	ümmar̃gune	ümmargune	
12	820	circle	r̃ing	ring	
12	830	sphere, ball	ker̃a; pall	kera; pall	
12	840	line	yoon; r̃ida	joon; rida	
12	850	hole	auk	auk	
12	920	like, similar	sar̃nane; samasugune	sarnane; samasugune	
12	930	change	muutma; wahetama	muutma; vahetama	can also mean: to exchange
13	0	zero, nothing	null; mitte midagi	null; mitte midagi	
13	10	one	üks	üks	
13	20	two	kaks	kaks	
13	30	three	kolm	kolm	
13	40	four	neli	neli	
13	50	five	wiis	viis	
13	60	six	kuus	kuus	
13	70	seven	seitse	seitse	
13	80	eight	kaheksa	kaheksa	
13	90	nine	üheksa	üheksa	
13	100	ten	kümme	kümme	
13	101	eleven	üksteist	üksteist	
13	102	twelve	kaksteist	kaksteist	
13	103	fifteen	wiisteist	viisteist	
13	104	twenty	kakskümmend	kakskümmend	
13	105	hundred	sada	sada	
13	106	thousand	tuhat	tuhat	
13	107	count	loendama	loendama	
13	140	every, all	igaüks; kəik	igaüks; kõik	
13	150	much, many	palyu	palju	
13	160	more	r̃ohkem	rohkem	
13	170	little (quantity), few	wæhe	vähe	
13	180	enough	küllalt	küllalt	
13	181	some	məni; natuke	mõni; natuke	
13	190	multitude, crowd	hulk; r̃ahwahulk	hulk; rahvahulk	
13	210	full	tæis	täis	
13	220	empty	tühi	tühi	
13	230	part, piece	osa; yagu; tükk	osa; jagu; tükk	
13	240	half	pool	pool	
13	330	alone, only	üksi; ainus; ainult; waid	üksi; ainus; ainult; vaid	
13	340	first	esimene	esimene	
13	350	last	wiimane	viimane	
13	360	second	teine	teine	
13	370	pair	paar̃	paar	
13	380	two times	kaks kor̃da	kaks korda	
13	420	third	kolmas	kolmas	
13	440	three times	kolm kor̃da	kolm korda	
14	110	time	aeg	aeg	
14	120	age	wanus	vanus	
14	130	new	uus	uus	
14	140	young	noor̃	noor	
14	150	old	wana	vana	
14	160	early	war̃a	vara	
14	170	late	hilya	hilja	
14	180	now	nüüd; pr̃aegu	nüüd; praegu	
14	190	immediately	otsekohe	otsekohe	
14	210	swift, fast, quick	kiir̃e; kær̃mas	kiire; kärmas	
14	220	slow	aeglane	aeglane	
14	230	hasten, hurry	kiir̃ustama; r̃uttama	kiirustama; ruttama	
14	240	retard, delay	wiiwitama	viivitama	
14	250	begin, beginning	alustama; hakkama; algus	alustama; hakkama; algus	
14	252	last, endure	kestma	kestma	
14	260	end (temporal)	ləpp	lõpp	
14	270	finish	ləpetama	lõpetama	transitive
14	280	cease, stop	peatuma; ləppema	peatuma; lõppema	intransitive
14	290	ready	walmis	valmis	
14	310	always	alati	alati	
14	320	often	tihti; sageli	tihti; sageli	
14	330	sometimes	mənikor̃d; wahel	mõnikord; vahel	
14	331	soon	war̃sti	varsti	
14	332	long-time (for a)	kaua	kaua	
14	340	never	mitte kunagi; ei iialgi	mitte kunagi; ei iialgi	
14	350	again	yælle; uuesti	jälle; uuesti	
14	410	day	pæew	päev	
14	420	night	öö	öö	
14	430	dawn	koit; koidik	koit; koidik	
14	440	morning	hommik	hommik	
14	450	noon, midday	keskpæew; ləuna	keskpäev; lõuna	
14	451	afternoon	pær̃astləuna	pärastlõuna	
14	460	evening	əhtu	õhtu	
14	470	today	tæna	täna	
14	480	tomorrow	homme	homme	
14	481	day-after-tomorrow	ülehomme	ülehomme	
14	490	yesterday	eile	eile	
14	491	day-before-yesterday	üleeile	üleeile	
14	510	hour	tund	tund	
14	530	clock, timepiece	kell	kell	
14	610	week	nædal	nädal	
14	620	Sunday	pühapæew	pühapäev	
14	630	Monday	esmaspæew	esmaspäev	
14	640	Tuesday	teisipæew	teisipäev	
14	650	Wednesday	kolmapæew	kolmapäev	
14	660	Thursday	nelyapæew	neljapäev	
14	670	Friday	r̃eede	reede	
14	680	Saturday	laupæew	laupäev	
14	710	month	kuu	kuu	
14	730	year	aasta	aasta	
14	740	winter	talw	talv	
14	750	spring	kewad	kevad	
14	760	summer	suwi	suvi	
14	770	autumn	sügis	sügis	
14	780	season	aastaaeg	aastaaeg	
15	210	smell (vb intrans)	ləhnama	lõhnama	
15	212	sniff	nuhutama	nuhutama	
15	220	smell (vb trans)	nuusutama	nuusutama	
15	250	fragrant, good smelling	healəhnaline; ar̃omaatne	healõhnaline; aromaatne	
15	260	stinking, bad smelling	haisew; lehkaw	haisev; lehkav	
15	310	taste	maitsma	maitsma	
15	350	sweet	magus	magus	
15	360	salty	soolane	soolane	
15	370	bitter	kibe; mər̃u	kibe; mõru	
15	380	acid, sour	hapu	hapu	
15	390	brackish	soolakas	soolakas	
15	410	hear	kuulma	kuulma	
15	420	listen	kuulama	kuulama	
15	440	sound, noise	heli; hææl	heli; hääl	
15	450	loud	wali; kəwa	vali; kõva	
15	460	quiet, silence	waikus	vaikus	
15	510	see	nægema	nägema	
15	520	look, look at	waatama; waatlema	vaatama; vaatlema	
15	550	show	næitama	näitama	
15	560	shine	paistma; sær̃ama	paistma; särama	
15	570	bright	hele; sær̃aw	hele; särav	
15	610	color	wær̃w	värv	
15	620	light (in color)	hele	hele	
15	630	dark (in color)	tume	tume	
15	640	white	walge	valge	
15	650	black	must	must	
15	660	red	punane	punane	
15	670	blue	sinine	sinine	
15	680	green	r̃oheline	roheline	
15	690	yellow	kollane	kollane	
15	710	touch	puudutama	puudutama	
15	712	pinch	næpistama	näpistama	
15	720	feel	tundma	tundma	
15	740	hard	kəwa	kõva	
15	750	soft	pehme	pehme	
15	760	rough	kar̃e; kar̃m	kare; karm	
15	770	smooth	sile; tasane	sile; tasane	
15	780	sharp	ter̃aw	terav	
15	790	blunt, dull	nür̃i	nüri	
15	810	heavy	r̃aske	raske	
15	820	light (in weight)	ker̃ge	kerge	
15	830	wet, damp	mær̃g; niiske	märg; niiske	
15	840	dry	kuiw	kuiv	
15	850	hot	kuum; tuline	kuum; tuline	
15	851	warm	soe	soe	
15	860	cold	külm	külm	
15	870	clean	puhas	puhas	
15	880	dirty, soiled	must; mæær̃dunud	must; määrdunud	
15	890	wrinkled	kor̃tsuline	kortsuline	
16	110	soul, spirit	hing; waim	hing; vaim	
16	150	surprised, astonished	imestunud; üllatunud	imestunud; üllatunud	
16	180	good fortune, luck	ənn	õnn	
16	190	misfortune, bad luck	ebaənn; ənnetus	ebaõnn; õnnetus	
16	230	joyful, glad, happy	r̃əəmus; ləbus; ənnelik	rõõmus; lõbus; õnnelik	
16	250	laugh	naer̃ma	naerma	
16	251	smile	naer̃atama	naeratama	
16	260	play	mængima	mängima	
16	270	love	ar̃mastus; ar̃mastama	armastus; armastama	noun; verb
16	290	kiss	suudlema	suudlema	
16	300	embrace	embama	embama	
16	310	pain	walu; piin	valu; piin	
16	320	grief, sorrow, sadness	kur̃bus; kur̃wastus	kurbus; kurvastus	
16	330	anxiety, worry	mur̃e	mure	
16	340	regret, be sorry	kahetsema	kahetsema	
16	350	pity	kaastunne; halastus	kaastunne; halastus	
16	370	cry, weep	nutma	nutma	
16	380	tear (noun)	pisar̃	pisar	
16	390	groan	ægama; oigama	ägama; oigama	
16	410	hate	wihkama; wihkamine; wihawaen	vihkama; vihamine; vihavaen	transitive verb; noun; noun
16	420	anger	wiha	viha	noun
16	440	envy, jealousy	kadedus; ar̃mukadedus	kadedus; armukadedus	
16	450	shame (noun)	hæbi	häbi	
16	480	proud	uhke; kər̃k	uhke; kõrk	
16	510	dare	yulgema; söandama	julgema; söandama	
16	520	brave	yulge; wapper̃	julge; vapper	
16	530	fear, fright	kar̃tus; hir̃m	kartus; hirm	
16	540	danger	hædaoht; oht	hädäoht; oht	
16	620	desire, want	soowima; tahtma	soovima; tahtma	
16	622	choose	walima	valima	
16	630	hope	lootus	lootus	
16	650	faithful	ustaw; tr̃uu	ustav; truu	
16	660	true	əige; təsi	õige; tõsi	
16	670	lie, tell lies	waletama	valetama	
16	680	deceit	pettus	pettus	
16	690	forgive	andestama; andeks andma	andestama; andeks andma	
16	710	good	hea	hea	
16	720	bad	halb; paha	halb; paha	
16	730	right, correct	əige	õige	
16	740	wrong	wale; wæær̃	vale; väär	
16	760	fault	süü	süü	
16	770	mistake, error	wiga; eksitus	viga; eksitus	
16	780	blame	laitus	laitus	
16	790	praise	kiitus	kiitus	
16	810	beautiful	ilus; kaunis	ilus; kaunis	
16	820	ugly	inetu	inetu	
16	830	greedy	ahne	ahne	
16	840	clever	tar̃k; intelligentne	tark; intelligentne	
17	110	mind	məistus; ar̃u	mõistus; aru	
17	130	think (= reflect)	mətlema	mõtlema	
17	140	think (= be of the opinion)	ar̃wama	arvama	
17	150	believe	uskuma	uskuma	
17	160	understand	ar̃u saama; məistma	aru saama; mõistma	
17	170	know	teadma; tundma	teadma; tundma	
17	171	guess	ar̃wama; oletama	arvama; oletama	
17	172	imitate	yælyendama; matkima	jäljendama; matkima	
17	180	seem	næima; tunduma	näima; tunduma	
17	190	idea, notion	məte; idee; kuyutlus	mõte; idee; kujutlus	
17	210	wise	tar̃k	tark	
17	220	foolish, stupid	r̃umal; yuhm	rumal; juhm	
17	230	insane, crazy	hullumeelne; hull	hullumeelne; hull	
17	240	learn	əppima	õppima	
17	242	study	əppima	õppima	
17	250	teach	əpetama	õpetama	
17	260	pupil	əpilane	õpilane	
17	270	teacher	əpetaya	õpetaja	
17	280	school	kool	kool	
17	310	remember	mæletama; meeles pidama	mäletama; meeles pidama	
17	320	forget	unustama	unustama	
17	340	clear, plain	selge; ar̃usaadaw	selge; arusaadav	
17	350	obscure	selgusetu; segane	selgusetu; segane	
17	360	secret	salayane	salajane	
17	370	sure, certain	kindel	kindel	
17	380	explain	seletama; selgitama	seletama; selgitama	
17	410	intention, purpose	kawatsus; eesmær̃k	kavatsus; eesmärk	
17	420	cause	pəhyustama; tekitama	põhjustama; tekitama	
17	430	doubt	kahtlema	kahtlema	
17	440	suspect	kahtlustama	kahtlustama	
17	441	betray	r̃eetma	reetma	
17	450	need, necessity	wayadus; tar̃widus	vajadus; tarvidus	
17	460	easy	ker̃ge	kerge	
17	470	difficult	r̃aske	raske	
17	480	try, attempt	püüdma; ür̃itama	püüdma; üritama	
17	490	way, manner	toimimiswiis; kæitumine	toimimisviis; käitumine	
17	510	and	ya	ja	
17	520	because	sest et; sellepær̃ast et	sest et; sellepärast et	
17	530	if	kui	kui	
17	540	or	wəi	või	
17	550	yes, affirmative	yah; yaataw	jah; jaatav	
17	560	no, negative	ei; eitaw	ei; eitav	
17	610	how?	kuidas	kuidas	
17	620	how many?	palyu; mitu	palju; mitu	
17	630	how much?	palyu	palju	
17	640	what?	mis; mida	mis; mida	
17	650	when?	millal	millal	
17	660	where?	kus; kuhu	kus; kuhu	at what place?; to where?
17	670	which?	missugune; milline	missugune; milline	
17	680	who?	kes	kes	
17	690	why?	miks	miks	
18	110	voice	hææl	hääl	
18	120	sing	laulma	laulma	
18	130	shout, cry out	hüüdma; kar̃yuma	hüüdma; karjuma	
18	150	whisper	sosistama	sosistama	
18	160	mumble	pomisema	pomisema	
18	170	whistle	wilistama	vilistema	
18	180	shriek, screech	kr̃iiskama; kisendama	kriiskma; kisendama	
18	190	howl	uluma; winguma	uluma; vinguma	
18	210	speak, talk	r̃æækima; kənelema	rääkima; kõnelema	
18	211	stutter, stammer	kokutama; kogelema	kokutama; kogelema	
18	220	say	ütlema	ütlema	
18	221	tell story	yutustama	jutustama	
18	222	speech (make a)	kənet pidama	kõnet pidama	
18	230	silent (be)	waikima; wait olema	vaikima; vait olema	
18	240	language	keel	keel	
18	260	word	səna	sõna	
18	280	name	nimi	nimi	
18	310	ask (question, inquire)	küsima	küsima	
18	320	answer	wastama	vastama	
18	330	admit, confess	möönma; tunnistama	möönma; tunnistama	
18	340	deny	eitama	eitama	
18	350	ask, request	paluma; nəudma	paluma; nõudma	
18	360	promise	lubama; təotama	lubama; tõotama	
18	370	refuse	keelduma	keelduma	
18	380	forbid	keelama	keelama	
18	390	rebuke, scold	noomima; etteheiteid tegema	noomima; etteheiteid tegema	
18	410	call (=summon)	kutsuma	kutsuma	
18	420	call (=name)	nimetama	nimetama	
18	430	announce	teatama; kuulutama	teatama; kuulutama	
18	440	threaten	æhwar̃dama	ähvardama	
18	450	boast	hooplema; kelkima	hooplema; kelkima	
18	510	write	kir̃yutama	kirjutama	
18	520	read	lugema	lugema	
18	560	paper	paber̃	paber	
18	570	pen	sulg	sulg	
18	610	book	r̃aamat	raamat	
18	670	poet	luuletaya; poeet	luuletaja; poeet	
18	710	flute	flööt	flööt	
18	720	drum	tr̃umm	trumm	
18	730	horn, trumpet	sar̃w; tr̃ompet	sarv; trompet	
18	740	rattle	kər̃isti	kõristi	
19	110	country	maa	maa	
19	120	one's native country	kodumaa; isamaa	kodumaa; isamaa	
19	150	city, town	linn	linn	
19	160	village	küla	küla	
19	170	boundary	piir̃	piir	
19	210	people (populace)	r̃ahwas	rahvas	
19	230	tribe, clan	həim; sugukond	hõim; sugukond	
19	240	chief, chieftain	pealik; yuht	pealik; juht	
19	250	staff, walking stick	kepp; yalutuskepp	kepp; jalutuskepp	
19	310	rule, govern	walitsema; yuhtima	valitsema; juhtima	
19	320	king, ruler	kuningas; walitseya	kuningas; valitseja	
19	330	queen	kuninganna	kuninganna	
19	360	noble, nobleman	aadlik	aadlik	
19	370	citizen, subject	kodanik; alam	kodanik; alam	
19	410	master	isand; per̃emees	isand; peremees	
19	420	slave	or̃i	ori	
19	430	servant	teener̃	teener	
19	440	freeman	waba mees; wabakodanik	vaba mees; vabakodanik	
19	450	command, order	kæskima; kæsutama	käskima; käsutama	
19	460	obey	kuuletuma; səna kuulma	kuuletuma; sõna kuulma	
19	470	let, permit	lubama; laskma	lubama; laskma	
19	510	friend, companion	səber̃; kaaslane	sõber; kaaslane	
19	520	enemy	waenlane	vaenlane	
19	540	neighbor	naaber̃	naaber	
19	550	stranger	wəər̃as	võõras	
19	560	guest	külaline	külaline	
19	570	host	per̃emees; wəər̃ustaya	peremees; võõrustaja	
19	580	help, aid	aitama	aitama	
19	590	hinder, prevent	segama; takistama	segama; takistama	
19	610	custom	komme; tawa	komme; tava	
19	620	strife, quarrel	r̃iid; tüli	riid; tüli	
19	630	conspiracy, plot	wandenəu; salaplaan	vandenõu; salaplaan	
19	650	meet	kohtama	kohtama	
19	720	prostitute	pr̃ostituut; hoor̃	prostituut; hoor	
20	110	fight (vb)	wəitlema	võitlema	
20	130	war, battle	səda; lahing	sõda; laheng	
20	140	peace	r̃ahu	rahu	
20	150	army	ar̃mee; səyawægi	armee; sõjavägi	
20	170	soldier	sədur̃	sõdur	
20	210	weapons, arms	r̃elwad; səyar̃iistad	relvad; sõjariist	
20	220	club	nui	nui	
20	222	battle-ax	tapper̃; səyakir̃wes	tapper; sõjakirves	
20	230	sling	ling	ling	
20	240	bow	wibu	vibu	
20	250	arrow	nool	nool	
20	260	spear	oda	oda	
20	270	sword	məək	mõõk	
20	280	gun, cannon	püss; kahur̃; suur̃tükk	püss; kahur; suurtükk	
20	310	armor (defensive)	soomusr̃üǘ; r̃audr̃üü	soomusrüǘ; raudrüü	
20	330	helmet	kiiwer̃	kiiver	
20	340	shield	kilp	kilp	
20	350	fortress	kindlus	kindlus	
20	360	tower	tor̃n	torn	
20	410	victory	wəit	võit	
20	420	defeat	kaotus; lüüasaamine	kaotus; lüüasaamine	
20	430	attack	r̃ünnak	rünnak	
20	440	defend	kaitsma	kaitsma	
20	450	retreat	taganema; taanduma	taganema; taanduma	
20	460	surrender	alla andma; alistuma	alla andma; alistuma	
20	470	captive, prisoner	wangistatu; wang	vangistatu; vang	
20	471	guard, sentinel	walwur̃; waht	valvur; vaht	
20	480	booty, spoils	saak; səyasaak	saak; sõjasaak	
20	490	ambush	war̃itsus	varitsus	
20	510	fisherman	kalur̃; kalamees	kalur; kalamees	
20	520	fishhook	əngekonks	õngekonks	
20	530	fishing line	əngenöör̃	õngenöör	
20	540	fishnet	kalawər̃k	kalavõrk	
20	550	fish trap	mər̃d	mõrd	
20	560	bait	sööt	sööt	
20	610	hunt	küttima	küttima	
20	620	shoot	laskma; tulistama	laskma; tulistama	
20	630	miss (target)	mööda laskma	mööda laskma	
20	640	trap (noun)	ləks; püünis	lõks; püünis	
20	650	trap (vb)	ləksu püüdma	lõksu püüdma	
21	110	law	əigus; seadus	õigus; seadus	law as a concept (ius); specific legal instrument (lex)
21	150	court	kohus	kohus	
21	160	judge (vb)	kohut məistma	kohut mõistma	
21	170	judgment	kohtuotsus	kohtuotsus	
21	180	judge (noun)	kohtunik	kohtunik	
21	210	plaintiff	hageya	hageja	
21	220	defendant	kaebealune; süüalune	kaebealune; süüalune	
21	230	witness	tunnistaya	tunnistaja	
21	240	swear	wanduma; wannet andma	vanduma; vannet andma	
21	250	oath	wanne	vanne	
21	310	accuse	süüdistama	süüdistama	
21	320	condemn	süüdi məistma	süüdi mõistma	
21	330	convict (vb)	süüdi məistma	süüdi mõistma	
21	340	acquit	əigeks məistma	õigeks mõistma	
21	350	guilty	süüdlane	süüdlane	
21	360	innocent	süütu	süütu	
